Side,WarID,PolityID,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,IsInitiator,Outcome,Deaths,PolityName
B,547,-1,1848,1,12,1848,1,27,1,2,0,183
A,547,329,1848,5,15,1849,5,15,0,1,1500,12
A,547,329,1848,1,12,1848,1,27,0,1,1500,12
B,548,-1,1848,2,4,1849,8,15,1,2,0,300
A,548,101,1848,2,4,1849,8,15,0,1,1500,301
A,550,300,1848,3,13,1848,10,31,0,1,249,10
B,550,-1,1848,3,13,1848,10,31,1,2,3000,302
B,551,-1,1848,3,18,1848,3,23,1,4,430,303
A,551,300,1848,3,18,1848,3,23,0,4,600,10
A,552,220,1848,6,23,1848,6,26,0,1,1200,6
B,552,-1,1848,6,23,1848,6,26,1,2,1600,304
A,553,70,1848,8,17,1855,3,4,1,1,0,56
B,553,-1,1848,8,17,1855,3,4,0,2,0,305
A,554,300,1848,9,9,1849,8,13,0,1,46000,10
A,554,365,1849,7,16,1849,8,13,0,1,14500,5
B,554,-1,1848,9,9,1849,8,13,1,2,20000,306
A,555,155,1851,9,5,1851,12,15,0,1,1500,307
B,555,-1,1851,9,5,1851,12,15,1,2,2500,183
A,556,640,1852,12,2,1853,3,13,1,2,0,2
B,556,-1,1852,12,2,1853,3,13,0,1,0,308
A,557,135,1853,12,21,1855,1,7,0,2,0,7
B,557,-1,1853,12,21,1855,1,7,1,1,0,183
A,558,70,1855,12,11,1856,3,21,0,1,600,56
B,558,-1,1855,12,11,1856,3,21,1,2,3000,309
B,560,-1,1856,10,31,1858,3,7,1,2,0,198
A,560,135,1856,10,31,1858,3,7,0,1,0,7
B,561,-1,1858,2,15,1861,1,1,1,4,0,183
A,561,70,1858,2,15,1861,1,1,0,4,0,56
B,562,-1,1858,5,4,1859,6,1,1,1,1400,310
A,562,640,1858,5,4,1859,6,1,0,2,3000,2
B,563,-1,1859,2,1,1863,5,23,1,1,5000,183
A,563,101,1859,2,1,1863,5,23,0,2,15000,301
A,565,100,1860,5,15,1861,7,18,0,2,0,292
B,565,-1,1860,5,15,1861,7,18,1,1,0,183
B,566,-1,1860,5,26,1860,7,12,0,1,1500,141
A,566,-1,1860,5,26,1860,7,12,1,2,8000,297
A,567,200,1862,3,1,1862,8,1,0,1,25,1
A,567,710,1860,10,25,1866,2,9,0,1,26000,24
B,567,-1,1860,10,25,1866,2,9,1,2,85000,311
A,568,710,1860,10,25,1868,8,16,0,1,0,24
B,568,-1,1860,10,25,1868,8,16,1,2,0,312
B,570,-1,1860,10,25,1872,5,1,1,2,0,313
A,570,710,1860,10,25,1872,5,1,0,1,0,24
A,571,710,1860,10,25,1872,12,26,0,1,0,24
B,571,-1,1860,10,25,1872,12,26,1,2,0,314
A,572,2,1861,4,10,1865,4,9,0,1,360000,21
B,572,-1,1861,4,10,1865,4,9,1,2,258000,315
B,573,-1,1861,8,20,1861,12,2,1,1,500,77
A,573,160,1861,8,20,1861,12,2,0,2,500,8
B,575,-1,1861,12,0,1862,8,31,0,3,0,316
A,575,640,1861,12,0,1862,8,31,1,3,0,34
A,576,710,1862,5,0,1873,10,24,0,1,0,24
B,576,-1,1862,5,0,1873,10,24,1,2,0,317
A,577,-1,1862,8,17,1862,9,26,1,2,217,318
B,577,-1,1862,8,17,1862,9,26,0,1,851,319
A,578,145,1862,9,15,1862,9,15,0,1,0,320
B,578,-1,1862,9,15,1862,9,15,1,2,0,321
A,580,365,1863,1,22,1864,4,19,0,1,10000,5
B,580,-1,1863,1,22,1864,4,19,1,2,6500,280
B,581,-1,1863,4,2,1863,11,12,1,2,0,322
A,581,160,1863,4,2,1863,11,12,0,1,0,8
A,582,710,1864,7,0,1871,7,3,0,2,0,24
A,582,365,1871,6,24,1871,7,3,0,2,0,5
B,582,-1,1864,7,0,1871,7,3,1,1,0,246
B,583,-1,1866,5,29,1867,2,22,1,2,0,323
A,583,640,1866,5,29,1867,2,22,0,1,0,2
B,585,-1,1866,10,0,1866,10,0,1,2,0,324
A,585,710,1866,10,0,1866,10,0,0,1,0,24
B,586,-1,1866,12,15,1867,10,15,1,2,0,322
A,586,160,1866,12,15,1867,10,15,0,1,0,8
A,587,70,1867,2,6,1867,5,14,0,2,1500,56
B,587,-1,1867,2,6,1867,5,14,1,1,1000,183
B,588,-1,1868,1,3,1868,7,4,0,2,0,325
A,588,740,1868,1,3,1868,7,4,1,1,0,20
B,590,-1,1869,8,14,1871,1,7,1,1,0,198
B,590,-1,1868,1,11,1868,8,14,1,1,0,198
A,590,101,1868,1,11,1868,8,14,0,2,0,301
A,590,101,1869,8,14,1871,1,7,0,2,0,301
B,591,-1,1868,9,18,1868,9,29,1,1,0,183
A,591,230,1868,9,18,1868,9,29,0,2,0,3
B,592,-1,1869,2,0,1869,12,18,1,1,0,326
A,592,41,1869,2,0,1869,12,18,0,2,0,208
A,593,160,1870,5,20,1871,3,13,0,1,0,8
B,593,-1,1870,5,20,1871,3,13,1,2,0,327
A,595,145,1870,11,24,1871,1,15,0,2,0,60
B,595,-1,1870,11,24,1871,1,15,1,1,0,328
A,596,220,1871,4,2,1871,5,29,0,1,879,6
B,596,-1,1871,4,2,1871,5,29,1,2,25000,329
B,597,-1,1872,4,20,1876,2,20,1,2,43000,282
A,597,230,1872,4,20,1876,2,20,0,1,7000,3
A,598,230,1874,0,0,1875,1,0,0,1,0,3
B,598,-1,1874,0,0,1875,1,0,1,2,0,330
B,600,-1,1874,9,0,1874,11,6,1,2,0,331
A,600,160,1874,9,0,1874,11,6,0,1,0,8
B,601,-1,1875,6,30,1876,6,29,1,4,3000,332
A,601,640,1875,6,30,1876,6,29,0,4,6000,2
A,602,70,1876,3,0,1876,11,23,0,2,1900,56
B,602,-1,1876,3,0,1876,11,23,1,1,0,333
A,603,710,1876,4,0,1877,12,1,1,1,0,24
B,603,-1,1876,4,0,1877,12,1,0,2,0,246
A,605,100,1876,7,26,1877,7,1,0,1,2100,292
B,605,-1,1876,7,26,1877,7,1,1,2,1770,198
A,607,740,1877,1,29,1877,9,24,0,1,7000,20
B,607,-1,1877,1,29,1877,9,24,1,2,10000,334
A,608,160,1879,4,6,1880,7,8,1,1,200,8
B,608,-1,1879,4,6,1880,7,8,0,2,1500,335
A,610,160,1880,6,21,1880,7,21,0,1,400,8
B,610,-1,1880,6,21,1880,7,21,1,2,800,77
B,611,-1,1883,3,27,1884,1,8,1,2,100,183
A,611,41,1883,3,27,1884,1,8,0,1,8000,208
B,612,-1,1884,11,15,1885,8,26,1,2,700,183
A,612,100,1884,11,15,1885,8,26,0,1,300,292
B,613,-1,1885,3,2,1885,5,25,1,2,2000,335
A,613,135,1885,3,2,1885,5,25,0,1,200,7
B,616,-1,1890,4,0,1892,9,0,1,2,0,336
A,616,640,1890,4,0,1892,9,0,0,1,0,2
B,617,-1,1891,1,7,1891,8,29,1,1,700,337
A,617,155,1891,1,7,1891,8,29,0,2,1000,307
B,618,-1,1891,11,11,1891,12,27,1,2,10000,338
A,618,710,1891,11,11,1891,12,27,0,1,500,24
A,620,140,1893,2,2,1894,8,31,0,1,1500,4
B,620,-1,1893,2,2,1894,8,31,1,2,0,339
B,621,-1,1893,9,6,1894,4,16,1,2,0,340
A,621,140,1893,9,6,1894,4,16,0,1,1000,4
B,623,-1,1894,9,14,1894,11,28,1,2,0,341
B,623,-1,1894,2,28,1894,5,6,1,2,0,341
A,623,730,1894,9,14,1894,11,28,0,1,0,130
A,623,730,1894,2,28,1894,5,6,0,1,0,130
A,623,740,1894,10,24,1894,11,28,0,1,0,20
B,625,-1,1894,10,15,1895,3,19,1,1,0,183
A,625,135,1894,10,15,1895,3,19,0,2,0,7
B,626,-1,1895,1,22,1895,3,15,1,2,800,183
A,626,100,1895,1,22,1895,3,15,0,1,400,292
B,627,-1,1895,2,18,1895,9,22,1,1,100,342
A,627,130,1895,2,18,1895,9,22,0,2,900,343
B,628,-1,1895,4,0,1896,4,0,1,2,0,344
A,628,710,1895,4,0,1896,4,0,0,1,0,24
A,630,640,1895,10,0,1896,0,0,0,1,0,2
B,630,-1,1895,10,0,1896,0,0,1,2,0,141
B,631,-1,1896,3,10,1897,2,14,1,4,0,345
A,631,640,1896,3,10,1897,2,14,0,4,0,2
B,632,-1,1896,10,1,1897,10,5,0,2,3000,346
A,632,140,1896,10,1,1897,10,5,1,1,2200,4
B,633,-1,1899,5,24,1899,10,22,1,1,900,347
A,633,101,1899,5,24,1899,10,22,0,2,1200,301
B,635,-1,1899,7,21,1900,1,18,1,2,1500,181
A,635,70,1899,7,21,1900,1,18,0,1,100,56
B,636,-1,1899,10,17,1902,11,21,1,2,53000,183
A,636,100,1899,10,17,1902,11,21,0,1,47000,292
B,638,-1,1901,12,19,1903,7,19,1,2,3000,348
A,638,101,1901,12,19,1903,7,19,0,1,1000,301
B,640,-1,1903,8,2,1903,11,2,1,2,1000,349
A,640,640,1903,8,2,1903,11,2,0,1,5330,2
B,641,-1,1904,1,1,1904,9,1,1,2,0,233
A,641,165,1904,1,1,1904,9,1,0,1,0,62
A,642,640,1904,11,8,1906,1,10,0,6,30000,2
B,642,-1,1904,11,8,1906,1,10,1,6,0,350
A,643,365,1905,1,22,1906,1,1,0,1,1500,5
B,643,-1,1905,1,22,1906,1,1,1,2,0,351
A,645,360,1907,3,15,1907,4,30,0,1,2000,352
B,645,-1,1907,3,15,1907,4,30,1,2,0,353
B,646,-1,1907,8,1,1908,9,1,1,1,800,354
A,646,220,1907,8,7,1908,6,15,0,2,200,6
A,646,600,1907,8,1,1908,9,1,0,2,400,29
A,647,365,1909,4,30,1909,7,17,0,2,100,5
B,647,-1,1908,6,23,1909,7,17,1,1,0,275
A,647,630,1908,6,23,1909,7,17,0,2,0,355
B,648,-1,1909,4,14,1909,4,28,1,2,0,356
A,648,640,1909,4,14,1909,4,28,0,1,0,2
B,650,-1,1910,3,0,1912,10,16,1,4,0,357
A,650,640,1910,3,0,1912,10,16,0,4,0,2
B,651,-1,1910,10,15,1911,10,9,1,6,2000,358
A,651,640,1910,10,15,1911,10,9,0,6,7000,2
A,652,70,1910,11,20,1914,7,15,0,2,56250,56
B,652,-1,1910,11,20,1914,7,15,1,1,37500,359
A,656,150,1911,7,15,1912,5,11,0,2,4000,360
B,656,-1,1911,7,15,1912,5,11,1,1,1000,304
A,657,710,1911,10,11,1911,12,31,0,2,800,24
B,657,-1,1911,10,11,1911,12,31,1,1,200,361
A,658,40,1912,5,20,1912,6,27,0,1,50,87
B,658,-1,1912,5,20,1912,6,27,1,2,1000,362
B,670,-1,1912,0,0,1914,0,0,1,2,0,363
A,670,130,1912,0,0,1914,0,0,0,1,0,343
B,671,-1,1913,7,12,1913,9,1,1,2,0,364
A,671,710,1913,7,12,1913,9,1,0,1,0,24
B,672,-1,1914,3,15,1914,9,15,1,2,0,365
A,672,710,1914,3,15,1914,9,15,0,1,0,24
A,673,2,1915,3,15,1917,2,5,0,1,15,13
A,673,70,1914,11,19,1920,7,28,0,1,18750,56
B,673,-1,1914,11,19,1920,7,28,1,2,12500,366
A,675,710,1916,1,0,1918,11,17,0,1,0,24
B,675,-1,1916,1,0,1918,11,17,1,2,0,367
A,676,365,1916,7,4,1917,2,27,0,1,350,5
B,676,-1,1916,7,4,1917,2,27,1,2,1000,368
B,677,740,1918,8,3,1920,10,15,0,2,1500,20
B,677,220,1918,6,23,1919,9,30,0,2,50,6
A,677,365,1917,12,9,1921,3,18,0,1,475000,25
B,677,2,1918,7,1,1920,4,20,0,2,275,21
B,677,200,1918,6,23,1920,3,15,0,2,350,1
B,677,-1,1917,12,9,1921,3,18,1,2,325000,369
B,677,375,1919,4,15,1919,4,30,0,2,50,370
B,680,-1,1918,1,28,1918,4,30,1,2,8500,371
A,680,375,1918,1,28,1918,4,30,0,1,5300,370
B,680,365,1918,1,28,1918,5,16,0,2,400,25
A,680,255,1918,4,3,1918,5,16,0,1,950,23
B,681,-1,1918,11,1,1919,2,13,0,4,0,372
A,681,-1,1918,11,1,1919,2,13,1,4,0,373
B,682,-1,1919,1,6,1919,5,0,0,1,70,374
A,682,-1,1919,1,6,1919,5,0,1,2,2100,375
B,683,-1,1919,3,25,1920,2,15,1,1,500,376
A,683,310,1919,3,25,1920,2,15,0,2,1000,306
A,685,-1,1920,7,14,1920,7,19,0,2,0,377
B,685,-1,1920,7,14,1920,7,19,1,1,0,378
A,686,365,1920,8,0,1921,8,0,0,1,1700,25
B,686,-1,1920,8,0,1921,8,0,1,2,5000,379
B,687,365,1920,8,10,1921,11,11,0,2,0,25
B,687,-1,1920,8,10,1921,11,11,1,2,0,380
A,687,630,1920,8,10,1921,11,11,0,1,0,355
A,688,-1,1920,10,0,1922,10,1,1,1,300,381
B,688,-1,1920,10,0,1922,10,1,0,2,3000,382
B,690,-1,1921,3,7,1921,3,18,1,2,600,383
A,690,365,1921,3,7,1921,3,18,0,1,2000,25
A,691,365,1921,11,10,1923,7,0,0,1,1000,25
B,691,-1,1921,11,10,1923,7,0,1,2,2500,384
A,692,-1,1922,4,8,1922,5,5,0,1,0,385
B,692,-1,1922,4,8,1922,5,5,1,2,0,386
B,693,-1,1923,9,23,1923,9,28,1,2,0,387
A,693,355,1923,9,23,1923,9,28,0,1,0,105
B,695,-1,1923,12,4,1924,2,0,1,2,0,388
A,695,70,1923,12,4,1924,2,0,0,1,0,56
B,696,-1,1924,2,9,1924,3,31,1,1,0,198
A,696,91,1924,2,9,1924,3,31,0,2,0,214
A,697,700,1924,3,15,1925,1,15,0,1,0,33
B,697,-1,1924,3,15,1925,1,15,1,2,0,389
B,698,-1,1925,10,15,1926,4,20,1,1,0,390
A,698,-1,1925,10,15,1926,4,20,0,2,0,391
B,700,-1,1926,7,1,1928,6,30,1,1,48000,392
A,700,710,1926,7,1,1928,6,30,0,2,78000,393
B,700,740,1927,6,1,1928,6,1,0,1,500,20
B,701,-1,1926,8,31,1929,6,21,1,3,4000,394
A,701,70,1926,8,31,1929,6,21,0,3,6000,56
B,702,-1,1928,8,0,1930,4,0,1,2,0,395
A,702,530,1928,8,0,1930,4,0,0,1,0,22
B,703,-1,1928,0,0,1930,0,0,1,2,0,344
A,703,710,1928,0,0,1930,0,0,0,1,0,24
B,705,-1,1928,11,10,1929,10,15,1,2,7500,396
A,705,700,1928,11,10,1929,10,15,0,1,7500,33
B,706,-1,1929,3,1,1930,11,4,1,2,0,397
A,706,710,1929,3,1,1930,11,4,0,1,0,24
B,707,-1,1929,3,3,1929,5,4,1,2,1600,398
A,707,70,1929,3,3,1929,5,4,0,1,400,56
A,708,670,1929,3,30,1930,1,10,0,1,500,399
B,708,-1,1929,3,30,1930,1,10,1,2,5000,400
A,710,710,1930,11,15,1936,12,31,0,6,200000,24
B,710,-1,1930,11,15,1936,12,31,1,6,300000,252
A,711,710,1931,2,0,1934,7,7,0,1,10000,24
A,711,365,1934,1,0,1934,8,0,0,1,1000,25
B,711,-1,1931,2,0,1934,7,7,1,2,10000,401
A,712,92,1932,1,20,1932,1,29,0,1,100,227
B,712,-1,1932,1,20,1932,1,29,1,2,2500,382
B,713,-1,1932,5,7,1932,7,17,1,2,1000,402
A,713,135,1932,5,7,1932,7,17,0,1,100,7
B,715,-1,1932,6,9,1932,8,31,1,2,0,403
A,715,140,1932,6,9,1932,8,31,0,1,0,4
A,716,710,1934,1,5,1934,1,15,0,1,0,24
B,716,-1,1934,1,5,1934,1,15,1,2,0,404
A,717,230,1934,10,4,1934,10,8,0,1,284,3
B,717,-1,1934,10,4,1934,10,8,1,2,1051,405
A,718,230,1936,7,18,1939,3,29,0,2,286000,3
B,718,325,1936,7,30,1939,3,29,0,1,4000,17
B,718,255,1936,8,27,1939,3,29,0,1,300,23
B,718,235,1936,8,1,1939,3,29,0,1,2000,18
B,718,-1,1936,7,18,1939,3,29,1,1,174000,406
A,720,200,1944,12,5,1945,1,11,0,1,237,1
A,720,350,1944,12,3,1945,2,12,0,1,17970,407
B,720,-1,1944,12,3,1945,2,12,1,2,50000,252
A,720,350,1946,2,12,1949,10,16,0,1,17970,407
B,720,-1,1946,2,12,1949,10,16,1,2,50000,252
B,721,-1,1945,5,8,1947,11,18,1,2,8700,408
A,721,365,1945,5,8,1947,11,18,0,1,5000,25
A,721,290,1945,5,8,1947,11,18,0,1,11000,38
A,722,365,1945,5,8,1947,12,31,0,1,35000,25
B,722,-1,1945,5,8,1947,12,31,1,2,0,408
A,723,365,1945,5,8,1951,12,31,0,1,14700,25
B,723,-1,1945,5,8,1951,12,31,1,2,17700,409
A,725,710,1946,3,15,1950,4,21,0,2,327600,24
B,725,-1,1946,3,15,1950,4,21,1,1,872400,252
A,726,710,1947,2,28,1947,3,21,0,1,250,24
B,726,-1,1947,2,28,1947,3,21,1,2,1000,112
A,727,150,1947,3,7,1947,8,20,0,1,0,360
B,727,-1,1947,3,7,1947,8,20,1,2,0,382
B,728,-1,1948,2,17,1948,3,20,1,2,0,410
A,728,678,1948,2,17,1948,3,20,0,1,0,411
B,730,-1,1948,3,12,1948,4,17,1,1,500,412
A,730,94,1948,3,12,1948,4,17,0,2,1500,212
B,731,-1,1948,4,9,1958,8,7,1,2,20000,183
A,731,100,1948,4,9,1958,8,7,0,1,9800,292
A,732,775,1948,8,15,1951,7,31,0,1,0,51
B,732,-1,1948,8,15,1951,7,31,1,2,0,413
B,733,-1,1950,5,31,1950,11,3,1,2,0,414
A,733,850,1950,5,31,1950,11,3,0,1,0,27
A,735,840,1950,9,1,1954,5,0,0,1,1600,114
B,735,-1,1950,9,1,1954,5,0,1,2,9700,415
A,737,145,1952,4,8,1952,4,11,0,2,0,60
B,737,-1,1952,4,8,1952,4,11,1,1,0,382
B,738,-1,1953,9,20,1953,11,23,1,2,1000,416
A,738,850,1953,9,20,1953,11,23,0,1,1700,27
B,740,-1,1955,6,15,1955,9,19,1,1,0,295
A,740,160,1955,6,15,1955,9,19,0,2,0,8
B,741,-1,1956,3,1,1959,4,14,1,2,12000,417
