Year,Category,Nominee,Movie,Winner
1943 (16th),Actor -- Supporting Role,J. Carrol Naish,Sahara {'Giuseppe'},NO
1943 (16th),Actor -- Supporting Role,Claude Rains,Casablanca {'Captain Louis Renault'},NO
1943 (16th),Actor -- Supporting Role,Akim Tamiroff,For Whom the Bell Tolls {'Pablo'},NO
1942 (15th),Actor -- Supporting Role,William Bendix,Wake Island {'Smacksie Randall'},NO
1942 (15th),Actor -- Supporting Role,Walter Huston,Yankee Doodle Dandy {'Jerry Cohan'},NO
1942 (15th),Actor -- Supporting Role,Frank Morgan,Tortilla Flat {'The Pirate'},NO
1942 (15th),Actor -- Supporting Role,Henry Travers,Mrs. Miniver {'Mr. Ballard'},NO
1941 (14th),Actor -- Supporting Role,Walter Brennan,Sergeant York {'Pastor Posier Pile'},NO
1941 (14th),Actor -- Supporting Role,Charles Coburn,The Devil and Miss Jones {'John P. Merrick'},NO
1941 (14th),Actor -- Supporting Role,James Gleason,Here Comes Mr. Jordan {'Max Corkle'},NO
1941 (14th),Actor -- Supporting Role,Sydney Greenstreet,The Maltese Falcon {'Kaspar Gutman'},NO
1940 (13th),Actor -- Supporting Role,Albert Basserman,Foreign Correspondent {'Van Meer'},NO
1940 (13th),Actor -- Supporting Role,William Gargan,"They Knew What They Wanted {'Joe, the Foreman'}",NO
1940 (13th),Actor -- Supporting Role,Jack Oakie,"The Great Dictator {'Napaloni, Dictator of Bacteria'}",NO
1940 (13th),Actor -- Supporting Role,James Stephenson,The Letter {'Howard Joyce'},NO
1939 (12th),Actor -- Supporting Role,Brian Aherne,Juarez {'Emperor Maximilian von Habsburg'},NO
1939 (12th),Actor -- Supporting Role,Harry Carey,Mr. Smith Goes to Washington {'President of the Senate'},NO
1939 (12th),Actor -- Supporting Role,Brian Donlevy,Beau Geste {'Sergeant Markoff'},NO
1939 (12th),Actor -- Supporting Role,Claude Rains,Mr. Smith Goes to Washington {'Senator Joseph Paine'},NO
1938 (11th),Actor -- Supporting Role,John Garfield,Four Daughters {'Mickey Borden'},NO
1938 (11th),Actor -- Supporting Role,Gene Lockhart,Algiers {'Regis'},NO
1938 (11th),Actor -- Supporting Role,Robert Morley,Marie Antoinette {'King Louis XVI'},NO
1938 (11th),Actor -- Supporting Role,Basil Rathbone,If I Were King {'Louis XI'},NO
1937 (10th),Actor -- Supporting Role,Ralph Bellamy,The Awful Truth {'Daniel Leeson'},NO
1937 (10th),Actor -- Supporting Role,Thomas Mitchell,The Hurricane {'Doctor Kersaint'},NO
1937 (10th),Actor -- Supporting Role,H. B. Warner,Lost Horizon {'Chang'},NO
1937 (10th),Actor -- Supporting Role,Roland Young,Topper {'Cosmo Topper'},NO
1936 (9th),Actor -- Supporting Role,Mischa Auer,My Man Godfrey {'Carlo'},NO
1936 (9th),Actor -- Supporting Role,Stuart Erwin,Pigskin Parade {'Amos Dodd'},NO
1936 (9th),Actor -- Supporting Role,Basil Rathbone,Romeo and Juliet {'Tybalt'},NO
1936 (9th),Actor -- Supporting Role,Akim Tamiroff,The General Died at Dawn {'General Yang'},NO
2010 (83rd),Actress -- Leading Role,Annette Bening,The Kids Are All Right {'Nic'},NO
2010 (83rd),Actress -- Leading Role,Nicole Kidman,Rabbit Hole {'Becca'},NO
2010 (83rd),Actress -- Leading Role,Jennifer Lawrence,Winter's Bone {'Ree'},NO
2010 (83rd),Actress -- Leading Role,Michelle Williams,Blue Valentine {'Cindy'},NO
2009 (82nd),Actress -- Leading Role,Helen Mirren,The Last Station {'Sofya'},NO
2009 (82nd),Actress -- Leading Role,Carey Mulligan,An Education {'Jenny'},NO
2009 (82nd),Actress -- Leading Role,Gabourey Sidibe,Precious: Based on the Novel 'Push' by Sapphire {'Precious'},NO
2009 (82nd),Actress -- Leading Role,Meryl Streep,Julie & Julia {'Julia Child'},NO
2008 (81st),Actress -- Leading Role,Anne Hathaway,Rachel Getting Married {'Kym'},NO
2008 (81st),Actress -- Leading Role,Angelina Jolie,Changeling {'Christine Collins'},NO
2008 (81st),Actress -- Leading Role,Melissa Leo,Frozen River {'Ray Eddy'},NO
2008 (81st),Actress -- Leading Role,Meryl Streep,Doubt {'Sister Aloysius Beauvier'},NO
2007 (80th),Actress -- Leading Role,Cate Blanchett,Elizabeth: The Golden Age {'Queen Elizabeth I'},NO
2007 (80th),Actress -- Leading Role,Julie Christie,Away from Her {'Fiona'},NO
2007 (80th),Actress -- Leading Role,Laura Linney,The Savages {'Wendy Savage'},NO
2007 (80th),Actress -- Leading Role,Ellen Page,Juno {'Juno MacGuff'},NO
2006 (79th),Actress -- Leading Role,Penélope Cruz,Volver {'Raimunda'},NO
2006 (79th),Actress -- Leading Role,Judi Dench,Notes on a Scandal {'Barbara Covett'},NO
2006 (79th),Actress -- Leading Role,Meryl Streep,The Devil Wears Prada {'Miranda Priestly'},NO
2006 (79th),Actress -- Leading Role,Kate Winslet,Little Children {'Sarah Pierce'},NO
2005 (78th),Actress -- Leading Role,Judi Dench,Mrs. Henderson Presents {'Mrs. Laura Henderson'},NO
2005 (78th),Actress -- Leading Role,Felicity Huffman,Transamerica {'Bree'},NO
2005 (78th),Actress -- Leading Role,Keira Knightley,Pride & Prejudice {'Elizabeth Bennet'},NO
2005 (78th),Actress -- Leading Role,Charlize Theron,North Country {'Josey Aimes'},NO
2004 (77th),Actress -- Leading Role,Annette Bening,Being Julia {'Julia Lambert'},NO
2004 (77th),Actress -- Leading Role,Catalina Sandino Moreno,Maria Full of Grace {'Maria'},NO
2004 (77th),Actress -- Leading Role,Imelda Staunton,Vera Drake {'Vera'},NO
2004 (77th),Actress -- Leading Role,Kate Winslet,Eternal Sunshine of the Spotless Mind {'Clementine Kruczynski'},NO
2003 (76th),Actress -- Leading Role,Keisha Castle-Hughes,Whale Rider {'Paikea'},NO
2003 (76th),Actress -- Leading Role,Diane Keaton,Something's Gotta Give {'Erica Barry'},NO
2003 (76th),Actress -- Leading Role,Samantha Morton,In America {'Sarah'},NO
2003 (76th),Actress -- Leading Role,Naomi Watts,21 Grams {'Cristina Peck'},NO
2002 (75th),Actress -- Leading Role,Salma Hayek,Frida {'Frida Kahlo'},NO
2002 (75th),Actress -- Leading Role,Diane Lane,Unfaithful {'Connie Sumner'},NO
2002 (75th),Actress -- Leading Role,Julianne Moore,Far from Heaven {'Cathy Whitaker'},NO
2002 (75th),Actress -- Leading Role,Renée Zellweger,Chicago {'Roxie Hart'},NO
2001 (74th),Actress -- Leading Role,Judi Dench,Iris {'Iris Murdoch'},NO
2001 (74th),Actress -- Leading Role,Nicole Kidman,Moulin Rouge {'Satine'},NO
2001 (74th),Actress -- Leading Role,Sissy Spacek,In the Bedroom {'Ruth Fowler'},NO
2001 (74th),Actress -- Leading Role,Renée Zellweger,Bridget Jones's Diary {'Bridget Jones'},NO
2000 (73rd),Actress -- Leading Role,Joan Allen,The Contender {'Laine Hanson'},NO
2000 (73rd),Actress -- Leading Role,Juliette Binoche,Chocolat {'Vianne Rocher'},NO
2000 (73rd),Actress -- Leading Role,Ellen Burstyn,Requiem for a Dream {'Sara Goldfarb'},NO
2000 (73rd),Actress -- Leading Role,Laura Linney,You Can Count on Me {'Samantha 'Sammy' Prescott'},NO
1999 (72nd),Actress -- Leading Role,Annette Bening,American Beauty {'Carolyn Burnham'},NO
1999 (72nd),Actress -- Leading Role,Janet McTeer,Tumbleweeds {'Mary Jo Walker'},NO
1999 (72nd),Actress -- Leading Role,Julianne Moore,The End of the Affair {'Sarah Miles'},NO
1999 (72nd),Actress -- Leading Role,Meryl Streep,Music of the Heart {'Roberta Guaspari'},NO
1998 (71st),Actress -- Leading Role,Cate Blanchett,Elizabeth {'Queen Elizabeth I'},NO
1998 (71st),Actress -- Leading Role,Fernanda Montenegro,Central Station {'Dora'},NO
1998 (71st),Actress -- Leading Role,Meryl Streep,One True Thing {'Kate Gulden'},NO
1998 (71st),Actress -- Leading Role,Emily Watson,Hilary and Jackie {'Jacqueline du Pré'},NO
1997 (70th),Actress -- Leading Role,Helena Bonham Carter,The Wings of the Dove {'Kate Croy'},NO
1997 (70th),Actress -- Leading Role,Julie Christie,Afterglow {'Phyllis Mann'},NO
1997 (70th),Actress -- Leading Role,Judi Dench,Mrs. Brown {'Queen Victoria'},NO
1997 (70th),Actress -- Leading Role,Kate Winslet,Titanic {'Rose DeWitt Bukater'},NO
1996 (69th),Actress -- Leading Role,Brenda Blethyn,Secrets & Lies {'Cynthia'},NO
1996 (69th),Actress -- Leading Role,Diane Keaton,Marvin's Room {'Bessie'},NO
1996 (69th),Actress -- Leading Role,Kristin Scott Thomas,The English Patient {'Katharine Clifton'},NO
1996 (69th),Actress -- Leading Role,Emily Watson,Breaking the Waves {'Bess'},NO
1995 (68th),Actress -- Leading Role,Elisabeth Shue,Leaving Las Vegas {'Sera'},NO
1995 (68th),Actress -- Leading Role,Sharon Stone,Casino {'Ginger McKenna'},NO
1995 (68th),Actress -- Leading Role,Meryl Streep,The Bridges of Madison County {'Francesca Johnson'},NO
1995 (68th),Actress -- Leading Role,Emma Thompson,Sense and Sensibility {'Elinor Dashwood'},NO
1994 (67th),Actress -- Leading Role,Jodie Foster,Nell {'Nell'},NO
1994 (67th),Actress -- Leading Role,Miranda Richardson,Tom & Viv {'Viv'},NO
1994 (67th),Actress -- Leading Role,Winona Ryder,Little Women {'Jo March'},NO
1994 (67th),Actress -- Leading Role,Susan Sarandon,The Client {'Reggie Love'},NO
1993 (66th),Actress -- Leading Role,Angela Bassett,What's Love Got to Do with It {'Tina Turner'},NO
1993 (66th),Actress -- Leading Role,Stockard Channing,Six Degrees of Separation {'Ouisa Kittredge'},NO
1993 (66th),Actress -- Leading Role,Emma Thompson,The Remains of the Day {'Miss Kenton'},NO
1993 (66th),Actress -- Leading Role,Debra Winger,Shadowlands {'Joy Gresham'},NO
1992 (65th),Actress -- Leading Role,Catherine Deneuve,Indochine {'Eliane'},NO
1992 (65th),Actress -- Leading Role,Mary McDonnell,Passion Fish {'May-Alice'},NO
1992 (65th),Actress -- Leading Role,Michelle Pfeiffer,Love Field {'Lurene Hallett'},NO
1992 (65th),Actress -- Leading Role,Susan Sarandon,Lorenzo's Oil {'Michaela Odone'},NO
1991 (64th),Actress -- Leading Role,Geena Davis,Thelma & Louise {'Thelma'},NO
1991 (64th),Actress -- Leading Role,Laura Dern,Rambling Rose {'Rose'},NO
1991 (64th),Actress -- Leading Role,Bette Midler,For the Boys {'Dixie Leonard'},NO
1991 (64th),Actress -- Leading Role,Susan Sarandon,Thelma & Louise {'Louise'},NO
1990 (63rd),Actress -- Leading Role,Anjelica Huston,The Grifters {'Lilly Dillon'},NO
1990 (63rd),Actress -- Leading Role,Julia Roberts,Pretty Woman {'Vivian Ward'},NO
1990 (63rd),Actress -- Leading Role,Meryl Streep,Postcards from the Edge {'Suzanne Vale'},NO
1990 (63rd),Actress -- Leading Role,Joanne Woodward,Mr. & Mrs. Bridge {'India Bridge'},NO
1989 (62nd),Actress -- Leading Role,Isabelle Adjani,Camille Claudel {'Camille Claudel'},NO
1989 (62nd),Actress -- Leading Role,Pauline Collins,Shirley Valentine {'Shirley Valentine'},NO
1989 (62nd),Actress -- Leading Role,Jessica Lange,Music Box {'Ann Talbot'},NO
1989 (62nd),Actress -- Leading Role,Michelle Pfeiffer,The Fabulous Baker Boys {'Susie Diamond'},NO
1988 (61st),Actress -- Leading Role,Glenn Close,Dangerous Liaisons {'Marquise de Merteuil'},NO
1988 (61st),Actress -- Leading Role,Melanie Griffith,Working Girl {'Tess McGill'},NO
1988 (61st),Actress -- Leading Role,Meryl Streep,A Cry in the Dark {'Lindy'},NO
1988 (61st),Actress -- Leading Role,Sigourney Weaver,Gorillas in the Mist {'Dian Fossey'},NO
1987 (60th),Actress -- Leading Role,Glenn Close,Fatal Attraction {'Alex Forrest'},NO
1987 (60th),Actress -- Leading Role,Holly Hunter,Broadcast News {'Jane Craig'},NO
1987 (60th),Actress -- Leading Role,Sally Kirkland,Anna {'Anna'},NO
1987 (60th),Actress -- Leading Role,Meryl Streep,Ironweed {'Helen'},NO
1986 (59th),Actress -- Leading Role,Jane Fonda,The Morning After {'Alex Sternbergen'},NO
1986 (59th),Actress -- Leading Role,Sissy Spacek,Crimes of the Heart {'Babe Magrath'},NO
1986 (59th),Actress -- Leading Role,Kathleen Turner,Peggy Sue Got Married {'Peggy Sue'},NO
1986 (59th),Actress -- Leading Role,Sigourney Weaver,Aliens {'Ripley'},NO
1985 (58th),Actress -- Leading Role,Anne Bancroft,Agnes of God {'Sister Miriam Ruth'},NO
1985 (58th),Actress -- Leading Role,Whoopi Goldberg,The Color Purple {'Celie'},NO
1985 (58th),Actress -- Leading Role,Jessica Lange,Sweet Dreams {'Patsy Cline'},NO
1985 (58th),Actress -- Leading Role,Meryl Streep,Out of Africa {'Karen'},NO
1984 (57th),Actress -- Leading Role,Judy Davis,A Passage to India {'Adela Quested'},NO
1984 (57th),Actress -- Leading Role,Jessica Lange,Country {'Jewell Ivy'},NO
1984 (57th),Actress -- Leading Role,Vanessa Redgrave,The Bostonians {'Olive Chancellor'},NO
1984 (57th),Actress -- Leading Role,Sissy Spacek,The River {'Mae Garvey'},NO
1983 (56th),Actress -- Leading Role,Jane Alexander,Testament {'Carol Wetherly'},NO
1983 (56th),Actress -- Leading Role,Meryl Streep,Silkwood {'Karen Silkwood'},NO
1983 (56th),Actress -- Leading Role,Julie Walters,Educating Rita {'Rita'},NO
1983 (56th),Actress -- Leading Role,Debra Winger,Terms of Endearment {'Emma Horton'},NO
1982 (55th),Actress -- Leading Role,Julie Andrews,Victor/Victoria {'Victor/Victoria'},NO
1982 (55th),Actress -- Leading Role,Jessica Lange,Frances {'Frances Farmer'},NO
1982 (55th),Actress -- Leading Role,Sissy Spacek,Missing {'Beth Horman'},NO
1982 (55th),Actress -- Leading Role,Debra Winger,An Officer and a Gentleman {'Paula Pokrifki'},NO
1981 (54th),Actress -- Leading Role,Diane Keaton,Reds {'Louise Bryant'},NO
1981 (54th),Actress -- Leading Role,Marsha Mason,Only When I Laugh {'Georgia'},NO
1981 (54th),Actress -- Leading Role,Susan Sarandon,Atlantic City {'Sally'},NO
1981 (54th),Actress -- Leading Role,Meryl Streep,The French Lieutenant's Woman {'Sara Woodruff/Anna'},NO
1980 (53rd),Actress -- Leading Role,Ellen Burstyn,Resurrection {'Edna May'},NO
1980 (53rd),Actress -- Leading Role,Goldie Hawn,Private Benjamin {'Judy Benjamin'},NO
1980 (53rd),Actress -- Leading Role,Mary Tyler Moore,Ordinary People {'Beth Jarrett'},NO
1980 (53rd),Actress -- Leading Role,Gena Rowlands,Gloria {'Gloria Swenson'},NO
1979 (52nd),Actress -- Leading Role,Jill Clayburgh,Starting Over {'Marilyn Homberg'},NO
1979 (52nd),Actress -- Leading Role,Jane Fonda,The China Syndrome {'Kimberly Wells'},NO
1979 (52nd),Actress -- Leading Role,Marsha Mason,Chapter Two {'Jennie MacLaine'},NO
1979 (52nd),Actress -- Leading Role,Bette Midler,The Rose {'Rose'},NO
1978 (51st),Actress -- Leading Role,Ingrid Bergman,Autumn Sonata {'Charlotte Andergast'},NO
1978 (51st),Actress -- Leading Role,Ellen Burstyn,"Same Time, Next Year {'Doris'}",NO
1978 (51st),Actress -- Leading Role,Jill Clayburgh,An Unmarried Woman {'Erica'},NO
1978 (51st),Actress -- Leading Role,Geraldine Page,Interiors {'Eve'},NO
1977 (50th),Actress -- Leading Role,Anne Bancroft,The Turning Point {'Emma Jacklin'},NO
1977 (50th),Actress -- Leading Role,Jane Fonda,Julia {'Lillian Hellman'},NO
1977 (50th),Actress -- Leading Role,Shirley MacLaine,The Turning Point {'Deedee Rodgers'},NO
1977 (50th),Actress -- Leading Role,Marsha Mason,The Goodbye Girl {'Paula McFadden'},NO
1976 (49th),Actress -- Leading Role,Marie-Christine Barrault,"Cousin, Cousine {'Marthe'}",NO
1976 (49th),Actress -- Leading Role,Talia Shire,Rocky {'Adrian'},NO
1976 (49th),Actress -- Leading Role,Sissy Spacek,Carrie {'Carrie White'},NO
1976 (49th),Actress -- Leading Role,Liv Ullmann,Face to Face {'Dr. Jenny Isaksson'},NO
1975 (48th),Actress -- Leading Role,Isabelle Adjani,The Story of Adele H. {'Adele Hugo'},NO
1975 (48th),Actress -- Leading Role,Ann-Margret,Tommy {'Nora Walker Hobbs'},NO
1975 (48th),Actress -- Leading Role,Glenda Jackson,Hedda {'Hedda Gabler'},NO
1975 (48th),Actress -- Leading Role,Carol Kane,Hester Street {'Gitl'},NO
1974 (47th),Actress -- Leading Role,Diahann Carroll,Claudine {'Claudine'},NO
1974 (47th),Actress -- Leading Role,Faye Dunaway,Chinatown {'Evelyn Cross Mulwray'},NO
1974 (47th),Actress -- Leading Role,Valerie Perrine,Lenny {'Honey Bruce'},NO
1974 (47th),Actress -- Leading Role,Gena Rowlands,A Woman under the Influence {'Mabel Longhetti'},NO
1973 (46th),Actress -- Leading Role,Ellen Burstyn,The Exorcist {'Chris MacNeil'},NO
1973 (46th),Actress -- Leading Role,Marsha Mason,Cinderella Liberty {'Maggie Paul'},NO
1973 (46th),Actress -- Leading Role,Barbra Streisand,The Way We Were {'Katie Morosky'},NO
1973 (46th),Actress -- Leading Role,Joanne Woodward,"Summer Wishes, Winter Dreams {'Rita Walden'}",NO
1972 (45th),Actress -- Leading Role,Diana Ross,Lady Sings the Blues {'Billie Holiday'},NO
1972 (45th),Actress -- Leading Role,Maggie Smith,Travels with My Aunt {'Aunt Augusta'},NO
1972 (45th),Actress -- Leading Role,Cicely Tyson,Sounder {'Rebecca Morgan'},NO
1972 (45th),Actress -- Leading Role,Liv Ullmann,The Emigrants {'Kristina'},NO
1971 (44th),Actress -- Leading Role,Julie Christie,McCabe & Mrs. Miller {'Mrs. Constance Miller'},NO
1971 (44th),Actress -- Leading Role,Glenda Jackson,Sunday Bloody Sunday {'Alex Greville'},NO
1971 (44th),Actress -- Leading Role,Vanessa Redgrave,"Mary, Queen of Scots {'Mary, Queen of Scots'}",NO
1971 (44th),Actress -- Leading Role,Janet Suzman,Nicholas and Alexandra {'Alexandra'},NO
1970 (43rd),Actress -- Leading Role,Jane Alexander,The Great White Hope {'Eleanor Bachman'},NO
1970 (43rd),Actress -- Leading Role,Ali MacGraw,Love Story {'Jenny Cavilleri'},NO
1970 (43rd),Actress -- Leading Role,Sarah Miles,Ryan's Daughter {'Rosy Ryan'},NO
2010 (83rd),Directing,Black Swan,Darren Aronofsky,NO
2010 (83rd),Directing,The Fighter,David O. Russell,NO
2010 (83rd),Directing,The Social Network,David Fincher,NO
2010 (83rd),Directing,True Grit,Joel Coen and Ethan Coen,NO
2009 (82nd),Directing,Avatar,James Cameron,NO
2009 (82nd),Directing,Inglourious Basterds,Quentin Tarantino,NO
2009 (82nd),Directing,Precious: Based on the Novel 'Push' by Sapphire,Lee Daniels,NO
2009 (82nd),Directing,Up in the Air,Jason Reitman,NO
2008 (81st),Directing,The Curious Case of Benjamin Button,David Fincher,NO
2008 (81st),Directing,Frost/Nixon,Ron Howard,NO
2008 (81st),Directing,Milk,Gus Van Sant,NO
2008 (81st),Directing,The Reader,Stephen Daldry,NO
2007 (80th),Directing,The Diving Bell and the Butterfly,Julian Schnabel,NO
2007 (80th),Directing,Juno,Jason Reitman,NO
2007 (80th),Directing,Michael Clayton,Tony Gilroy,NO
2007 (80th),Directing,There Will Be Blood,Paul Thomas Anderson,NO
2006 (79th),Directing,Babel,Alejandro González Iñárritu,NO
2006 (79th),Directing,Letters from Iwo Jima,Clint Eastwood,NO
2006 (79th),Directing,The Queen,Stephen Frears,NO
2006 (79th),Directing,United 93,Paul Greengrass,NO
2005 (78th),Directing,Capote,Bennett Miller,NO
2005 (78th),Directing,Crash,Paul Haggis,NO
2005 (78th),Directing,"Good Night, and Good Luck.",George Clooney,NO
2005 (78th),Directing,Munich,Steven Spielberg,NO
2004 (77th),Directing,The Aviator,Martin Scorsese,NO
2004 (77th),Directing,Ray,Taylor Hackford,NO
2004 (77th),Directing,Sideways,Alexander Payne,NO
2004 (77th),Directing,Vera Drake,Mike Leigh,NO
2003 (76th),Directing,City of God,Fernando Meirelles,NO
2003 (76th),Directing,Lost in Translation,Sofia Coppola,NO
2003 (76th),Directing,Master and Commander: The Far Side of the World,Peter Weir,NO
2003 (76th),Directing,Mystic River,Clint Eastwood,NO
2002 (75th),Directing,Chicago,Rob Marshall,NO
2002 (75th),Directing,Gangs of New York,Martin Scorsese,NO
2002 (75th),Directing,The Hours,Stephen Daldry,NO
2002 (75th),Directing,Talk to Her,Pedro Almodóvar,NO
2001 (74th),Directing,Black Hawk Down,Ridley Scott,NO
2001 (74th),Directing,Gosford Park,Robert Altman,NO
2001 (74th),Directing,The Lord of the Rings: The Fellowship of the Ring,Peter Jackson,NO
2001 (74th),Directing,Mulholland Drive,David Lynch,NO
2000 (73rd),Directing,Billy Elliot,Stephen Daldry,NO
2000 (73rd),Directing,"Crouching Tiger, Hidden Dragon",Ang Lee,NO
2000 (73rd),Directing,Erin Brockovich,Steven Soderbergh,NO
2000 (73rd),Directing,Gladiator,Ridley Scott,NO
1999 (72nd),Directing,Being John Malkovich,Spike Jonze,NO
1999 (72nd),Directing,The Cider House Rules,Lasse Hallström,NO
1999 (72nd),Directing,The Insider,Michael Mann,NO
1999 (72nd),Directing,The Sixth Sense,M. Night Shyamalan,NO
1998 (71st),Directing,Life Is Beautiful,Roberto Benigni,NO
1998 (71st),Directing,Shakespeare in Love,John Madden,NO
1998 (71st),Directing,The Thin Red Line,Terrence Malick,NO
1998 (71st),Directing,The Truman Show,Peter Weir,NO
1997 (70th),Directing,The Full Monty,Peter Cattaneo,NO
1997 (70th),Directing,Good Will Hunting,Gus Van Sant,NO
1997 (70th),Directing,L.A. Confidential,Curtis Hanson,NO
1997 (70th),Directing,The Sweet Hereafter,Atom Egoyan,NO
1996 (69th),Directing,Fargo,Joel Coen,NO
1996 (69th),Directing,The People vs. Larry Flynt,Milos Forman,NO
1996 (69th),Directing,Secrets & Lies,Mike Leigh,NO
1996 (69th),Directing,Shine,Scott Hicks,NO
1995 (68th),Directing,Babe,Chris Noonan,NO
1995 (68th),Directing,Dead Man Walking,Tim Robbins,NO
1995 (68th),Directing,Leaving Las Vegas,Mike Figgis,NO
1995 (68th),Directing,The Postman (Il Postino),Michael Radford,NO
1994 (67th),Directing,Bullets over Broadway,Woody Allen,NO
1994 (67th),Directing,Pulp Fiction,Quentin Tarantino,NO
1994 (67th),Directing,Quiz Show,Robert Redford,NO
1994 (67th),Directing,Red,Krzysztof Kieslowski,NO
1993 (66th),Directing,In the Name of the Father,Jim Sheridan,NO
1993 (66th),Directing,The Piano,Jane Campion,NO
1993 (66th),Directing,The Remains of the Day,James Ivory,NO
1993 (66th),Directing,Short Cuts,Robert Altman,NO
1992 (65th),Directing,The Crying Game,Neil Jordan,NO
1992 (65th),Directing,Howards End,James Ivory,NO
1992 (65th),Directing,The Player,Robert Altman,NO
1992 (65th),Directing,Scent of a Woman,Martin Brest,NO
1991 (64th),Directing,Boyz N the Hood,John Singleton,NO
1991 (64th),Directing,Bugsy,Barry Levinson,NO
1991 (64th),Directing,JFK,Oliver Stone,NO
1991 (64th),Directing,Thelma & Louise,Ridley Scott,NO
1990 (63rd),Directing,"The Godfather, Part III",Francis Ford Coppola,NO
1990 (63rd),Directing,Good Fellas,Martin Scorsese,NO
1990 (63rd),Directing,The Grifters,Stephen Frears,NO
1990 (63rd),Directing,Reversal of Fortune,Barbet Schroeder,NO
1989 (62nd),Directing,Crimes and Misdemeanors,Woody Allen,NO
1989 (62nd),Directing,Dead Poets Society,Peter Weir,NO
1989 (62nd),Directing,Henry V,Kenneth Branagh,NO
1989 (62nd),Directing,My Left Foot,Jim Sheridan,NO
1988 (61st),Directing,A Fish Called Wanda,Charles Crichton,NO
1988 (61st),Directing,The Last Temptation of Christ,Martin Scorsese,NO
1988 (61st),Directing,Mississippi Burning,Alan Parker,NO
1988 (61st),Directing,Working Girl,Mike Nichols,NO
1987 (60th),Directing,Fatal Attraction,Adrian Lyne,NO
1987 (60th),Directing,Hope and Glory,John Boorman,NO
1987 (60th),Directing,Moonstruck,Norman Jewison,NO
1987 (60th),Directing,My Life as a Dog,Lasse Hallström,NO
1986 (59th),Directing,Blue Velvet,David Lynch,NO
1986 (59th),Directing,Hannah and Her Sisters,Woody Allen,NO
1986 (59th),Directing,The Mission,Roland Joffé,NO
1986 (59th),Directing,A Room with a View,James Ivory,NO
1985 (58th),Directing,Kiss of the Spider Woman,Hector Babenco,NO
1985 (58th),Directing,Prizzi's Honor,John Huston,NO
1985 (58th),Directing,Ran,Akira Kurosawa,NO
1985 (58th),Directing,Witness,Peter Weir,NO
1984 (57th),Directing,Broadway Danny Rose,Woody Allen,NO
1984 (57th),Directing,The Killing Fields,Roland Joffé,NO
1984 (57th),Directing,A Passage to India,David Lean,NO
1984 (57th),Directing,Places in the Heart,Robert Benton,NO
1983 (56th),Directing,The Dresser,Peter Yates,NO
1983 (56th),Directing,Fanny & Alexander,Ingmar Bergman,NO
1983 (56th),Directing,Silkwood,Mike Nichols,NO
1983 (56th),Directing,Tender Mercies,Bruce Beresford,NO
1982 (55th),Directing,Das Boot,Wolfgang Petersen,NO
1982 (55th),Directing,E.T. The Extra-Terrestrial,Steven Spielberg,NO
1982 (55th),Directing,Tootsie,Sydney Pollack,NO
1982 (55th),Directing,The Verdict,Sidney Lumet,NO
1981 (54th),Directing,Atlantic City,Louis Malle,NO
1981 (54th),Directing,Chariots of Fire,Hugh Hudson,NO
1981 (54th),Directing,On Golden Pond,Mark Rydell,NO
1981 (54th),Directing,Raiders of the Lost Ark,Steven Spielberg,NO
1980 (53rd),Directing,The Elephant Man,David Lynch,NO
1980 (53rd),Directing,Raging Bull,Martin Scorsese,NO
1980 (53rd),Directing,The Stunt Man,Richard Rush,NO
1980 (53rd),Directing,Tess,Roman Polanski,NO
1979 (52nd),Directing,All That Jazz,Bob Fosse,NO
1979 (52nd),Directing,Apocalypse Now,Francis Coppola,NO
1979 (52nd),Directing,Breaking Away,Peter Yates,NO
1979 (52nd),Directing,La Cage aux Folles,Edouard Molinaro,NO
1978 (51st),Directing,Coming Home,Hal Ashby,NO
1978 (51st),Directing,Heaven Can Wait,"Warren Beatty, Buck Henry",NO
1978 (51st),Directing,Interiors,Woody Allen,NO
1978 (51st),Directing,Midnight Express,Alan Parker,NO
1977 (50th),Directing,Close Encounters of the Third Kind,Steven Spielberg,NO
1977 (50th),Directing,Julia,Fred Zinnemann,NO
1977 (50th),Directing,Star Wars,George Lucas,NO
1977 (50th),Directing,The Turning Point,Herbert Ross,NO
1976 (49th),Directing,All the President's Men,Alan J. Pakula,NO
1976 (49th),Directing,Face to Face,Ingmar Bergman,NO
1976 (49th),Directing,Network,Sidney Lumet,NO
1976 (49th),Directing,Seven Beauties,Lina Wertmüller,NO
1975 (48th),Directing,Amarcord,Federico Fellini,NO
1975 (48th),Directing,Barry Lyndon,Stanley Kubrick,NO
1975 (48th),Directing,Dog Day Afternoon,Sidney Lumet,NO
1975 (48th),Directing,Nashville,Robert Altman,NO
1974 (47th),Directing,Chinatown,Roman Polanski,NO
1974 (47th),Directing,Day for Night,Francois Truffaut,NO
1974 (47th),Directing,Lenny,Bob Fosse,NO
1974 (47th),Directing,A Woman under the Influence,John Cassavetes,NO
1973 (46th),Directing,American Graffiti,George Lucas,NO
1973 (46th),Directing,Cries and Whispers,Ingmar Bergman,NO
1973 (46th),Directing,The Exorcist,William Friedkin,NO
1973 (46th),Directing,Last Tango in Paris,Bernardo Bertolucci,NO
1972 (45th),Directing,Deliverance,John Boorman,NO
1972 (45th),Directing,The Emigrants,Jan Troell,NO
1972 (45th),Directing,The Godfather,Francis Ford Coppola,NO
