Subject,SubjectId,Split,PA,AB,H,TB,BB,SF,HBP
PitcherId,608566,vs RHH,38,35,11,21,0,0,3
PitcherId,608638,vs LHH,7,6,1,1,1,0,0
PitcherId,608638,vs RHH,13,13,4,6,0,0,0
PitcherId,608648,vs LHH,28,26,5,7,1,0,0
PitcherId,608648,vs RHH,11,11,5,15,0,0,0
PitcherId,608665,vs LHH,40,40,10,11,0,0,0
PitcherId,608665,vs RHH,33,29,8,13,2,0,1
PitcherId,608678,vs LHH,6,4,0,0,2,0,0
PitcherId,608678,vs RHH,10,9,4,5,0,1,0
PitcherId,608718,vs LHH,17,16,8,9,1,0,0
PitcherId,608718,vs RHH,22,21,5,9,0,0,0
PitcherId,611093,vs LHH,8,7,2,2,1,0,0
PitcherId,611093,vs RHH,14,14,1,4,0,0,0
PitcherId,612672,vs LHH,9,8,4,4,0,0,1
PitcherId,612672,vs RHH,44,42,10,17,1,1,0
PitcherId,621052,vs LHH,39,36,9,14,3,0,0
PitcherId,621052,vs RHH,37,33,8,9,4,0,0
PitcherId,621199,vs LHH,10,9,3,4,1,0,0
PitcherId,621199,vs RHH,18,18,4,4,0,0,0
PitcherId,621219,vs LHH,3,3,0,0,0,0,0
PitcherId,621219,vs RHH,2,2,0,0,0,0,0
PitcherId,621242,vs LHH,12,12,4,6,0,0,0
PitcherId,621242,vs RHH,21,21,6,10,0,0,0
PitcherId,621244,vs LHH,34,28,6,12,6,0,0
PitcherId,621244,vs RHH,26,23,6,7,1,0,2
PitcherId,621294,vs LHH,6,5,1,1,1,0,0
PitcherId,621294,vs RHH,9,8,2,6,0,0,1
PitcherId,621295,vs LHH,6,5,1,1,1,0,0
PitcherId,621295,vs RHH,3,3,1,2,0,0,0
PitcherId,621381,vs LHH,2,2,2,3,0,0,0
PitcherId,621381,vs RHH,22,16,2,2,5,0,1
PitcherId,621389,vs LHH,23,21,2,2,1,0,0
PitcherId,621389,vs RHH,28,25,5,9,3,0,0
PitcherId,622072,vs LHH,8,7,0,0,1,0,0
PitcherId,622072,vs RHH,5,5,1,1,0,0,0
PitcherId,622097,vs LHH,21,19,4,11,2,0,0
PitcherId,622097,vs RHH,20,15,5,7,4,0,1
PitcherId,622663,vs LHH,17,11,3,3,5,0,1
PitcherId,622663,vs RHH,28,25,6,12,2,0,1
PitcherId,622795,vs LHH,3,3,1,2,0,0,0
PitcherId,622795,vs RHH,5,4,0,0,1,0,0
PitcherId,623395,vs LHH,16,13,3,4,3,0,0
PitcherId,623395,vs RHH,19,17,4,5,2,0,0
PitcherId,623406,vs LHH,5,5,2,2,0,0,0
PitcherId,623406,vs RHH,3,3,2,3,0,0,0
PitcherId,623430,vs LHH,14,12,5,7,2,0,0
PitcherId,623430,vs RHH,14,13,2,5,1,0,0
PitcherId,623439,vs LHH,9,9,5,6,0,0,0
PitcherId,623439,vs RHH,15,15,2,5,0,0,0
PitcherId,624586,vs LHH,13,9,1,1,2,0,1
PitcherId,624586,vs RHH,15,11,1,1,4,0,0
PitcherId,625643,vs LHH,22,18,3,7,4,0,0
PitcherId,625643,vs RHH,30,27,8,11,2,0,0
PitcherId,628317,vs LHH,40,35,12,20,4,0,1
PitcherId,628317,vs RHH,36,32,6,9,4,0,0
PitcherId,628333,vs LHH,8,8,4,5,0,0,0
PitcherId,628333,vs RHH,5,3,0,0,1,1,0
PitcherId,628452,vs LHH,13,12,5,11,1,0,0
PitcherId,628452,vs RHH,20,18,2,3,1,0,1
PitcherId,628711,vs LHH,7,6,2,3,0,0,0
PitcherId,628711,vs RHH,14,12,2,3,2,0,0
PitcherId,640455,vs LHH,13,12,3,4,0,0,1
PitcherId,640455,vs RHH,58,54,9,13,4,0,0
PitcherId,640463,vs LHH,35,31,10,17,4,0,0
PitcherId,640463,vs RHH,33,30,7,12,2,0,1
PitcherId,641490,vs LHH,1,1,0,0,0,0,0
PitcherId,641490,vs RHH,2,2,0,0,0,0,0
PitcherId,641627,vs LHH,3,3,1,1,0,0,0
PitcherId,641627,vs RHH,12,10,3,4,1,0,1
PitcherId,641771,vs LHH,31,27,10,13,2,1,0
PitcherId,641771,vs RHH,58,55,15,21,2,0,1
PitcherId,641838,vs LHH,17,14,4,8,3,0,0
PitcherId,641838,vs RHH,12,10,3,3,1,0,0
PitcherId,642229,vs LHH,24,23,7,13,1,0,0
PitcherId,642229,vs RHH,67,59,19,26,4,1,3
PitcherId,642239,vs LHH,2,2,0,0,0,0,0
PitcherId,642239,vs RHH,18,15,4,5,2,1,0
PitcherId,643230,vs LHH,7,4,1,1,3,0,0
PitcherId,643230,vs RHH,29,27,10,18,2,0,0
PitcherId,643297,vs LHH,8,8,1,1,0,0,0
PitcherId,643297,vs RHH,11,7,2,2,3,1,0
PitcherId,643327,vs LHH,20,18,2,4,1,0,0
PitcherId,643327,vs RHH,24,22,7,11,1,0,0
PitcherId,643354,vs LHH,13,10,0,0,2,0,0
PitcherId,643354,vs RHH,8,8,3,6,0,0,0
PitcherId,643355,vs LHH,11,11,3,4,0,0,0
PitcherId,643355,vs RHH,8,7,2,4,1,0,0
PitcherId,656186,vs LHH,8,7,1,1,0,0,1
PitcherId,656186,vs RHH,19,19,5,6,0,0,0
PitcherId,656546,vs LHH,18,16,4,5,2,0,0
PitcherId,656546,vs RHH,20,17,3,3,3,0,0
PitcherId,656547,vs LHH,6,5,1,2,0,1,0
PitcherId,656547,vs RHH,17,15,5,6,2,0,0
PitcherId,664641,vs LHH,10,10,2,3,0,0,0
PitcherId,664641,vs RHH,50,48,8,24,2,0,0
HitterId,112526,vs LHP,1,1,0,0,0,0,0
HitterId,112526,vs RHP,6,5,0,0,0,0,0
HitterId,120074,vs LHP,14,12,6,10,2,0,0
HitterId,120074,vs RHP,55,47,13,27,6,1,1
HitterId,134181,vs LHP,5,5,2,3,0,0,0
HitterId,134181,vs RHP,44,40,13,23,3,0,1
HitterId,136860,vs LHP,1,1,0,0,0,0,0
HitterId,136860,vs RHP,46,44,13,22,2,0,0
HitterId,150029,vs LHP,8,7,1,4,1,0,0
HitterId,150029,vs RHP,44,38,9,11,5,0,1
HitterId,285064,vs RHP,6,6,1,1,0,0,0
HitterId,400085,vs LHP,4,4,2,2,0,0,0
HitterId,400085,vs RHP,20,20,1,1,0,0,0
HitterId,400121,vs LHP,11,7,2,5,4,0,0
HitterId,400121,vs RHP,38,33,8,14,3,0,2
HitterId,400284,vs LHP,15,13,2,3,2,0,0
HitterId,400284,vs RHP,36,32,11,21,3,0,1
HitterId,405395,vs LHP,16,16,4,7,0,0,0
HitterId,405395,vs RHP,36,32,13,19,4,0,0
HitterId,407793,vs RHP,7,6,0,0,0,0,0
HitterId,407812,vs LHP,1,1,1,4,0,0,0
HitterId,407812,vs RHP,1,1,1,1,0,0,0
HitterId,407822,vs RHP,1,1,0,0,0,0,0
HitterId,407893,vs LHP,15,11,3,6,4,0,0
HitterId,407893,vs RHP,25,23,6,14,1,1,0
HitterId,408045,vs LHP,5,5,0,0,0,0,0
HitterId,408045,vs RHP,14,10,0,0,4,0,0
HitterId,408047,vs LHP,6,5,2,5,0,1,0
HitterId,408047,vs RHP,29,26,7,8,3,0,0
HitterId,408234,vs LHP,15,14,2,3,1,0,0
HitterId,408234,vs RHP,56,46,20,38,9,0,1
HitterId,408236,vs LHP,22,21,5,6,1,0,0
HitterId,408236,vs RHP,34,28,8,13,5,1,0
HitterId,408252,vs LHP,10,10,2,3,0,0,0
HitterId,408252,vs RHP,37,35,11,17,0,2,0
HitterId,408314,vs LHP,6,6,2,3,0,0,0
HitterId,408314,vs RHP,63,56,13,23,7,0,0
HitterId,424325,vs LHP,1,1,0,0,0,0,0
HitterId,424325,vs RHP,10,9,2,5,1,0,0
HitterId,424825,vs LHP,11,8,1,1,2,0,0
HitterId,424825,vs RHP,29,24,5,9,4,0,0
HitterId,425509,vs LHP,17,16,2,3,0,0,1
HitterId,425509,vs RHP,41,37,16,22,4,0,0
HitterId,425766,vs LHP,4,4,1,2,0,0,0
HitterId,425766,vs RHP,31,29,9,17,1,0,1
HitterId,425772,vs RHP,9,8,1,1,0,0,1
HitterId,425783,vs LHP,2,2,0,0,0,0,0
HitterId,425783,vs RHP,10,10,2,2,0,0,0
HitterId,425784,vs LHP,5,5,1,1,0,0,0
HitterId,425784,vs RHP,27,25,5,8,1,0,1
HitterId,425794,vs LHP,2,1,1,2,0,0,0
HitterId,425794,vs RHP,7,7,1,1,0,0,0
HitterId,425796,vs LHP,2,2,0,0,0,0,0
HitterId,425796,vs RHP,10,8,0,0,2,0,0
HitterId,425834,vs LHP,11,9,2,2,1,1,0
HitterId,425834,vs RHP,11,9,0,0,2,0,0
HitterId,425844,vs RHP,4,4,0,0,0,0,0
HitterId,425877,vs LHP,15,14,5,6,1,0,0
HitterId,425877,vs RHP,49,44,21,28,2,1,2
HitterId,425900,vs LHP,6,5,1,1,1,0,0
HitterId,425900,vs RHP,5,5,1,1,0,0,0
HitterId,429664,vs LHP,19,18,5,7,0,0,1
HitterId,429664,vs RHP,53,47,14,35,5,1,0
HitterId,429665,vs LHP,10,6,3,6,4,0,0
HitterId,429665,vs RHP,68,58,13,22,9,1,0
HitterId,429666,vs LHP,14,12,5,7,1,1,0
HitterId,429666,vs RHP,51,47,12,14,2,1,0
HitterId,429667,vs LHP,3,2,0,0,0,0,1
HitterId,429667,vs RHP,31,26,7,20,5,0,0
HitterId,429711,vs LHP,14,13,2,2,1,0,0
HitterId,429711,vs RHP,2,2,0,0,0,0,0
HitterId,429719,vs RHP,7,7,1,1,0,0,0
HitterId,429722,vs LHP,1,1,0,0,0,0,0
HitterId,429722,vs RHP,2,1,0,0,0,0,0
HitterId,430001,vs LHP,2,2,0,0,0,0,0
HitterId,430001,vs RHP,2,2,0,0,0,0,0
HitterId,430605,vs LHP,3,3,1,4,0,0,0
HitterId,430605,vs RHP,2,2,0,0,0,0,0
HitterId,430637,vs LHP,1,1,0,0,0,0,0
HitterId,430637,vs RHP,17,15,4,5,2,0,0
HitterId,430832,vs LHP,9,7,2,3,2,0,0
HitterId,430832,vs RHP,66,52,15,29,13,0,1
HitterId,430910,vs RHP,3,3,0,0,0,0,0
HitterId,430945,vs LHP,19,15,3,3,4,0,0
HitterId,430945,vs RHP,60,55,10,17,2,1,2
HitterId,430947,vs LHP,5,5,0,0,0,0,0
HitterId,430947,vs RHP,29,24,8,9,5,0,0
HitterId,431094,vs LHP,12,9,2,5,3,0,0
HitterId,431094,vs RHP,6,5,1,1,0,0,0
HitterId,431145,vs LHP,11,8,1,1,3,0,0
HitterId,431145,vs RHP,60,48,9,16,10,1,1
HitterId,431171,vs LHP,1,1,0,0,0,0,0
HitterId,433217,vs LHP,3,3,0,0,0,0,0
HitterId,433217,vs RHP,18,18,4,5,0,0,0
HitterId,434158,vs LHP,14,11,4,10,3,0,0
HitterId,434158,vs RHP,50,41,16,25,8,0,1
HitterId,434378,vs RHP,2,2,0,0,0,0,0
HitterId,434563,vs LHP,16,16,6,7,0,0,0
HitterId,434563,vs RHP,8,7,2,3,1,0,0
HitterId,434628,vs RHP,3,3,1,1,0,0,0
HitterId,434636,vs LHP,23,21,4,7,1,1,0
HitterId,434636,vs RHP,46,41,14,17,5,0,0
HitterId,434658,vs LHP,15,13,1,1,2,0,0
HitterId,434658,vs RHP,22,21,4,4,1,0,0
HitterId,434670,vs LHP,10,9,3,9,1,0,0
HitterId,434670,vs RHP,53,45,13,26,8,0,0
HitterId,434778,vs LHP,24,23,12,21,1,0,0
HitterId,434778,vs RHP,44,42,8,13,0,1,1
HitterId,435062,vs LHP,30,27,3,4,2,0,1
HitterId,435062,vs RHP,26,26,5,7,0,0,0
HitterId,435063,vs LHP,18,15,2,2,3,0,0
HitterId,435063,vs RHP,43,35,6,11,6,1,1
HitterId,435064,vs LHP,4,4,0,0,0,0,0
HitterId,435064,vs RHP,19,19,4,7,0,0,0
HitterId,435079,vs LHP,7,3,1,1,4,0,0
HitterId,435079,vs RHP,50,47,17,26,2,0,1
HitterId,435221,vs LHP,2,1,0,0,1,0,0
HitterId,435263,vs LHP,14,13,4,4,1,0,0
HitterId,435263,vs RHP,27,24,8,13,3,0,0
HitterId,435559,vs LHP,8,8,0,0,0,0,0
HitterId,435559,vs RHP,10,8,0,0,2,0,0
HitterId,435622,vs LHP,4,3,2,2,1,0,0
HitterId,435622,vs RHP,45,44,9,9,1,0,0
HitterId,443558,vs LHP,14,11,4,16,3,0,0
HitterId,443558,vs RHP,52,48,13,21,4,0,0
HitterId,444379,vs LHP,3,2,0,0,1,0,0
HitterId,444379,vs RHP,38,34,12,27,4,0,0
HitterId,444432,vs LHP,17,15,1,1,2,0,0
HitterId,444432,vs RHP,47,45,18,37,2,0,0
HitterId,444489,vs LHP,6,6,0,0,0,0,0
HitterId,444489,vs RHP,17,16,4,8,1,0,0
HitterId,444843,vs LHP,1,1,0,0,0,0,0
HitterId,444843,vs RHP,17,15,5,9,2,0,0
HitterId,444876,vs LHP,15,13,3,6,1,1,0
HitterId,444876,vs RHP,44,43,7,14,0,0,1
HitterId,445055,vs LHP,17,15,4,4,0,0,1
HitterId,445055,vs RHP,31,29,8,11,1,0,1
HitterId,445988,vs LHP,4,4,2,3,0,0,0
HitterId,445988,vs RHP,46,43,10,17,2,0,1
HitterId,446192,vs RHP,4,4,0,0,0,0,0
HitterId,446263,vs LHP,5,5,3,4,0,0,0
HitterId,446263,vs RHP,22,18,2,3,4,0,0
HitterId,446308,vs LHP,14,13,5,10,1,0,0
HitterId,446308,vs RHP,42,36,8,14,4,0,1
HitterId,446334,vs LHP,20,19,3,4,0,1,0
HitterId,446334,vs RHP,50,47,15,34,3,0,0
HitterId,446381,vs LHP,2,2,0,0,0,0,0
HitterId,446381,vs RHP,12,9,3,3,2,0,0
HitterId,446386,vs LHP,11,10,4,5,1,0,0
HitterId,446386,vs RHP,6,5,2,3,0,0,1
HitterId,446481,vs LHP,8,8,2,2,0,0,0
HitterId,446481,vs RHP,61,54,18,35,5,1,1
HitterId,446653,vs LHP,1,0,0,0,0,0,0
HitterId,446653,vs RHP,12,11,4,5,0,1,0
HitterId,448179,vs LHP,2,2,0,0,0,0,0
HitterId,448179,vs RHP,3,3,0,0,0,0,0
HitterId,448306,vs RHP,2,2,1,1,0,0,0
HitterId,448602,vs LHP,3,3,0,0,0,0,0
HitterId,448602,vs RHP,3,2,1,4,0,0,1
HitterId,448801,vs LHP,27,26,6,7,1,0,0
HitterId,448801,vs RHP,47,40,7,11,7,0,0
HitterId,448802,vs RHP,1,1,0,0,0,0,0
HitterId,449181,vs LHP,14,13,5,10,1,0,0
HitterId,449181,vs RHP,39,36,13,17,1,0,2
HitterId,450314,vs LHP,4,4,2,3,0,0,0
HitterId,450314,vs RHP,49,39,11,23,10,0,0
HitterId,451594,vs LHP,3,3,1,1,0,0,0
HitterId,451594,vs RHP,53,42,13,20,10,0,1
HitterId,451705,vs RHP,2,2,0,0,0,0,0
HitterId,452095,vs LHP,11,10,4,5,0,1,0
HitterId,452095,vs RHP,30,28,6,11,1,1,0
HitterId,452104,vs LHP,24,21,6,7,2,0,1
HitterId,452104,vs RHP,22,19,3,5,2,0,1
HitterId,452220,vs LHP,9,8,0,0,1,0,0
HitterId,452220,vs RHP,34,27,9,15,5,1,1
HitterId,452234,vs LHP,2,2,1,1,0,0,0
HitterId,452234,vs RHP,43,33,4,11,8,1,1
HitterId,452252,vs LHP,7,6,2,2,1,0,0
HitterId,452252,vs RHP,40,38,11,13,2,0,0
HitterId,452254,vs LHP,23,22,3,4,1,0,0
HitterId,452254,vs RHP,47,42,13,20,5,0,0
HitterId,452655,vs LHP,15,15,2,2,0,0,0
HitterId,452655,vs RHP,37,30,14,20,7,0,0
HitterId,452657,vs LHP,1,0,0,0,1,0,0
HitterId,452657,vs RHP,7,7,2,3,0,0,0
HitterId,452672,vs LHP,3,3,1,1,0,0,0
HitterId,452678,vs LHP,6,5,2,2,1,0,0
HitterId,452678,vs RHP,62,53,16,30,9,0,0
HitterId,453056,vs LHP,31,28,8,9,3,0,0
HitterId,453056,vs RHP,32,26,4,4,5,0,0
HitterId,453064,vs LHP,8,7,1,2,1,0,0
HitterId,453064,vs RHP,63,60,14,22,3,0,0
HitterId,453203,vs LHP,10,10,2,3,0,0,0
HitterId,453203,vs RHP,2,2,0,0,0,0,0
HitterId,453211,vs LHP,10,8,1,1,2,0,0
HitterId,453211,vs RHP,2,1,0,0,0,0,1
HitterId,453281,vs RHP,1,1,0,0,0,0,0
HitterId,453286,vs LHP,1,1,1,1,0,0,0
HitterId,453286,vs RHP,8,6,2,2,0,0,0
HitterId,453385,vs LHP,2,1,0,0,0,0,0
HitterId,453385,vs RHP,5,5,0,0,0,0,0
HitterId,453400,vs LHP,1,1,0,0,0,0,0
HitterId,453400,vs RHP,9,9,2,2,0,0,0
HitterId,453562,vs RHP,7,7,1,1,0,0,0
HitterId,453568,vs LHP,27,26,9,11,1,0,0
HitterId,453568,vs RHP,46,41,15,26,4,1,0
HitterId,453923,vs RHP,1,1,0,0,0,0,0
HitterId,453943,vs LHP,17,17,6,10,0,0,0
HitterId,453943,vs RHP,53,48,14,27,4,1,0
HitterId,454560,vs LHP,2,2,0,0,0,0,0
HitterId,454560,vs RHP,9,8,6,7,1,0,0
HitterId,454975,vs LHP,4,4,2,2,0,0,0
HitterId,454975,vs RHP,29,29,6,8,0,0,0
HitterId,455104,vs LHP,5,4,0,0,1,0,0
HitterId,455104,vs RHP,1,1,0,0,0,0,0
HitterId,455117,vs LHP,14,13,6,10,1,0,0
HitterId,455117,vs RHP,24,18,2,2,6,0,0
HitterId,455139,vs LHP,2,2,1,2,0,0,0
HitterId,455139,vs RHP,11,9,4,9,2,0,0
HitterId,455759,vs LHP,14,14,3,3,0,0,0
HitterId,455759,vs RHP,16,15,3,4,0,0,1
HitterId,455976,vs LHP,18,16,3,3,1,0,1
HitterId,455976,vs RHP,38,32,9,13,5,0,1
HitterId,456030,vs LHP,10,9,1,1,1,0,0
HitterId,456030,vs RHP,62,59,14,22,3,0,0
HitterId,456078,vs LHP,9,7,1,1,2,0,0
HitterId,456078,vs RHP,39,35,8,12,3,0,1
HitterId,456422,vs LHP,3,2,1,1,1,0,0
HitterId,456422,vs RHP,32,27,7,7,3,1,0
HitterId,456488,vs LHP,18,18,5,8,0,0,0
HitterId,456488,vs RHP,27,25,9,10,2,0,0
HitterId,456501,vs LHP,2,2,0,0,0,0,0
HitterId,456501,vs RHP,7,5,1,1,0,1,0
HitterId,456714,vs LHP,25,22,8,13,2,1,0
HitterId,456714,vs RHP,7,7,2,2,0,0,0
HitterId,456781,vs LHP,8,8,2,3,0,0,0
HitterId,456781,vs RHP,15,14,3,7,1,0,0
HitterId,457454,vs LHP,9,9,1,1,0,0,0
HitterId,457454,vs RHP,18,15,1,1,2,1,0
HitterId,457477,vs LHP,4,4,0,0,0,0,0
HitterId,457477,vs RHP,17,14,4,4,3,0,0
HitterId,457705,vs LHP,10,8,2,4,2,0,0
HitterId,457705,vs RHP,68,60,20,34,7,1,0
HitterId,457708,vs LHP,14,12,3,7,2,0,0
HitterId,457708,vs RHP,55,47,16,43,8,0,0
HitterId,457727,vs LHP,10,9,3,9,1,0,0
HitterId,457727,vs RHP,55,49,15,18,5,0,1
HitterId,457759,vs LHP,31,29,8,11,2,0,0
HitterId,457759,vs RHP,34,29,10,13,2,2,1
HitterId,457763,vs LHP,23,21,8,11,2,0,0
HitterId,457763,vs RHP,47,41,11,16,5,1,0
HitterId,457787,vs LHP,11,10,2,5,1,0,0
HitterId,457787,vs RHP,42,35,5,12,4,1,0
HitterId,457803,vs LHP,13,12,3,3,1,0,0
HitterId,457803,vs RHP,30,27,9,22,3,0,0
HitterId,458015,vs LHP,20,20,6,12,0,0,0
HitterId,458015,vs RHP,56,48,20,36,8,0,0
HitterId,458085,vs LHP,7,5,1,1,2,0,0
HitterId,458085,vs RHP,35,28,10,17,7,0,0
HitterId,458675,vs LHP,1,1,0,0,0,0,0
HitterId,458675,vs RHP,6,5,0,0,1,0,0
HitterId,458731,vs LHP,42,36,8,13,2,0,2
HitterId,458731,vs RHP,35,29,10,12,6,0,0
HitterId,458913,vs RHP,1,1,0,0,0,0,0
HitterId,459431,vs LHP,6,6,1,1,0,0,0
HitterId,459431,vs RHP,36,29,4,8,7,0,0
HitterId,459964,vs LHP,5,5,1,1,0,0,0
HitterId,459964,vs RHP,37,27,4,7,9,0,1
HitterId,460026,vs LHP,12,12,5,6,0,0,0
HitterId,460026,vs RHP,8,8,1,1,0,0,0
HitterId,460060,vs LHP,2,2,0,0,0,0,0
HitterId,460060,vs RHP,28,25,6,6,3,0,0
HitterId,460075,vs LHP,14,14,4,6,0,0,0
HitterId,460075,vs RHP,33,33,10,20,0,0,0
HitterId,460077,vs LHP,5,5,1,3,0,0,0
HitterId,460077,vs RHP,17,16,6,6,1,0,0
HitterId,460086,vs LHP,14,12,3,6,2,0,0
HitterId,460086,vs RHP,42,40,10,17,2,0,0
HitterId,460099,vs LHP,7,7,0,0,0,0,0
HitterId,460269,vs LHP,4,3,1,1,0,0,0
HitterId,460269,vs RHP,4,4,0,0,0,0,0
HitterId,460576,vs LHP,4,4,2,2,0,0,0
HitterId,460576,vs RHP,50,47,17,32,2,0,1
HitterId,461235,vs LHP,16,16,2,2,0,0,0
HitterId,461235,vs RHP,41,36,4,11,4,1,0
HitterId,461314,vs LHP,18,15,4,11,2,0,1
HitterId,461314,vs RHP,39,35,10,19,3,1,0
HitterId,461829,vs RHP,5,5,1,2,0,0,0
HitterId,461865,vs LHP,8,8,4,4,0,0,0
HitterId,461865,vs RHP,28,28,4,8,0,0,0
HitterId,462101,vs LHP,6,3,1,1,2,0,1
HitterId,462101,vs RHP,41,38,15,27,2,0,0
HitterId,463610,vs LHP,15,14,2,2,1,0,0
HitterId,463610,vs RHP,8,8,0,0,0,0,0
HitterId,465041,vs LHP,4,4,1,1,0,0,0
HitterId,465041,vs RHP,42,37,11,18,5,0,0
HitterId,465753,vs LHP,4,4,1,2,0,0,0
HitterId,465753,vs RHP,18,17,3,5,1,0,0
HitterId,466320,vs LHP,15,13,3,4,2,0,0
HitterId,466320,vs RHP,56,54,17,35,2,0,0
HitterId,466988,vs LHP,1,1,1,1,0,0,0
HitterId,466988,vs RHP,6,6,3,3,0,0,0
HitterId,467092,vs LHP,7,7,5,8,0,0,0
HitterId,467092,vs RHP,25,25,6,8,0,0,0
HitterId,467100,vs LHP,2,2,0,0,0,0,0
HitterId,467100,vs RHP,2,2,0,0,0,0,0
HitterId,467793,vs LHP,21,19,7,11,2,0,0
HitterId,467793,vs RHP,49,41,17,33,8,0,0
HitterId,467827,vs LHP,9,9,1,1,0,0,0
HitterId,467827,vs RHP,22,22,6,11,0,0,0
HitterId,471083,vs LHP,3,3,0,0,0,0,0
HitterId,471083,vs RHP,31,27,8,14,4,0,0
HitterId,471865,vs LHP,23,21,5,6,1,0,1
HitterId,471865,vs RHP,41,37,11,14,4,0,0
HitterId,473724,vs LHP,1,1,0,0,0,0,0
HitterId,474319,vs LHP,3,3,2,6,0,0,0
HitterId,474443,vs LHP,9,6,1,2,3,0,0
HitterId,474443,vs RHP,26,24,10,11,1,0,0
HitterId,474463,vs LHP,1,1,0,0,0,0,0
HitterId,474463,vs RHP,1,1,0,0,0,0,0
HitterId,474568,vs LHP,9,7,2,2,2,0,0
HitterId,474568,vs RHP,29,29,6,9,0,0,0
HitterId,474832,vs LHP,31,26,8,14,4,0,1
HitterId,474832,vs RHP,39,30,9,18,9,0,0
HitterId,474892,vs LHP,17,15,1,1,2,0,0
HitterId,474892,vs RHP,51,46,12,34,5,0,0
HitterId,475174,vs LHP,9,9,5,8,0,0,0
HitterId,475174,vs RHP,50,44,8,11,6,0,0
HitterId,475243,vs RHP,2,2,0,0,0,0,0
HitterId,475247,vs RHP,1,1,0,0,0,0,0
HitterId,475253,vs LHP,4,4,0,0,0,0,0
HitterId,475253,vs RHP,11,6,1,1,4,0,1
HitterId,475582,vs LHP,13,12,4,5,1,0,0
HitterId,475582,vs RHP,30,28,6,10,1,0,1
HitterId,476451,vs LHP,2,2,1,1,0,0,0
HitterId,476451,vs RHP,5,5,1,1,0,0,0
HitterId,476883,vs RHP,30,25,5,12,5,0,0
HitterId,477132,vs LHP,3,3,0,0,0,0,0
HitterId,477132,vs RHP,3,1,1,1,0,0,0
HitterId,477165,vs LHP,3,3,0,0,0,0,0
HitterId,477165,vs RHP,4,4,0,0,0,0,0
HitterId,485567,vs LHP,8,8,0,0,0,0,0
HitterId,485567,vs RHP,33,27,12,15,3,1,0
HitterId,488671,vs LHP,5,4,1,1,1,0,0
HitterId,488671,vs RHP,23,16,2,5,7,0,0
HitterId,488721,vs LHP,1,1,0,0,0,0,0
HitterId,488721,vs RHP,3,3,1,1,0,0,0
HitterId,488768,vs RHP,4,4,1,1,0,0,0
HitterId,488771,vs LHP,6,6,0,0,0,0,0
HitterId,488771,vs RHP,27,24,5,5,2,0,0
HitterId,488810,vs LHP,1,0,0,0,0,1,0
HitterId,488810,vs RHP,1,1,0,0,0,0,0
HitterId,488818,vs LHP,1,1,0,0,0,0,0
HitterId,488862,vs LHP,18,17,3,5,1,0,0
HitterId,488862,vs RHP,39,36,8,12,2,1,0
HitterId,488912,vs LHP,3,3,2,3,0,0,0
HitterId,488912,vs RHP,15,13,1,1,1,0,0
HitterId,489232,vs LHP,5,5,1,2,0,0,0
HitterId,489232,vs RHP,16,13,4,7,2,0,1
HitterId,489267,vs LHP,11,10,2,8,1,0,0
HitterId,489267,vs RHP,16,14,5,11,0,2,0
HitterId,489305,vs RHP,10,9,0,0,0,0,1
HitterId,489365,vs RHP,2,2,2,2,0,0,0
HitterId,490063,vs LHP,2,2,0,0,0,0,0
HitterId,491676,vs LHP,23,21,3,5,2,0,0
HitterId,491676,vs RHP,4,4,1,1,0,0,0
HitterId,491696,vs LHP,2,2,2,6,0,0,0
HitterId,491696,vs RHP,9,7,4,5,0,0,2
HitterId,492802,vs LHP,1,1,0,0,0,0,0
HitterId,492802,vs RHP,9,9,1,2,0,0,0
HitterId,492841,vs LHP,4,4,0,0,0,0,0
HitterId,492841,vs RHP,7,7,1,1,0,0,0
HitterId,493114,vs LHP,4,3,3,4,1,0,0
HitterId,493114,vs RHP,46,42,15,22,4,0,0
HitterId,493128,vs LHP,6,4,0,0,2,0,0
HitterId,493128,vs RHP,16,13,5,6,2,0,1
HitterId,493193,vs LHP,10,10,2,3,0,0,0
HitterId,493193,vs RHP,8,8,0,0,0,0,0
HitterId,493200,vs LHP,1,1,0,0,0,0,0
HitterId,493316,vs LHP,6,6,2,2,0,0,0
HitterId,493316,vs RHP,62,53,11,18,6,0,3
HitterId,493329,vs LHP,16,16,1,1,0,0,0
HitterId,493329,vs RHP,46,43,9,12,2,0,1
HitterId,493351,vs LHP,13,13,6,6,0,0,0
HitterId,493351,vs RHP,34,31,5,7,3,0,0
HitterId,493472,vs LHP,8,7,3,3,1,0,0
HitterId,493472,vs RHP,6,5,0,0,1,0,0
HitterId,493596,vs LHP,9,7,0,0,0,2,0
HitterId,493596,vs RHP,12,10,3,5,2,0,0
HitterId,500208,vs LHP,9,9,3,4,0,0,0
HitterId,500208,vs RHP,21,19,6,7,1,0,1
HitterId,500743,vs LHP,1,1,0,0,0,0,0
HitterId,500743,vs RHP,11,8,2,3,2,0,0
HitterId,500871,vs LHP,22,22,2,2,0,0,0
HitterId,500871,vs RHP,24,18,3,6,5,0,1
HitterId,500874,vs LHP,10,10,6,7,0,0,0
HitterId,500874,vs RHP,5,3,0,0,2,0,0
HitterId,500887,vs RHP,6,5,0,0,1,0,0
HitterId,501303,vs LHP,11,11,2,2,0,0,0
HitterId,501303,vs RHP,10,9,1,4,0,0,0
