Country / territory of asylum/residence,Year,Value
Italy,2018,355655453045530503552555251014540255455801070101553515103601510105401901752304151052010063545955306502553053055520703551010205205156523514010356901801301065101201302010101055354010536515101585513058058035951510952020202015101051515102801955853510705514035185101959051051535755
Japan,2002,33311111741525141213411211161
Japan,2003,11282133181311131141224111132111513141
Japan,2004,14211112134156211711235115131222112
Japan,2005,2072212012611212932411281132218224
Japan,2006,166213233721115121111121162111621131111335
Japan,2007,3521111121311111512132211514211112211213311225
Japan,2008,1112131108251211211111801611111111215216113141215211111979631581
Japan,2009,131111138082426311323213113312252131122173410124271114711216314332412132
Japan,2010,11381524111616911814123311341121114611223224115114311292813917221115113371911221511215912
Japan,2011,16111281725332311171726213221413661132172352666193722711202124128202342511114612
Japan,2012,729218413522213518421555311311130112311111725113114164411018114111123211412118131112324512121530521
Japan,2013,114314214331317151111843565541344165612061215430251281114331241913335141241217320256531416213731611626101213324151421613921231381120
Japan,2014,5856455632317422450113514211172381291111311732122616325112411319258221415794112115424131158321195971231321031731112116124226119389121724510974121
Japan,2015,118111781184311211221221743117731211362111112128813241215393675288521413164232211411113112169381115822722621122301115
Japan,2016,133751765341048175917137110122313713941113557077919762211256511643151211161011267117182761781133121116111452621223411533111119015520112381112761261023012515182253
Japan,2017,******33*56***6***127**86*35798*8*****1056280**8*3511*8*1966140**1018285969**8*2626**5**105*2301866**7133***6085*735216****136***126*137***92*9***537**6*3361*327**277*1313155519112**10*7**
Japan,2018,*43*154742**614024***6*7412*106*3780*****1728**31*1777139*1643*75577*5753536**14264****10798*
Latvia,2003,12
Latvia,2005,17
Latvia,2006,111
Latvia,2007,111
Latvia,2008,3131
Latvia,2009,121113
Latvia,2010,51119121121
Latvia,2011,1410422131111111
Latvia,2012,2342213112155115203
Latvia,2013,118310113011484212
Latvia,2014,58131103413124712213146167
Latvia,2015,71135159519
Latvia,2016,241141481212122415151517169
Latvia,2017,****5*****6*8****5****
Latvia,2018,5*************
Liechtenstein,1999,1383225623
Liechtenstein,2000,21
Liechtenstein,2001,19115181324331
Liechtenstein,2002,1111541114
Liechtenstein,2003,114411122327223
Liechtenstein,2004,1112211152
Liechtenstein,2005,41111311311214
Liechtenstein,2006,12211112
Liechtenstein,2007,1113
Liechtenstein,2008,21141
Liechtenstein,2009,51111711163
Liechtenstein,2010,13323212
Liechtenstein,2011,12111122
Liechtenstein,2012,2113311151
Liechtenstein,2013,25222118111101
Liechtenstein,2014,42121111
Liechtenstein,2015,11141113132111122171111
Liechtenstein,2016,6112112211111211
Liechtenstein,2017,****7******6*****11**
Liechtenstein,2018,5******13*
Lithuania,2004,13121461
Lithuania,2005,1211811
Lithuania,2006,3212113141111
Lithuania,2007,2933112121283
Lithuania,2008,111132111261413
Lithuania,2009,2611413
Lithuania,2010,1116116521471061
Lithuania,2011,122256414213225171230311123
Lithuania,2012,13141211191612121117218141
Lithuania,2013,21821312411125154
Lithuania,2014,111111431411621115281219211
Lithuania,2015,1114135213142321938136
Lithuania,2016,1112113151211113463
Lithuania,2017,*4010***401013****68***7*499*****
Lithuania,2018,23**5***5***7**511*****
Luxembourg,1999,56211192141212261131212121273428111
Luxembourg,2000,313111142134113111126121232151228811111059142
Luxembourg,2001,111733111161111011141101164103351211258591124771369
Luxembourg,2002,111432213451145322322812128041612112128131151844634432184148123312123201
Luxembourg,2003,42211116121141113212311011121111111783354443831112145114211291483282311311421323138124354121111121412181111
Luxembourg,2004,141429133152114272344231416181412393141241311116738111110217111612581171152312123963440131454721112211
Luxembourg,2005,21111619134311214231191216321321123212211335111314237121131231241111124511111121115111762323
Luxembourg,2006,21111111112122116221141116236311111111151112921111311811
Luxembourg,2007,112121611221211123331212112111111115211111641
Luxembourg,2008,31231211111112121111166111114421311616113
Luxembourg,2009,1151111221011311112411512121225111181211111311231144111211441
Luxembourg,2010,313321115923161441121112141212311912212115231112211
Luxembourg,2011,6112413601111311241113123143112236411102837635421168313171102187111514131118113111111221100
Luxembourg,2012,12112129481571111115014111911111221411315262101321161689112111011157113214111126162101114
Luxembourg,2013,1165193341215111913481212175131111661311732121161211211311621111116115115611181122133
Luxembourg,2014,131111125331265111111194122422610111315213232374132511102615123139111114821171112
Luxembourg,2015,511111121219111114152162772152714121281131014131611343375114111141111115611123122112
Luxembourg,2016,461121132311111262611319231115211212922544111041214121119432510253172313114322571171514162642110148112195433
Luxembourg,2017,5***1321****162517****156*14**11**16*491027**11*****8****10*5313****27******7*1422***25518*5***8*65**12**6*11**5**5*13**51917********11*12**1517****
Luxembourg,2018,108520155155*520*2551012*5235*206*9*25515*10*
Malta,2003,7263911654411122112161612
Malta,2004,1511771111554758011233341274227171148512214
Malta,2005,11211173819112121141321371224611282426216347412511345144
Malta,2006,3115151151321318211145112135924251511414541142131363221111
Malta,2007,91942427322911213323111141526114122113857631417117411552611132
Malta,2008,11121523111282177201221914216131822122116121210913191533045341013128415012173
Malta,2009,23061124121121915223112014782216104112426151821211
Malta,2010,32229111111221143112
Malta,2011,2112152452418154633234410
Malta,2012,1311781115220121312411110150152370475
Malta,2013,2119321511176412211123202691137381966111422814712211126
Malta,2014,1215171371861591121442568213431702211811151515112251303512
Malta,2015,674311157411211261873614111621818018181882131126726221011121114
Malta,2016,251313062611114238382127294234163145112327114131171175012311317
Malta,2017,**5**28*31**6******8*****26******13****36**1228*42**21****6*****5**
Malta,2018,**5*5***13**266***33*23******5***510****11*23**636**10***30**619*18*287******
Montenegro,2005,1
Montenegro,2006,5
Montenegro,2007,1
Montenegro,2008,1111
Montenegro,2009,521
Montenegro,2010,322
Montenegro,2011,31754911118241513111
Montenegro,2012,18695111233191295927191135121769214114601114530114
Montenegro,2013,80411215111213253251131119728177116834749175251083717234831119
Montenegro,2014,142414122134121394211111112588442143411549327
Montenegro,2015,3427911153711111311414112721812115111241715101221
Montenegro,2016,227241391811231103165
Montenegro,2017,*46*15****5***13*28**7*73****7*
Montenegro,2018,*9559****49****808*1219810******869***7*94338*
Netherlands,1999,53142211281341713622011356417251623028375335212291306172275122013211213550161148827131322215213311822111117351961261931435131395024291261811085112161818111529851110421129713311312811159418031291441221392322732141712633137311148431181192168111468181420411044154212268110144881472372332112513131610844482212611383122072053332990245153792211019102051112529053415231516105332111217716522313213813325615258119711161123773631406228634918128109616781874575610821102243875427029
Netherlands,2000,362445214276838021263926016210319621214370218746282296521104498162121811325108273222232212085143352251912123189184593115974753123820419078205261183100153051244921015412111136811171551101035174601015610714392610912181603281536333922811063440771621111131213341669136231322733110898123431256461018817731827011144121348237641149120416549821968515272251244334611218152655101230287911039127341223151120215611691151208228613821324824217115161
Netherlands,2001,18554194576112518117524108251131084104883102221521392144138513513223824161263112163233411956453261412911350211542399595532219201461332354123116371105710635211177241983422996491211521221954698412844146935621174424102373941114351714233115339227470205241876516101520312036939921439211712211924275811663195911413275411154811789193121314165121615718413112121172211984157151417222571211232913181143331041783389425751216533135131945244912227
Netherlands,2002,210011819814512592115533765141211312422105117132313181464612236126945149232221411432264410524111164427111211824887124749151576021391213421611911833915520634861133110834104105232714225646381159103281212147295221734491622241523146442182455929756206513331932031428336217401715423179158235313114211203172949255110322324142536132311202241413174186127122682424122711123942251
Netherlands,2003,96199222978543141112424251411829164221215311122112011823111273712312111122190103016111513516492639142148413222115226428276841237121432015653881232316426512265141155511131036235113513233114148185161106139231116125711419421161697312333112249411181535457120116101212611191131125185211321911412444241416314215
Netherlands,2004,31122771312424651212174339192201113112762647122211223521021089111711232051239271784753180729516217191932313148215418139111038125228271191063162411121167104231528132423323110352111214367311142111121153222113202536261521701211126415513131412922323179891211444112
Netherlands,2005,391311177127322312331719401242828152511916111111152114181118113933811101340111513352744117926542421321611242213112512412461271116123512219125231301530171217114113721422421166129129142414264714511038125136115534119235532942117112524451114351611817110275349112131112123821310721011223122616172221
Netherlands,2006,6012983011133112127173133317154511148371113123735785842074183741113224431113610531494113512291821113912874213233421224124228141321415322117132630423472771117261217131925171229212328912114411111891215428311154241195412016121843211611416211092281137131538331681114230276151111834126611713136122981
Netherlands,2007,7961315112216134132210283261167113116518116111282241072112112001231251092319144263741722212312967711032701118212623349291615522232288633614352311422653114164213124143211101313921015101111141116162168287112884615131311216112216610691
Netherlands,2008,581587166431141147254142117313177121371122322222223293102131241152111832191018415221210489931411221191711836555973264171311355612131232272187823201441111317199161141231611261132211011971871629391523810281133121415143356152821415262
Netherlands,2009,9412142102910420621165200963175711151991051624130114821823251211214173211351315212328197323311121132184114311545140227319571113661886774241245611211631526251814143141194374914210451211711294771411153131951422411101945631339391352158143556621117425161585414132352514
Netherlands,2010,27912271792614216641512911431272266193610711212389012135511111113242222121219724234836618420721242112171112131115128282212323044142251105521392232221193961838134617131561130224227127935111910684114116262156164114813830211231018214536916132220210310462862111211554948113314111111099161520151361534411511992429128
Netherlands,2011,3116168418113013319533882417281111534137387815911151813010216211131050163141161211324826334158641184302311199321423492414279241410218161132412791853068119211021132911526172621124125632715776311548221282262451313343103119422258291312246116120811244523128231112365011117151111228117691050209161418146
Netherlands,2012,6111883498910231148515148211101918111861141173311191211851171121743134810232816684614141151082161339876731223414211191398492132571247213182231233122281129181412011118464126115254447268981322813523621901110112339145789154712144263117310269121185134259912111137883724111
Netherlands,2013,121151411411223910301454218213115131773453142163816310148212131116821222128811165214101517426211382115156151314357132772517114235125344271062211861525148121561131322417210711041935391378111114113181263116548214791713881422361151413214101113166517377611130814335625421484137116111052535145165111721967461412
Netherlands,2014,2164131543922311032529240515117122321513210131574131151153858517125443221529941131141345163711918181111233911711330885133395452311153620140238171289528424255153949748191426141541927113193242311171127111121112710211432121112711421252121423261312212322593443173
Netherlands,2015,660142158121025142402114414091127375711412199217641105523123591011098141252522632317015142512018843615104105371113010527714154535134298341131662215885217111614452311439115612141481155110101219241351331455201224406373501217113313831051621711520121455213123411121248827307314193412063351361163332157
Netherlands,2016,1521343494112236361103234202563621239871122773727042115114181898515725231121621982111164189336232510512673416564511444399111031114341219192732812144139371152962231711542132551323211283520610452149624113215301076561401029413229168111259462165711136522453132612113135131426251127114613348191711318
Netherlands,2017,10***35515527*1856110*139755910**2012255*****510*2032*161310801016610*515552678512*5*156201038530*1185156*5*75751061160720152*10**105115255514*52510255514075805515220513105*481555*513***5*10563053230655105051555315710*385735**50*3540755*7*20*207300520515*101019101015195*30*3555*21435345*5*513402492*2930*5
Netherlands,2018,29208202251225193527442919136118103353413366610152126181064985231091314986591769351088118141816632753143690124864061016995105727148942200810190471206625610356221924681315555254816139393277164652166365910851882342923565105111689547
New Zealand,2000,1026112191113163712111331121215241551215313293413
New Zealand,2001,110141211821341154331112212461181161125135151011221102512181439115104113857111122122913116
New Zealand,2002,1621111195181131111112122432228292112122117813211111111121111112511131124113121139
New Zealand,2003,1141314119181434141221221113321323811131612475111192191011111113111393
New Zealand,2004,1841412111151116516112121112141141112311111028211514439161
New Zealand,2005,51241731514124112231411111311111224211112121111126
New Zealand,2006,11522473232421211521431213311111112
New Zealand,2007,117113311112321111111314214141211121
New Zealand,2008,4122111161211114731131212111111211114213114
New Zealand,2009,13421117121311164111101232819141114115134
New Zealand,2010,11417141122114113211121111342143111
New Zealand,2011,4211112223111111111152214611113111213223
New Zealand,2012,212131312111328111410112811111611611
New Zealand,2013,11114512314112661511431312814311211121731
New Zealand,2014,51111131511142132212411131111235131211131311
New Zealand,2015,1111112511111131121511211013172311221341164713374122311
New Zealand,2016,51131351321712461212393111131227111121112211
New Zealand,2017,***************6613***7******8656**********
New Zealand,2018,***65****7***559*10**************17********
Norway,1999,1218331322382812653268851228357124131231111911221551141561184261284619191112145601311211243791231152123321241711291243431162731871763913714201111111041133314234991119156132651819161132922
Norway,2000,31423811669473275712131135563212041115191342765114445836454455182972718591191146142692313114561664259241211763291111264712031218378372716105112133945642316927142325331511221222745112112116562513164
Norway,2001,21501201154111014231081313911318811254314251028118439113415113231014441111113176148184123123742270439111133120101298145124321221095145712431251125112212710145171632282120410116423162227814431221112210395121371621854252129121732331539421212112042172316617
Norway,2002,181132918114101404244412410053232213358121184918418282832271181112311691612631610122119721384165381134242829519512381711351615232123221132221444124416521418112031191172366141494133130513740919496164223551891019761911264315541416551111543184129112171220161629181149424723322461511581642117175051563185733173151110225191420154
Norway,2003,16752111921116112812235427821121158200122441113335254116201412216411731547232681419101595263662392314267518116131631596183115879512223143346345114121524817133514235571119722744848552111571381311433232562528727311355591248252403478717622381692311311261612937271323321942112128511151769111251714162324331357130137316611951761614012193
Norway,2004,12111731391171592179711411041641314893101613264232441913111117423423914921022192053103141414443234117111211311111521611611223152331118129125124315112113825101111626201421155311612228111211162942153512265135110311106124511474792373514
Norway,2005,3212542346145212423154259211524224213111323117341015911097142724187112657138111023044311122121473118244112921810219552312914112251281228331073151613311357222241511123188310511044582127112092221412222195511212464181122
Norway,2006,1223148633921128111312711322111123146325120411241121311114572216028312211721111611325555223291236101312126101266111117321263742263121595311710313121212273292611352465521212149422153192111011312121321525233
Norway,2007,12172122473126111672111920122124242141331852992231123211232115179124430321125224141233183231155335511481181441519161631432121241513253113120172191211461229323323511971091191211191077411111232111212133
Norway,2008,151236122181132151332111124011126526135915237344212116221144532168321636916434113191479132141361501181135810168165128413311731254373174825138645211119563215213916511111427115161548301371274676119111416126311365321574246299478653128381155811381110843113312
Norway,2009,661137511983116132811319411121162110321214957308360331430681404511510218344211121653320172664104126397135111420825151444111222571475221815244161221213920423142121654219234121716673031342511516312368436912234111349212591592371292731777153661624311462502211393352335312312451894391112
Norway,2010,159513312612712123191523346122229331111027656810243105122564901921138192414130291631391611324114130112147482124012183589535791353351022579112831224115104215622931111135113220425397110145124117516323421251685341111451437544111373646511146518441261232718
Norway,2011,253156921729831519113213161664131225265451513038312611533301574589851315344312112413111121171711911331537315331116653190115291743845512541111701414346721312154413329341119771612121111351111331251112511524322513275141263113613191286251243113115
Norway,2012,44243328154265523351202163313111233821601116113139514241314628141174211129414831611224311221241529336142812518321231132611662712121415131223221248225661011310512011133119112522411812351416110516116413219423151121194112661234846111311223112121143614114
Norway,2013,1511521311221201772975876234441218301061748444421312221531211327212827732811011611643121413312312243281158731418363321623412314178446377122132732211127271217323232121173222511114740631332812211120113105322911428111158213111112112081461122352622158286334812163503612111421271952832115911110366
Norway,2014,3211909122116731110451351221621012121721145311237224125211611661149445151191213114111571339815932413116115412111151161422211781131061662331633023261119012617322111691032212212048836112231467224505423392517231711235411184922266113733111313711
Norway,2015,22501111243231748485831214112551984303710445132411271182211511621111361253526311241212532630133017653601727111430023131121125911111151178214421201114112141353910112405944820143246206541855710128610133914254332516196464651125251
Norway,2016,462112141111332915112431161411241131152041442361531915127441911231158111612311624514141218114634011113136361141311112731891112639124211212121131213732356421519115341724
Norway,2017,*5**9**5*****1087*152111**5************5*****9***1565*******31*****7****6*10**8****131710***6****5*9***********44205**11****72927*****14
Norway,2018,55***9*285*14*1520***20619****55**6**5****5***11115*76**10********5*6*6***7*655*
Poland,1999,13217154114122113111185462341501473615136123111138314417224291111675213213711532544726714211421214611
Poland,2000,14124121182311354277267211835445223221513322331342531212411912352438123515411936191811137
Poland,2001,21396311125111155224112812311448751221426151489173617411156421937526225138027121152471131163194211818461122331122134710210
Poland,2002,2383221314154030265211111720132713248525231252542923061411104142113141188215121111181234142212131311012
Poland,2003,465182117431611112665412124381194121314111142103314321731791311171111812413131511281
Poland,2004,82211212123111421731722318162211112131121725412441121211111111254612
Poland,2005,231814412151111313151412831307154111111111228751821121122116
Poland,2006,883213613111222279112112112211123111513172134116112
Poland,2007,122162824952112211111811161116123114321133411711142313113144
Poland,2008,261117123111114112241111121351112612221131413121212112477121717532121124
Poland,2009,11911452121121211425353262633164061132115091211256625321103813742252232982338042631611138712132212163
Poland,2010,21231412110515211242112112631122109216117103711145341111152241131241932311131727022115712111229831
Poland,2011,211111102216119271180121221136111272111741215112644082113425111141181111441114082
Poland,2012,12521611422312215126128211116432912632231321116872234374422811321123163802121432022271333121211
Poland,2013,31114111051118011811171451411121111323583162104801292382451211471111475111511614718411211841
Poland,2014,411316211212284741275926313417612553236311111219321191414146111111321116121135041639541192153261
Poland,2015,232222111582147254661026131712771121513201610661123534257605544726161161582814181310136139911
Poland,2016,2311301153181111184831057112011331718112319114714622253381124475929171111526111618
Poland,2017,***19220***5*41********121*6*5*16*******5**8********59***6*****
Poland,2018,5*530*10***5**5160*5***12010*5******16*10*1207*129
Portugal,1999,115216211121711211111331111
Portugal,2000,1131311123224121312112211212111316211
Portugal,2001,611122113221411531115
Portugal,2002,41111121131117315134251142141421
Portugal,2003,121113125112111213161112
Portugal,2004,111111111111331213
Portugal,2005,211111111111111411115131
Portugal,2006,111111111111111111111621
Portugal,2007,1121141191114211121311211
Portugal,2008,11322221211121331
Portugal,2009,122111111111212153211
Portugal,2010,41112111111112212111111141112
Portugal,2011,12324112115113311312211111211111112124215181
Portugal,2012,116132212411711111111122222211313211
Portugal,2013,15136312111347131011161251136211141141134112123371151133
Portugal,2014,1621231133331211112117111412411113111444112313111
Portugal,2015,17711285143813111741215124111213114171813112233311213150116111
Portugal,2016,315111131211591211341122132211574115297313131711124115141282214130121614415188922111
Portugal,2017,**5******8*5***59*52256*5***21*35*5*******106****20**19**24**5**
Portugal,2018,55155555105555
Rep. of Korea,1999,1
Rep. of Korea,2001,111151
Rep. of Korea,2002,81
Rep. of Korea,2003,11115324151
Rep. of Korea,2004,411118127115
Rep. of Korea,2005,11262111482115411111144911222
Rep. of Korea,2006,11128223211112113111061221
Rep. of Korea,2007,11516259153362772314191115441185221312212237511
Rep. of Korea,2008,117321113711110103223131432831117
Rep. of Korea,2009,13116141111131123121311522221218113112111421
Rep. of Korea,2010,33141833213711112121511714113711213211612112
Rep. of Korea,2011,71222111131311642612112213516810335221114245311127
Rep. of Korea,2012,123121211111132142131131321211111241211113642422153812101135716373230212412911244325121229
Rep. of Korea,2013,1153417111625161131334731314315319511222144511111812131963131112513921411212113211
Rep. of Korea,2014,12125411201611211111661111110181234051662415762657112178621111104151610111814661068693331321194151312617266127141122112312292838257212
Rep. of Korea,2015,622122132618321195972218137121125241314115147411521145321117110383439142126111111731511262269224402221012334362335212227513215681381561523
Rep. of Korea,2016,982223724114051101972512112111310114331382141719134241183321237126111131216074124438114861211251416723112182441411111814121921528142305219336819549771121014116511613561233216121914161834237228614746
Rep. of Korea,2017,**27**13*166*3115102220377*7*8**13*75*5**1128519**7121089145*10*11***95**21**38*25371612****11727*12248114459*****3114859****19**31267*******326**145****25*5*7*******67*****17715**44**7112*15**5***136134*60****46*20*9
Rep. of Korea,2018,3318*7*2273571***5*133*126296***74*104**5**16*23274411*51710820181915210438**42*442861319156*23*1149582**16186***72*6*135*61217*8**18213**8417*216******6548**5***19**276*2716*679*17***185*2622287131
Romania,1999,311111321763110621722381141113266421341412221222123112124
Romania,2000,114223122110232424271115831222121531112522151169205111184111171
Romania,2001,14291112382182105511143113132194215275631673911413481921512171318353331128132213116713113231
Romania,2002,51331125554381113523166711141111211012316791411131551411312811
Romania,2003,314211012018431327261212611118118111210123113211111211111821
Romania,2004,185122211413213412141211112242191113211031121816138112821
Romania,2005,15211192122119221111161111131112525493123511711132194131217123
Romania,2006,1111112212118151213113111431111112111131231061114162
Romania,2007,1131523112631113131115133612022128112111
Romania,2008,11311181212115215114213113172311121111143211681631221
Romania,2009,12114418121321331511911731116115114911111310213111241612815121131
Romania,2010,1311315115129314139121112719432102222115121318195421325617152724
Romania,2011,1161131131421151121432243252124143121251554112111416111113112323715121541111331112417313193
Romania,2012,3211723311121121171613221304811165173012219271415342111112152111601469744621173111181417241110211111151179
Romania,2013,1139173144831121125211251131431914151222211110121033341112
Romania,2014,11221511641213110133024211252811211252171814716331121121156114181163401121111112212
Romania,2015,4522221211213361311812123111111113259131111131111255512712321211111111111123
Romania,2016,11111127671111133114111733103511213212216311113121241
Romania,2017,****9*****120*367*10247******5**19**12**18***94187*50*212812*9****8**7**********
Romania,2018,*88*52***28929*******5*73*2733*2632******5****531*
Serbia and Kosovo: S/RES/1244 (1999),2003,41533873101411
Serbia and Kosovo: S/RES/1244 (1999),2004,2113
Serbia and Kosovo: S/RES/1244 (1999),2005,41121223
Serbia and Kosovo: S/RES/1244 (1999),2006,12
Serbia and Kosovo: S/RES/1244 (1999),2007,6111
Serbia and Kosovo: S/RES/1244 (1999),2008,11511621142
Serbia and Kosovo: S/RES/1244 (1999),2009,115232112721242411232
Serbia and Kosovo: S/RES/1244 (1999),2010,113461125521410268161411363121629
Serbia and Kosovo: S/RES/1244 (1999),2011,14120362141222100415122621101175597142152372622032721136472421771171616133
Serbia and Kosovo: S/RES/1244 (1999),2012,113413314150447116411311134411121523415417513329911336841445142147115
Serbia and Kosovo: S/RES/1244 (1999),2013,554896341152141513897113318381319153512046179153121416222148141345111065421181072118149143420331081104143293411016354433321034139968121
Serbia and Kosovo: S/RES/1244 (1999),2014,2213163335192252128814036012184531759411237444188726731153195167521374161911522925241091540621583421249222113013214812437329214112643446
Serbia and Kosovo: S/RES/1244 (1999),2015,1114472726331142612562133191237
Serbia and Kosovo: S/RES/1244 (1999),2016,21011256491311153112531215
Serbia and Kosovo: S/RES/1244 (1999),2017,611*5*11*****3212*****65**18***16***17**
Serbia and Kosovo: S/RES/1244 (1999),2018,**520*20*13237**275387*135*620*6***7*
Slovakia,1999,2941220121251332122319134
Slovakia,2000,31512117114621121111811813411513151102
Slovakia,2001,41132621021227303126711898422124115354213142122199411121823774154281113567627104321212
Slovakia,2002,61131161116631127701113113962722588351156867965310121349871141273234212836161117349831516541326911351503023521015911021581116
Slovakia,2003,1210153169228131041135416572113208911361331141151136987312111361014291143112371184304313957032823631266122108143712131231151251631241514516711
Slovakia,2004,419405721211276125714664751733312271126112171373125511211532335551127311752911116441093241213119964589311085577227371347220259116985
Slovakia,2005,177931141601422235254161416214107525191972311632122192141911125301617292283015228341414228
Slovakia,2006,2429572162123122213581632222177161131012122241411162029211238532011
Slovakia,2007,761832810238168111111132912411341111108726713524114123111231181510261242234113131739
Slovakia,2008,12631111022910454313410110224121141242111212125115121815335103163
Slovakia,2009,58111814355217211111311561122523191956143114432131212121110322111112228
Slovakia,2010,111425191214211181334581341137311911171312175132524113
Slovakia,2011,8111811312141141151241111211281016
Slovakia,2012,1522112112124262141272112711162113131811
Slovakia,2013,15232111191101421121114
Slovakia,2014,1131313211415124
Slovakia,2015,121124110343121
Slovakia,2016,121211111116
Slovakia,2017,***7***6*7*******57*
Slovakia,2018,***7******6**
Slovenia,1999,511221114179123113213645311112141121131206
Slovenia,2000,1121657401222123316114119634826311831451413741126311536162122241151112023261664426131112
Slovenia,2001,1113327371611149442112071814572012894212116121108128733183
Slovenia,2002,113110487142227131111612811071531145429
Slovenia,2003,123425122521212213209222713317227284241615311243113561211
Slovenia,2004,321522543616411321916213131110461014114151241832352829
Slovenia,2005,118124131271114161449227141248123442436420642176107921481233
Slovenia,2006,13212411132211636441822321311311
Slovenia,2007,2529221321411191624151
Slovenia,2008,61441572112217451272136311112
Slovenia,2009,11111332121131811131712111
Slovenia,2010,112126411143161111111311
Slovenia,2011,12211332124121183121151111241123
Slovenia,2012,13125153152143111111111113351113112
Slovenia,2013,2214211111311112213213
Slovenia,2014,351174126271141251311111113122153
Slovenia,2015,214133122118551111111131171
Slovenia,2016,2621113315154216911108951311564211021314312
Slovenia,2017,******14**178*12**776*****8*35*19*9****17**19913*514**8****74**102***16
Slovenia,2018,17**5*25720**7**56******2536*12**67551106*112**16*18121920*1620*66***2714***7**
Spain,1999,43252011311922261716111152469241100601114511701011953206828812417113914818331436112912721132473104112429141243324121853313417322211852188153442639231111121141411828342259612659341471794212131135684109691
Spain,2000,5640523210313033146514145372253991128111168463416311710141451251871781342017291434411245664121628119332763452119394245183113525135551371697224866431177265361119241161131123
Spain,2001,41411263161395716161412111372136142410214301416132137251111384319512454170112423221024122721512411241111132431113568913211821242544123213422123962513115351216119331232141110371
Spain,2002,36316651220613617911611126181111121422115135911187418221110216113131528101511223151617171291110123571483111312211310225212313116241621121131111331132241112221115713215993229121831110261
Spain,2003,121171512467614533173383513317215012412410126731451311843712161212012111216213616717215311441131141144651116411511384413012214311763121131241127103478121211210166211414719215213826311411
Spain,2004,24316111129531171271239801141112212734915253512375622116215145112137286138127211224114391392121432297871412133121165522712215742117264126114843225116186151113133275111217112911131231441941421
Spain,2005,32111115541191215071983121821924155112128211111168411121414115312521215364601461131331452125111217427121144323124162112310943121117427331821114311125128224825223422212912131
Spain,2006,6133119121111243237272331231214119153511131151511317542211451121011149214232541111311185411445116845473283111464151311251511277251683122522511413121416221411311112311
Spain,2007,351281328370943341413364441161131841121211711124262112521310112110948111421015021142311128828257221414314192125331211211441231741068428132618728251214119426131421198115321511811932841
Spain,2008,10642152111111714114122328915346216862122668942252431582633102155221213132241337111121133121051513471212342564219113151161244121301114112344611899122151338328273413111101041351171621249131101151117843118
Spain,2009,14213213811325425112231241114272201111201145018281111139221116168511339316111711121101121410424411232341174243426116122111142101112621111411174846422382611211111110121232
Spain,2010,161124141153116581297115197113810215231414232741161722412351119225216731223115845111221311534161514411213121111122118516514134221221411311431741351315723144
Spain,2011,210141329631311411112181112315132121331318106161042718211713123412312249228116419171421811811191612112241861863242146133162127717231163112261147113281242155511122511552351212113101313131011210113
Spain,2012,47611161373211231111215121161413313114292292522162382222123212611973112231674111824274111212132111541011244273392122216261711141125116111311422128115251382610511175135321
Spain,2013,8149112110179292962223411225113131516131268102218161123623942240310217124621134236332412911143512141645515211110825211413211212211121151531461431415117221319112295381131431431623111229242113217963
Spain,2014,1114131212881175510941112761222114621211132415421101332318158354218852311154412821211451211645111152571511912201111425294832847232373016159182719113313621256111232126534522218112524812251411013111112358111292313222
Spain,2015,1161211271144418741262923211464161111118451622134221363126122111211347919165515211010326413521510182512241133590372158132271471285104291111237121233513250192317919971111142184472121571871062132155411752122816532222113123431535
Spain,2016,1111271163129121615615113531015123812152512074348376211592237341132172481243691217766110522222082645511161637643313161291161211811196113153481431331661142355211289561174261111148250435411442115322101434332141512931411411213211025541310389213441101615153151813634651414163117
Spain,2017,1311**55*154012576***292558520***810*19**57*103*6*14525**47153822680885*25*8*5*15**59*79*5*89*1042*1855301935*735581065*55***17*5172*71917*5*62711**1881216*1121478*****5*3530*65*5***5*44108*1041*2520156*20231*6994113829***6101510*10*516451352*106619**22122612312**2224***203*51397*1548*2075*25*271225*53615
Spain,2018,26*51615413*9203719*275381636**40*1990*9*1275**63167*357*4311*1441**36***41*2056435124*****57157*6164840**11*2212*1202*8*62211473119***169*16*5011937*158*52*111853*********14*146*166*30*372**101973*21***8445750*252010*1191125551378491560*41**1824*7*1214639154117*59602455****745*1713818712411**14**
Sweden,1999,131344133223244221634111123331651151423220427414312301178676474212642211712364117221282701471860714731021217415321217187625461161953546210213331212281134821341313212103245513234211212163311217324713724312944415145221214661162113130314
Sweden,2000,2721431111117913101712018477424414313563533382259276271831105141247221192234426125936216411213182619542831312101112472713116114131791210813247122812294526242745711412744413391242111072615192915391404067213431051117728113422134123172111819182793094011339194347941
Sweden,2001,183311041961911120111181331521327112714272435605540774677361111231244772383881153621411223128712651411115151111715121161613133217912411021162423116338267530251272740194473184174114122318118151730110503861694774351111124562112442019213142261532954910143112783644241657822351514259414711455271636181311131021211622502112657116441132133654182065821270213154
Sweden,2002,2010342251197315311112335422221165322236111552611162231844711011314151434518143291518322232193528419112981346916814511151863341422112611351461121777118392913839773081219647442112614321602522661618229844354911508481141215112411781659169354232173042151117313556495091442562733475116373829132183113651124542416122751112229253813515110637113351552821818467401593771132143744401378223131013530256134745322220691414621972181405139134411231395122610145855227113412696
