SCHOOL_YEAR,ULCS_NO,INCIDENT_TYPE,INCIDENT_COUNT,SCHOOL_ID
2014-2015,4240,4240,2,424
2014-2015,4270,4270,0,427
2014-2015,4270,4270,3,427
2014-2015,4280,4280,0,428
2014-2015,4300,4300,9,430
2014-2015,4300,4300,1,430
2014-2015,4300,4300,2,430
2014-2015,4300,4300,0,430
2014-2015,4320,4320,2,432
2014-2015,4350,4350,0,435
2014-2015,4370,4370,0,437
2014-2015,4370,4370,0,437
2014-2015,4380,4380,0,438
2014-2015,4380,4380,0,438
2014-2015,4380,4380,0,438
2014-2015,4380,4380,0,438
2014-2015,4440,4440,0,444
2014-2015,4440,4440,2,444
2014-2015,4460,4460,0,446
2014-2015,4460,4460,1,446
2014-2015,4460,4460,0,446
2014-2015,4460,4460,0,446
2014-2015,4460,4460,0,446
2014-2015,4460,4460,0,446
2014-2015,4470,4470,36,447
2014-2015,4470,4470,1,447
2014-2015,4470,4470,2,447
2014-2015,4480,4480,0,448
2014-2015,4530,4530,0,453
2014-2015,4530,4530,0,453
2014-2015,4530,4530,3,453
2014-2015,4560,4560,0,456
2014-2015,6320,6320,0,632
2014-2015,6350,6350,15,635
2014-2015,6350,6350,0,635
2014-2015,6350,6350,0,635
2014-2015,6350,6350,0,635
2014-2015,6380,6380,0,638
2014-2015,6380,6380,0,638
2014-2015,6380,6380,0,638
2014-2015,6390,6390,0,639
2014-2015,6410,6410,3,641
2014-2015,6410,6410,0,641
2014-2015,6430,6430,0,643
2014-2015,6430,6430,0,643
2014-2015,6440,6440,0,644
2014-2015,6440,6440,0,644
2014-2015,6440,6440,0,644
2014-2015,6460,6460,1,646
2014-2015,6470,6470,0,647
2014-2015,7010,7010,20,701
2014-2015,7010,7010,4,701
2014-2015,7100,7100,10,710
2014-2015,7100,7100,1,710
2014-2015,7100,7100,0,710
2014-2015,7110,7110,19,711
2014-2015,7120,7120,0,712
2014-2015,7120,7120,9,712
2014-2015,7130,7130,0,713
2014-2015,7150,7150,0,715
2014-2015,7150,7150,2,715
2014-2015,7150,7150,0,715
2014-2015,7150,7150,0,715
2014-2015,7200,7200,0,720
2014-2015,7200,7200,0,720
2014-2015,7260,7260,0,726
2014-2015,7260,7260,0,726
2014-2015,7260,7260,0,726
2014-2015,7270,7270,2,727
2014-2015,7280,7280,0,728
2014-2015,7290,7290,0,729
2014-2015,7290,7290,0,729
2014-2015,7290,7290,3,729
2014-2015,7300,7300,0,730
2014-2015,7300,7300,0,730
2014-2015,7300,7300,12,730
2014-2015,7300,7300,0,730
2014-2015,7300,7300,3,730
2014-2015,7310,7310,1,731
2014-2015,7310,7310,5,731
2014-2015,7310,7310,0,731
2014-2015,7310,7310,0,731
2014-2015,8350,8350,0,835
2014-2015,8350,8350,3,835
2014-2015,8360,8360,0,836
2014-2015,8360,8360,0,836
2014-2015,8370,8370,1,837
2014-2015,8370,8370,0,837
2014-2015,8380,8380,0,838
2014-2015,8380,8380,1,838
2014-2015,8390,8390,0,839
2014-2015,8400,8400,0,840
2014-2015,8410,8410,0,841
2014-2015,8410,8410,0,841
2014-2015,8420,8420,0,842
2014-2015,8430,8430,0,843
2014-2015,8430,8430,0,843
2014-2015,8430,8430,1,843
2014-2015,8430,8430,0,843
2014-2015,8430,8430,0,843
2014-2015,8440,8440,0,844
2014-2015,8440,8440,0,844
2014-2015,8440,8440,0,844
2014-2015,8440,8440,0,844
2014-2015,8560,8560,0,856
2014-2015,8560,8560,0,856
2014-2015,4300,4300,2,430
2014-2015,4350,4350,0,435
2014-2015,4350,4350,5,435
2014-2015,4370,4370,1,437
2014-2015,4370,4370,0,437
2014-2015,4370,4370,0,437
2014-2015,4380,4380,1,438
2014-2015,4380,4380,0,438
2014-2015,4380,4380,0,438
2014-2015,4380,4380,0,438
2014-2015,4440,4440,0,444
2014-2015,4440,4440,4,444
2014-2015,4440,4440,0,444
2014-2015,4460,4460,3,446
2014-2015,4470,4470,0,447
2014-2015,4480,4480,0,448
2014-2015,4480,4480,0,448
2014-2015,4480,4480,0,448
2014-2015,4530,4530,2,453
2014-2015,4530,4530,1,453
2014-2015,4560,4560,3,456
2014-2015,4560,4560,1,456
2014-2015,6350,6350,4,635
2014-2015,6350,6350,1,635
2014-2015,6360,6360,2,636
2014-2015,6360,6360,11,636
2014-2015,6380,6380,7,638
2014-2015,6390,6390,0,639
2014-2015,6410,6410,0,641
2014-2015,6410,6410,0,641
2014-2015,6410,6410,0,641
2014-2015,6410,6410,0,641
2014-2015,6430,6430,0,643
2014-2015,6440,6440,0,644
2014-2015,6450,6450,5,645
2014-2015,6450,6450,0,645
2014-2015,6450,6450,0,645
2014-2015,6450,6450,0,645
2014-2015,6470,6470,0,647
2014-2015,6470,6470,0,647
2014-2015,6480,6480,0,648
2014-2015,6540,6540,0,654
2014-2015,6540,6540,0,654
2014-2015,6540,6540,0,654
2014-2015,7010,7010,13,701
2014-2015,7100,7100,0,710
2014-2015,7100,7100,0,710
2014-2015,7100,7100,4,710
2014-2015,7110,7110,41,711
2014-2015,7110,7110,3,711
2014-2015,7120,7120,0,712
2014-2015,7120,7120,6,712
2014-2015,7120,7120,10,712
2014-2015,7130,7130,0,713
2014-2015,7130,7130,0,713
2014-2015,7130,7130,8,713
2014-2015,7130,7130,4,713
2014-2015,7150,7150,0,715
2014-2015,7150,7150,1,715
2014-2015,7200,7200,0,720
2014-2015,7200,7200,0,720
2014-2015,7200,7200,0,720
2014-2015,7220,7220,0,722
2014-2015,7260,7260,0,726
2014-2015,7260,7260,0,726
2014-2015,7260,7260,0,726
2014-2015,7270,7270,1,727
2014-2015,7280,7280,0,728
2014-2015,7280,7280,0,728
2014-2015,7290,7290,2,729
2014-2015,7290,7290,0,729
2014-2015,7310,7310,0,731
2014-2015,7310,7310,0,731
2014-2015,7320,7320,0,732
2014-2015,7320,7320,0,732
2014-2015,7330,7330,0,733
2014-2015,7330,7330,9,733
2014-2015,7330,7330,0,733
2014-2015,7350,7350,0,735
2014-2015,7360,7360,0,736
2014-2015,7360,7360,9,736
2014-2015,7360,7360,0,736
2014-2015,7360,7360,0,736
2014-2015,7370,7370,0,737
2014-2015,7370,7370,0,737
2014-2015,7370,7370,1,737
2014-2015,7380,7380,0,738
2014-2015,7380,7380,0,738
2014-2015,7380,7380,1,738
2014-2015,7380,7380,0,738
2014-2015,7380,7380,0,738
2014-2015,7390,7390,0,739
2014-2015,7390,7390,1,739
2014-2015,7390,7390,3,739
2014-2015,7400,7400,0,740
2014-2015,7400,7400,2,740
2014-2015,7400,7400,0,740
2014-2015,7400,7400,4,740
2014-2015,7430,7430,5,743
2014-2015,7430,7430,0,743
2014-2015,7440,7440,0,744
2014-2015,7440,7440,0,744
2014-2015,7440,7440,1,744
2014-2015,7440,7440,0,744
2014-2015,7440,7440,0,744
2014-2015,7440,7440,1,744
2014-2015,7460,7460,0,746
2014-2015,7460,7460,0,746
2014-2015,7470,7470,0,747
2014-2015,7470,7470,0,747
2014-2015,7470,7470,1,747
2014-2015,7490,7490,2,749
2014-2015,7490,7490,7,749
2014-2015,7490,7490,0,749
2014-2015,7490,7490,0,749
2014-2015,7500,7500,0,750
2014-2015,7310,7310,0,731
2014-2015,7310,7310,0,731
2014-2015,7320,7320,0,732
2014-2015,7320,7320,0,732
2014-2015,7330,7330,1,733
2014-2015,7330,7330,0,733
2014-2015,7330,7330,1,733
2014-2015,7350,7350,0,735
2014-2015,7350,7350,0,735
2014-2015,7360,7360,0,736
2014-2015,7370,7370,0,737
2014-2015,7370,7370,1,737
2014-2015,7370,7370,1,737
2014-2015,7370,7370,0,737
2014-2015,7380,7380,0,738
2014-2015,7390,7390,0,739
2014-2015,7400,7400,0,740
2014-2015,7400,7400,3,740
2014-2015,7430,7430,1,743
2014-2015,7430,7430,0,743
2014-2015,7430,7430,0,743
2014-2015,7430,7430,0,743
2014-2015,7440,7440,0,744
2014-2015,7460,7460,1,746
2014-2015,7460,7460,0,746
2014-2015,7470,7470,2,747
2014-2015,7470,7470,0,747
2014-2015,7470,7470,0,747
2014-2015,7470,7470,0,747
2014-2015,7490,7490,0,749
2014-2015,7500,7500,0,750
2014-2015,7510,7510,0,751
2014-2015,7510,7510,0,751
2014-2015,7510,7510,0,751
2014-2015,7530,7530,1,753
2014-2015,7530,7530,0,753
2014-2015,7730,7730,0,773
2014-2015,7730,7730,0,773
2014-2015,8010,8010,30,801
2014-2015,8010,8010,0,801
2014-2015,8010,8010,1,801
2014-2015,8010,8010,22,801
2014-2015,8020,8020,27,802
2014-2015,8020,8020,22,802
2014-2015,8020,8020,6,802
2014-2015,8030,8030,2,803
2014-2015,8030,8030,5,803
2014-2015,8040,8040,0,804
2014-2015,8040,8040,0,804
2014-2015,8090,8090,2,809
2014-2015,8090,8090,0,809
2014-2015,8090,8090,9,809
2014-2015,8120,8120,0,812
2014-2015,8140,8140,0,814
2014-2015,8140,8140,11,814
2014-2015,8140,8140,0,814
2014-2015,8140,8140,0,814
2014-2015,8160,8160,1,816
2014-2015,8180,8180,0,818
2014-2015,8180,8180,0,818
2014-2015,8180,8180,0,818
2014-2015,8200,8200,0,820
2014-2015,8200,8200,0,820
2014-2015,8200,8200,2,820
2014-2015,8210,8210,11,821
2014-2015,8230,8230,0,823
2014-2015,8230,8230,1,823
2014-2015,8240,8240,0,824
2014-2015,8260,8260,2,826
2014-2015,8260,8260,0,826
2014-2015,8260,8260,0,826
2014-2015,8270,8270,0,827
2014-2015,8270,8270,0,827
2014-2015,1010,1010,25,101
2014-2015,1010,1010,0,101
2014-2015,1010,1010,0,101
2014-2015,1010,1010,4,101
2014-2015,1010,1010,1,101
2014-2015,1020,1020,0,102
2014-2015,1030,1030,9,103
2014-2015,1030,1030,2,103
2014-2015,1050,1050,0,105
2014-2015,1050,1050,0,105
2014-2015,1050,1050,0,105
2014-2015,1050,1050,0,105
2014-2015,1100,1100,3,110
2014-2015,1100,1100,1,110
2014-2015,1130,1130,4,113
2014-2015,1190,1190,1,119
2014-2015,1190,1190,2,119
2014-2015,1190,1190,0,119
2014-2015,1190,1190,0,119
2014-2015,1200,1200,1,120
2014-2015,1250,1250,0,125
2014-2015,1260,1260,1,126
2014-2015,1260,1260,3,126
2014-2015,1280,1280,0,128
2014-2015,1280,1280,0,128
2014-2015,1290,1290,6,129
2014-2015,1290,1290,0,129
2014-2015,1300,1300,16,130
2014-2015,1330,1330,0,133
2014-2015,1330,1330,0,133
2014-2015,1340,1340,0,134
2014-2015,1340,1340,1,134
2014-2015,1340,1340,0,134
2014-2015,1340,1340,5,134
2014-2015,1340,1340,2,134
2014-2015,1350,1350,1,135
2014-2015,1350,1350,0,135
2014-2015,7510,7510,3,751
2014-2015,7510,7510,0,751
2014-2015,7510,7510,0,751
2014-2015,7530,7530,0,753
2014-2015,7730,7730,0,773
2014-2015,8010,8010,3,801
2014-2015,8030,8030,1,803
2014-2015,8030,8030,23,803
2014-2015,8030,8030,0,803
2014-2015,8030,8030,3,803
2014-2015,8030,8030,7,803
2014-2015,8040,8040,0,804
2014-2015,8040,8040,0,804
2014-2015,8090,8090,2,809
2014-2015,8090,8090,0,809
2014-2015,8090,8090,2,809
2014-2015,8120,8120,4,812
2014-2015,8140,8140,0,814
2014-2015,8140,8140,0,814
2014-2015,8160,8160,0,816
2014-2015,8160,8160,0,816
2014-2015,8160,8160,0,816
2014-2015,8160,8160,0,816
2014-2015,8210,8210,0,821
2014-2015,8210,8210,0,821
2014-2015,8210,8210,0,821
2014-2015,8210,8210,1,821
2014-2015,8230,8230,0,823
2014-2015,8230,8230,0,823
2014-2015,8230,8230,0,823
2014-2015,8240,8240,10,824
2014-2015,8250,8250,1,825
2014-2015,8250,8250,1,825
2014-2015,8250,8250,2,825
2014-2015,8250,8250,1,825
2014-2015,1010,1010,24,101
2014-2015,1010,1010,12,101
2014-2015,1020,1020,1,102
2014-2015,1020,1020,0,102
2014-2015,1020,1020,14,102
2014-2015,1020,1020,2,102
2014-2015,1030,1030,0,103
2014-2015,1030,1030,0,103
2014-2015,1030,1030,11,103
2014-2015,1030,1030,1,103
2014-2015,1030,1030,0,103
2014-2015,1030,1030,1,103
2014-2015,1050,1050,1,105
2014-2015,1050,1050,0,105
2014-2015,1050,1050,3,105
2014-2015,1050,1050,0,105
2014-2015,1100,1100,19,110
2014-2015,1100,1100,0,110
2014-2015,1130,1130,15,113
2014-2015,1130,1130,0,113
2014-2015,1130,1130,5,113
2014-2015,1130,1130,7,113
2014-2015,1190,1190,3,119
2014-2015,1190,1190,0,119
2014-2015,1190,1190,2,119
2014-2015,1190,1190,0,119
2014-2015,1200,1200,1,120
2014-2015,1200,1200,1,120
2014-2015,1230,1230,10,123
2014-2015,1230,1230,1,123
2014-2015,1250,1250,1,125
2014-2015,1260,1260,0,126
2014-2015,1260,1260,12,126
2014-2015,1260,1260,0,126
2014-2015,1260,1260,1,126
2014-2015,1290,1290,0,129
2014-2015,1290,1290,0,129
2014-2015,1300,1300,1,130
2014-2015,1300,1300,1,130
2014-2015,1300,1300,1,130
2014-2015,1330,1330,0,133
2014-2015,1330,1330,0,133
2014-2015,1340,1340,1,134
2014-2015,1340,1340,4,134
2014-2015,1350,1350,0,135
2014-2015,1360,1360,0,136
2014-2015,1360,1360,0,136
2014-2015,1360,1360,1,136
2014-2015,1360,1360,0,136
2014-2015,1370,1370,0,137
2014-2015,1370,1370,1,137
2014-2015,1370,1370,2,137
2014-2015,1380,1380,0,138
2014-2015,1380,1380,0,138
2014-2015,1380,1380,0,138
2014-2015,1390,1390,0,139
2014-2015,1390,1390,0,139
2014-2015,1400,1400,0,140
2014-2015,2470,2470,1,247
2014-2015,2470,2470,0,247
2014-2015,2470,2470,0,247
2014-2015,2480,2480,0,248
2014-2015,2480,2480,0,248
2014-2015,2510,2510,0,251
2014-2015,2510,2510,0,251
2014-2015,2510,2510,0,251
2014-2015,2510,2510,0,251
2014-2015,2510,2510,2,251
2014-2015,2520,2520,4,252
2014-2015,2520,2520,0,252
2014-2015,2520,2520,0,252
2014-2015,2520,2520,0,252
2014-2015,2520,2520,0,252
2014-2015,2520,2520,0,252
2014-2015,2540,2540,0,254
2014-2015,2540,2540,0,254
2014-2015,2580,2580,0,258
2014-2015,2580,2580,0,258
2014-2015,2580,2580,0,258
2014-2015,2590,2590,2,259
2014-2015,2630,2630,0,263
2014-2015,2630,2630,0,263
2014-2015,2630,2630,0,263
2014-2015,2630,2630,0,263
2014-2015,2640,2640,1,264
2014-2015,1360,1360,3,136
2014-2015,1360,1360,2,136
2014-2015,1360,1360,0,136
2014-2015,1370,1370,17,137
2014-2015,1370,1370,17,137
2014-2015,1370,1370,0,137
2014-2015,1370,1370,5,137
2014-2015,1380,1380,5,138
2014-2015,1380,1380,0,138
2014-2015,1380,1380,3,138
2014-2015,1390,1390,0,139
2014-2015,1390,1390,0,139
2014-2015,1390,1390,0,139
2014-2015,1400,1400,0,140
2014-2015,1400,1400,1,140
2014-2015,1400,1400,1,140
2014-2015,1410,1410,0,141
2014-2015,1410,1410,25,141
2014-2015,1410,1410,0,141
2014-2015,1420,1420,0,142
2014-2015,1420,1420,3,142
2014-2015,1440,1440,1,144
2014-2015,1440,1440,0,144
2014-2015,1460,1460,1,146
2014-2015,1470,1470,27,147
2014-2015,1470,1470,0,147
2014-2015,1490,1490,15,149
2014-2015,1490,1490,0,149
2014-2015,1490,1490,2,149
2014-2015,1580,1580,1,158
2014-2015,2000,2000,0,200
2014-2015,2000,2000,29,200
2014-2015,2000,2000,0,200
2014-2015,2000,2000,4,200
2014-2015,2010,2010,16,201
2014-2015,2010,2010,4,201
2014-2015,2020,2020,2,202
2014-2015,2020,2020,0,202
2014-2015,2020,2020,1,202
2014-2015,2020,2020,0,202
2014-2015,2140,2140,0,214
2014-2015,2140,2140,0,214
2014-2015,2140,2140,0,214
2014-2015,2140,2140,0,214
2014-2015,2160,2160,0,216
2014-2015,2160,2160,3,216
2014-2015,2190,2190,0,219
2014-2015,2190,2190,0,219
2014-2015,2190,2190,0,219
2014-2015,2210,2210,4,221
2014-2015,2210,2210,0,221
2014-2015,2240,2240,0,224
2014-2015,2260,2260,0,226
2014-2015,2260,2260,0,226
2014-2015,2260,2260,0,226
2014-2015,2290,2290,3,229
2014-2015,2290,2290,4,229
2014-2015,2290,2290,1,229
2014-2015,2320,2320,0,232
2014-2015,2340,2340,0,234
2014-2015,2340,2340,0,234
2014-2015,2340,2340,0,234
2014-2015,2380,2380,0,238
2014-2015,2380,2380,0,238
2014-2015,2410,2410,0,241
2014-2015,2410,2410,0,241
2014-2015,2410,2410,1,241
2014-2015,2450,2450,0,245
2014-2015,2470,2470,0,247
2014-2015,2470,2470,0,247
2014-2015,2470,2470,0,247
2014-2015,2480,2480,1,248
2014-2015,2490,2490,0,249
2014-2015,2490,2490,0,249
2014-2015,2510,2510,0,251
2014-2015,2520,2520,0,252
2014-2015,2520,2520,0,252
2014-2015,2520,2520,0,252
2014-2015,2540,2540,0,254
2014-2015,2540,2540,5,254
2014-2015,2540,2540,0,254
2014-2015,2580,2580,0,258
2014-2015,2590,2590,0,259
2014-2015,2590,2590,0,259
2014-2015,1020,1020,0,102
2014-2015,1020,1020,0,102
2014-2015,1020,1020,0,102
2014-2015,1020,1020,2,102
2014-2015,1030,1030,3,103
2014-2015,1050,1050,0,105
2014-2015,1130,1130,0,113
2014-2015,1130,1130,2,113
2014-2015,1130,1130,0,113
2014-2015,1130,1130,2,113
2014-2015,1190,1190,0,119
2014-2015,1190,1190,0,119
2014-2015,1190,1190,0,119
2014-2015,1190,1190,1,119
2014-2015,1200,1200,12,120
2014-2015,1200,1200,0,120
2014-2015,1200,1200,0,120
2014-2015,1230,1230,0,123
2014-2015,1230,1230,0,123
2014-2015,1230,1230,0,123
2014-2015,1230,1230,3,123
2014-2015,1250,1250,0,125
2014-2015,1250,1250,0,125
2014-2015,1250,1250,0,125
2014-2015,1260,1260,0,126
2014-2015,1260,1260,3,126
2014-2015,1280,1280,0,128
2014-2015,1300,1300,0,130
2014-2015,1330,1330,0,133
2014-2015,1330,1330,1,133
2014-2015,1330,1330,0,133
2014-2015,1340,1340,24,134
2014-2015,1340,1340,0,134
2014-2015,1340,1340,0,134
2014-2015,1340,1340,0,134
2014-2015,1350,1350,1,135
2014-2015,1350,1350,0,135
2014-2015,1350,1350,2,135
2014-2015,1360,1360,2,136
2014-2015,1370,1370,1,137
2014-2015,1370,1370,0,137
2014-2015,1380,1380,2,138
2014-2015,1390,1390,0,139
2014-2015,1390,1390,0,139
2014-2015,1410,1410,0,141
2014-2015,1420,1420,0,142
2014-2015,1420,1420,0,142
2014-2015,1420,1420,4,142
2014-2015,1440,1440,0,144
2014-2015,1440,1440,1,144
2014-2015,1460,1460,1,146
2014-2015,1470,1470,0,147
2014-2015,1470,1470,3,147
2014-2015,1580,1580,0,158
2014-2015,1580,1580,4,158
2014-2015,1580,1580,0,158
2014-2015,2000,2000,12,200
2014-2015,2000,2000,1,200
2014-2015,2000,2000,7,200
2014-2015,2010,2010,0,201
2014-2015,2010,2010,0,201
2014-2015,2010,2010,0,201
2014-2015,2020,2020,0,202
2014-2015,2020,2020,0,202
2014-2015,2020,2020,0,202
2014-2015,2160,2160,9,216
2014-2015,2160,2160,0,216
2014-2015,2160,2160,0,216
2014-2015,2210,2210,2,221
2014-2015,2240,2240,0,224
2014-2015,2260,2260,2,226
2014-2015,2260,2260,3,226
2014-2015,2260,2260,0,226
2014-2015,2260,2260,1,226
2014-2015,2650,2650,0,265
2014-2015,2650,2650,0,265
2014-2015,2650,2650,1,265
2014-2015,2670,2670,0,267
2014-2015,2670,2670,0,267
2014-2015,2670,2670,0,267
2014-2015,2680,2680,0,268
2014-2015,2690,2690,0,269
2014-2015,2690,2690,0,269
2014-2015,4570,4570,0,457
2014-2015,4570,4570,1,457
2014-2015,2620,2620,1,262
2014-2015,2620,2620,1,262
2014-2015,2620,2620,4,262
2014-2015,2630,2630,0,263
2014-2015,2650,2650,1,265
2014-2015,2690,2690,0,269
2014-2015,2720,2720,1,272
2014-2015,2290,2290,0,229
2014-2015,2290,2290,0,229
2014-2015,2320,2320,3,232
2014-2015,2340,2340,0,234
2014-2015,2340,2340,0,234
2014-2015,2340,2340,0,234
2014-2015,2370,2370,0,237
2014-2015,2370,2370,0,237
2014-2015,2370,2370,0,237
2014-2015,2370,2370,2,237
2014-2015,2380,2380,0,238
2014-2015,2390,2390,2,239
2014-2015,2410,2410,1,241
2014-2015,2410,2410,0,241
2014-2015,2450,2450,0,245
2014-2015,2450,2450,2,245
2014-2015,2470,2470,0,247
2014-2015,2480,2480,0,248
2014-2015,2480,2480,0,248
2014-2015,2480,2480,0,248
2014-2015,2480,2480,0,248
2014-2015,2490,2490,0,249
2014-2015,2490,2490,1,249
2014-2015,2490,2490,0,249
2014-2015,2510,2510,0,251
2014-2015,2540,2540,0,254
2014-2015,2580,2580,0,258
2014-2015,2580,2580,0,258
2014-2015,2620,2620,0,262
2014-2015,2620,2620,0,262
2014-2015,2620,2620,0,262
2014-2015,2620,2620,0,262
2014-2015,2620,2620,0,262
2014-2015,2630,2630,0,263
2014-2015,2630,2630,0,263
2014-2015,2630,2630,1,263
2014-2015,2630,2630,0,263
2014-2015,2640,2640,1,264
2014-2015,2640,2640,0,264
2014-2015,2640,2640,0,264
2014-2015,2650,2650,0,265
2014-2015,2650,2650,0,265
2014-2015,2670,2670,1,267
2014-2015,2670,2670,1,267
2014-2015,2670,2670,0,267
2014-2015,2680,2680,0,268
2014-2015,2690,2690,0,269
2014-2015,2720,2720,0,272
2014-2015,2720,2720,0,272
2014-2015,5050,5050,0,505
2014-2015,5060,5060,0,506
2014-2015,5060,5060,3,506
2014-2015,5070,5070,0,507
2014-2015,5070,5070,0,507
2014-2015,5070,5070,1,507
2014-2015,5080,5080,0,508
2014-2015,5080,5080,0,508
2014-2015,5080,5080,2,508
2014-2015,5090,5090,0,509
2014-2015,5090,5090,1,509
2014-2015,5150,5150,6,515
2014-2015,5150,5150,0,515
2014-2015,5160,5160,0,516
2014-2015,5160,5160,29,516
2014-2015,5160,5160,5,516
2014-2015,5160,5160,4,516
2014-2015,5160,5160,0,516
2014-2015,5170,5170,1,517
2014-2015,5210,5210,0,521
2014-2015,5210,5210,1,521
2014-2015,5210,5210,0,521
2014-2015,5210,5210,0,521
2014-2015,5230,5230,0,523
2014-2015,5250,5250,0,525
2014-2015,5260,5260,2,526
2014-2015,5330,5330,0,533
2014-2015,5330,5330,0,533
2014-2015,5330,5330,1,533
2014-2015,5350,5350,2,535
2014-2015,5350,5350,1,535
2014-2015,5370,5370,0,537
2014-2015,5370,5370,1,537
2014-2015,5390,5390,0,539
2014-2015,5390,5390,0,539
2014-2015,5400,5400,0,540
2014-2015,5400,5400,0,540
2014-2015,5400,5400,0,540
2014-2015,5410,5410,0,541
2014-2015,5410,5410,0,541
2014-2015,5410,5410,0,541
2014-2015,5410,5410,1,541
2014-2015,5420,5420,0,542
2014-2015,5420,5420,0,542
2014-2015,5420,5420,0,542
2014-2015,5430,5430,2,543
2014-2015,5430,5430,0,543
2014-2015,5430,5430,1,543
2014-2015,5430,5430,0,543
2014-2015,5440,5440,1,544
2014-2015,5440,5440,0,544
2014-2015,5480,5480,1,548
2014-2015,5480,5480,0,548
2014-2015,5480,5480,0,548
2014-2015,5490,5490,0,549
2014-2015,5490,5490,0,549
2014-2015,5490,5490,0,549
2014-2015,5490,5490,4,549
2014-2015,5490,5490,0,549
2014-2015,5490,5490,2,549
2014-2015,5500,5500,0,550
2014-2015,5510,5510,0,551
2014-2015,5520,5520,16,552
2014-2015,5520,5520,2,552
2014-2015,5520,5520,4,552
2014-2015,5530,5530,0,553
2014-2015,5550,5550,1,555
2014-2015,5550,5550,0,555
2014-2015,5550,5550,0,555
2014-2015,5560,5560,0,556
2014-2015,5560,5560,0,556
2014-2015,5560,5560,0,556
2014-2015,5590,5590,5,559
2014-2015,5590,5590,0,559
2014-2015,5600,5600,2,560
2014-2015,5610,5610,1,561
2014-2015,5620,5620,2,562
2014-2015,5620,5620,0,562
2014-2015,5620,5620,0,562
2014-2015,5660,5660,0,566
2014-2015,5660,5660,0,566
2014-2015,5660,5660,0,566
2014-2015,5660,5660,1,566
2014-2015,5680,5680,7,568
2014-2015,6010,6010,0,601
2014-2015,6030,6030,10,603
2014-2015,6030,6030,0,603
2014-2015,6040,6040,3,604
2014-2015,6090,6090,0,609
2014-2015,6090,6090,0,609
2014-2015,6090,6090,0,609
2014-2015,6090,6090,2,609
2014-2015,6100,6100,0,610
2014-2015,6200,6200,0,620
2014-2015,6210,6210,0,621
2014-2015,6220,6220,0,622
2014-2015,6230,6230,0,623
2014-2015,6230,6230,0,623
2014-2015,6230,6230,0,623
2014-2015,6250,6250,0,625
2014-2015,6250,6250,2,625
2014-2015,6250,6250,1,625
2014-2015,6260,6260,0,626
2014-2015,6260,6260,1,626
2014-2015,6260,6260,0,626
2014-2015,6270,6270,1,627
2014-2015,6310,6310,9,631
2014-2015,4020,4020,1,402
2014-2015,4020,4020,3,402
2014-2015,4020,4020,7,402
2014-2015,4030,4030,0,403
2014-2015,4030,4030,1,403
2014-2015,4030,4030,0,403
2014-2015,6310,6310,1,631
2014-2015,8300,8300,1,830
2014-2015,8300,8300,0,830
2014-2015,8310,8310,1,831
2014-2015,8310,8310,2,831
2014-2015,8320,8320,0,832
2014-2015,8320,8320,0,832
2014-2015,8320,8320,1,832
2014-2015,8340,8340,3,834
2014-2015,8350,8350,2,835
2014-2015,8350,8350,3,835
2014-2015,8360,8360,0,836
2014-2015,8370,8370,5,837
2014-2015,8370,8370,0,837
2014-2015,8380,8380,0,838
2014-2015,8390,8390,1,839
2014-2015,8390,8390,0,839
2014-2015,8390,8390,0,839
2014-2015,8400,8400,1,840
2014-2015,8400,8400,1,840
2014-2015,8410,8410,24,841
2014-2015,8420,8420,0,842
2014-2015,8420,8420,0,842
2014-2015,8420,8420,0,842
2014-2015,8420,8420,0,842
2014-2015,8420,8420,0,842
2014-2015,8430,8430,0,843
2014-2015,8430,8430,0,843
2014-2015,8430,8430,0,843
2014-2015,8430,8430,0,843
2014-2015,8440,8440,0,844
2014-2015,8440,8440,0,844
2014-2015,8560,8560,0,856
2014-2015,8560,8560,0,856
2014-2015,4030,4030,0,403
2014-2015,4060,4060,0,406
2014-2015,4060,4060,0,406
2014-2015,4060,4060,2,406
2014-2015,4140,4140,13,414
2014-2015,4140,4140,4,414
2014-2015,4140,4140,1,414
2014-2015,4140,4140,6,414
2014-2015,4220,4220,6,422
2014-2015,4220,4220,0,422
2014-2015,4220,4220,27,422
2014-2015,4220,4220,0,422
2014-2015,4240,4240,10,424
2014-2015,4240,4240,3,424
2014-2015,4270,4270,3,427
2014-2015,4280,4280,0,428
2014-2015,4280,4280,1,428
2014-2015,4280,4280,0,428
2014-2015,4300,4300,0,430
2014-2015,4300,4300,19,430
2014-2015,4300,4300,0,430
2014-2015,4300,4300,3,430
2014-2015,4320,4320,0,432
2014-2015,4320,4320,7,432
2014-2015,4320,4320,1,432
2014-2015,4320,4320,0,432
2014-2015,4350,4350,0,435
2014-2015,4350,4350,22,435
2014-2015,4350,4350,0,435
2014-2015,4350,4350,6,435
2014-2015,4370,4370,0,437
2014-2015,4370,4370,1,437
2014-2015,4380,4380,1,438
2014-2015,4380,4380,1,438
2014-2015,4440,4440,0,444
2014-2015,4440,4440,5,444
2014-2015,4440,4440,0,444
2014-2015,4440,4440,4,444
2014-2015,4460,4460,0,446
2014-2015,4460,4460,1,446
2014-2015,4460,4460,1,446
2014-2015,4460,4460,0,446
2014-2015,4470,4470,2,447
2014-2015,4480,4480,0,448
2014-2015,4480,4480,1,448
2014-2015,4480,4480,0,448
2014-2015,4530,4530,0,453
