month,station,datetime,obs_type,obs_value,TMAX_F,country_code
10,1,18651021,0,21,69,1
6,20,18650609,0,21,69,7
7,27,18650718,0,21,69,12
4,6,18650410,0,21,69,3
5,24,18650513,0,21,69,10
3,3,18650303,0,21,69,1
8,27,18650812,0,21,69,12
5,24,18650519,0,21,69,10
8,6,18650824,0,21,69,3
8,20,18650817,0,21,69,7
4,3,18650418,0,21,69,1
5,5,18650503,0,21,69,2
10,24,18651004,0,21,69,10
7,6,18650702,0,21,69,3
3,3,18650305,0,21,69,1
2,3,18650220,0,21,69,1
11,1,18651128,0,21,69,1
5,6,18650519,0,21,69,3
9,22,18650922,0,21,69,9
5,0,18650502,0,21,69,0
7,21,18650710,0,21,69,8
7,21,18650713,0,21,69,8
10,1,18651018,0,21,69,1
8,27,18650814,0,21,69,12
4,21,18650420,0,21,69,8
6,27,18650623,0,21,69,12
8,6,18650815,0,21,69,3
5,6,18650510,0,21,69,3
9,27,18650924,0,21,69,12
8,6,18650821,0,21,69,3
5,27,18650526,0,21,69,12
6,22,18650619,0,21,70,9
7,5,18650702,0,21,70,2
3,3,18650301,0,21,70,1
5,20,18650503,0,21,70,7
4,23,18650406,0,21,70,10
8,20,18650822,0,21,70,7
11,3,18651126,0,21,70,1
9,22,18650921,0,21,70,9
9,24,18650928,0,21,70,10
8,6,18650808,0,21,70,3
9,1,18650928,0,21,70,1
8,6,18650816,0,21,70,3
8,1,18650830,0,21,70,1
3,3,18650320,0,21,70,1
4,6,18650415,0,21,70,3
4,24,18650410,0,21,70,10
4,23,18650430,0,21,70,10
9,6,18650922,0,21,70,3
9,6,18650927,0,21,70,3
8,6,18650819,0,21,70,3
8,3,18650826,0,21,70,1
8,21,18650823,0,21,70,8
5,21,18650526,0,21,70,8
4,21,18650414,0,21,70,8
8,21,18650807,0,21,70,8
8,20,18650826,0,21,70,7
1,3,18650118,0,21,70,1
3,3,18650307,0,21,70,1
5,21,18650511,0,21,70,8
1,3,18650131,0,21,70,1
11,0,18651111,0,21,70,0
9,21,18650914,0,21,70,8
5,22,18650508,0,21,70,9
10,0,18651020,0,21,70,0
7,19,18650720,0,21,70,6
9,28,18650919,0,21,70,13
2,4,18650222,0,21,70,1
10,28,18651016,0,21,70,13
5,22,18650511,0,21,70,9
9,16,18650909,0,21,70,4
6,26,18650617,0,21,70,12
6,2,18650626,0,21,70,1
4,19,18650429,0,21,70,6
9,13,18650909,0,21,70,4
5,1,18650512,0,21,70,1
6,16,18650609,0,21,70,4
10,3,18651027,0,21,70,1
9,13,18650921,0,21,70,4
9,5,18650928,0,21,70,2
11,4,18651107,0,21,70,1
9,16,18650920,0,21,70,4
4,4,18650415,0,21,70,1
5,22,18650526,0,21,70,9
9,26,18650913,0,21,70,12
3,4,18650330,0,21,70,1
8,16,18650829,0,21,70,4
3,4,18650320,0,21,70,1
2,3,18650203,0,21,70,1
11,3,18651122,0,21,70,1
6,26,18650609,0,21,70,12
6,19,18650602,0,21,70,6
3,4,18650325,0,21,70,1
1,4,18650128,0,21,70,1
1,4,18650121,0,21,70,1
7,16,18650721,0,21,70,4
8,21,18650824,0,21,70,8
2,4,18650205,0,21,70,1
5,3,18650508,0,21,70,1
6,16,18650605,0,21,70,4
3,4,18650301,0,21,70,1
4,27,18650427,0,21,70,12
5,19,18650531,0,21,70,6
7,19,18650727,0,21,70,6
4,4,18650427,0,21,70,1
10,28,18651017,0,21,70,13
10,16,18651007,0,21,70,4
2,4,18650228,0,21,70,1
9,16,18650924,0,21,70,4
2,1,18650201,0,21,70,1
1,4,18650107,0,21,70,1
2,4,18650226,0,21,70,1
8,26,18650820,0,21,70,12
9,4,18650901,0,21,70,1
7,19,18650725,0,21,70,6
9,19,18650927,0,21,70,6
1,4,18650105,0,21,70,1
10,28,18651023,0,21,70,13
2,4,18650225,0,21,70,1
3,4,18650308,0,21,70,1
5,19,18650522,0,21,70,6
1,4,18650125,0,21,70,1
9,26,18650917,0,21,70,12
8,16,18650817,0,21,70,4
2,4,18650221,0,21,70,1
6,26,18650622,0,21,70,12
4,19,18650422,0,21,70,6
1,4,18650115,0,21,70,1
1,4,18650113,0,21,70,1
1,4,18650130,0,21,70,1
9,16,18650923,0,21,70,4
10,28,18651012,0,21,70,13
5,24,18650502,0,21,70,10
3,4,18650306,0,21,70,1
2,4,18650202,0,21,70,1
11,28,18651117,0,21,70,13
9,21,18650918,0,21,70,8
4,27,18650422,0,21,70,12
4,4,18650416,0,21,70,1
1,4,18650102,0,21,70,1
9,19,18650925,0,21,70,6
5,6,18650514,0,21,70,3
4,3,18650423,0,21,70,1
2,3,18650207,0,21,70,1
10,28,18651002,0,21,70,13
7,19,18650707,0,21,70,6
4,4,18650403,0,21,70,1
9,22,18650914,0,21,70,9
6,21,18650603,0,21,70,8
1,4,18650106,0,21,70,1
12,4,18651204,0,21,70,1
3,3,18650308,0,21,70,1
6,6,18650604,0,21,70,3
7,27,18650727,0,21,70,12
4,1,18650425,0,21,70,1
9,1,18650907,0,21,70,1
4,3,18650426,0,21,70,1
10,1,18651014,0,21,70,1
2,1,18650220,0,21,70,1
7,27,18650707,0,21,70,12
9,6,18650925,0,21,70,3
4,27,18650408,0,21,70,12
6,27,18650618,0,21,70,12
11,1,18651125,0,21,70,1
12,3,18651210,0,21,70,1
8,1,18650831,0,21,70,1
10,1,18651030,0,21,70,1
3,3,18650323,0,21,70,1
8,6,18650825,0,21,70,3
8,27,18650805,0,21,70,12
9,22,18650923,0,21,70,9
9,21,18650923,0,21,70,8
6,5,18650607,0,21,70,2
6,5,18650616,0,21,70,2
7,27,18650719,0,21,70,12
9,22,18650926,0,21,70,9
8,27,18650825,0,21,70,12
6,27,18650606,0,21,70,12
10,1,18651025,0,21,70,1
9,5,18650929,0,21,70,2
12,3,18651228,0,21,70,1
9,1,18650916,0,21,70,1
7,22,18650711,0,21,70,9
9,6,18650919,0,21,70,3
8,27,18650804,0,21,70,12
8,3,18650821,0,21,70,1
7,27,18650706,0,21,70,12
9,6,18650918,0,21,70,3
5,6,18650502,0,21,70,3
10,23,18651012,0,21,70,10
1,3,18650119,0,21,70,1
5,5,18650518,0,21,70,2
1,3,18650107,0,21,70,1
1,3,18650105,0,21,70,1
5,27,18650524,0,21,70,12
5,21,18650513,0,21,70,8
4,24,18650414,0,21,70,10
9,6,18650913,0,21,70,3
8,27,18650823,0,21,70,12
5,21,18650531,0,21,70,8
9,6,18650912,0,21,70,3
10,5,18651019,0,21,70,2
9,21,18650904,0,21,70,8
5,6,18650525,0,21,70,3
9,27,18650908,0,21,71,12
4,5,18650413,0,21,71,2
3,1,18650331,0,21,71,1
9,22,18650928,0,21,71,9
6,21,18650610,0,21,71,8
4,21,18650419,0,21,71,8
6,20,18650610,0,21,71,7
8,5,18650820,0,21,71,2
9,5,18650920,0,21,71,2
8,27,18650821,0,21,71,12
6,27,18650616,0,21,71,12
6,22,18650603,0,21,71,9
4,21,18650424,0,21,71,8
8,22,18650823,0,21,71,9
4,1,18650427,0,22,71,1
8,6,18650807,0,22,71,3
6,21,18650619,0,22,71,8
1,1,18650112,0,22,71,1
5,0,18650501,0,22,71,0
10,0,18651016,0,22,71,0
9,24,18650927,0,22,71,10
1,1,18650113,0,22,71,1
6,20,18650623,0,22,71,7
11,0,18651124,0,22,71,0
6,22,18650622,0,22,71,9
10,0,18651030,0,22,71,0
10,0,18651021,0,22,71,0
4,0,18650420,0,22,71,0
9,5,18650918,0,22,71,2
10,23,18651002,0,22,71,10
6,20,18650601,0,22,71,7
6,0,18650621,0,22,71,0
8,5,18650826,0,22,71,2
5,0,18650508,0,22,71,0
6,22,18650620,0,22,71,9
1,3,18650130,0,22,71,1
6,0,18650610,0,22,71,0
5,23,18650502,0,22,71,10
10,0,18651026,0,22,71,0
5,20,18650511,0,22,71,7
9,21,18650903,0,22,71,8
7,6,18650728,0,22,71,3
9,20,18650914,0,22,71,7
4,21,18650418,0,22,71,8
9,5,18650915,0,22,71,2
4,1,18650402,0,22,71,1
5,20,18650525,0,22,71,7
11,1,18651104,0,22,71,1
4,27,18650425,0,22,71,12
5,24,18650524,0,22,71,10
8,27,18650818,0,22,71,12
8,1,18650829,0,22,71,1
8,5,18650817,0,22,71,2
10,27,18651002,0,22,71,12
5,13,18650522,0,22,71,4
5,2,18650527,0,22,71,1
4,4,18650426,0,22,71,1
10,16,18651010,0,22,71,4
5,2,18650509,0,22,71,1
5,1,18650508,0,22,71,1
6,26,18650605,0,22,71,12
7,16,18650722,0,22,71,4
8,28,18650824,0,22,71,13
5,19,18650523,0,22,71,6
3,1,18650312,0,22,71,1
1,4,18650129,0,22,71,1
6,13,18650609,0,22,71,4
6,19,18650603,0,22,71,6
8,13,18650816,0,22,71,4
5,2,18650513,0,22,71,1
3,3,18650306,0,22,71,1
6,26,18650608,0,22,71,12
7,26,18650724,0,22,71,12
10,27,18651001,0,22,71,12
5,16,18650529,0,22,71,4
6,19,18650605,0,22,71,6
5,16,18650520,0,22,71,4
5,13,18650515,0,22,71,4
8,26,18650821,0,22,71,12
8,26,18650825,0,22,71,12
8,26,18650826,0,22,71,12
5,26,18650521,0,22,71,12
12,1,18651211,0,22,71,1
11,3,18651114,0,22,71,1
9,6,18650902,0,22,71,3
6,16,18650623,0,22,71,4
11,3,18651115,0,22,71,1
6,2,18650624,0,22,71,1
6,26,18650627,0,22,71,12
9,26,18650904,0,22,71,12
7,13,18650712,0,22,71,4
9,26,18650918,0,22,71,12
9,26,18650926,0,22,71,12
9,26,18650909,0,22,71,12
7,19,18650706,0,22,71,6
9,26,18650907,0,22,71,12
9,26,18650901,0,22,71,12
10,0,18651031,0,22,71,0
6,16,18650622,0,22,71,4
7,26,18650703,0,22,71,12
7,16,18650702,0,22,71,4
9,16,18650922,0,22,71,4
9,26,18650910,0,22,71,12
12,4,18651209,0,22,71,1
2,3,18650209,0,22,71,1
9,16,18650925,0,22,71,4
4,19,18650423,0,22,71,6
9,19,18650926,0,22,71,6
5,5,18650512,0,22,71,2
3,3,18650322,0,22,71,1
4,0,18650429,0,22,71,0
7,27,18650716,0,22,71,12
4,23,18650423,0,22,71,10
8,27,18650827,0,22,71,12
8,6,18650822,0,22,71,3
6,5,18650617,0,22,71,2
6,6,18650628,0,22,71,3
9,22,18650903,0,22,71,9
4,21,18650425,0,22,71,8
6,21,18650609,0,22,71,8
7,22,18650704,0,22,71,9
4,5,18650424,0,22,71,2
4,24,18650423,0,22,71,10
9,5,18650930,0,22,71,2
12,1,18651217,0,22,71,1
5,27,18650528,0,22,71,12
5,27,18650519,0,22,71,12
4,27,18650421,0,22,71,12
8,27,18650819,0,22,71,12
4,3,18650424,0,22,71,1
6,27,18650603,0,22,71,12
9,22,18650917,0,22,71,9
2,3,18650211,0,22,71,1
8,6,18650826,0,22,71,3
8,27,18650806,0,22,71,12
2,3,18650204,0,22,71,1
9,1,18650926,0,22,71,1
4,23,18650414,0,22,71,10
8,22,18650803,0,22,71,9
1,3,18650122,0,22,71,1
9,23,18650929,0,22,71,10
4,23,18650420,0,22,71,10
6,22,18650630,0,22,71,9
8,27,18650820,0,22,71,12
9,23,18650930,0,22,71,10
6,5,18650620,0,22,71,2
1,1,18650111,0,22,71,1
9,27,18650918,0,22,71,12
9,27,18650909,0,22,71,12
3,1,18650302,0,22,72,1
7,27,18650722,0,22,72,12
10,0,18651014,0,22,72,0
5,27,18650504,0,22,72,12
11,0,18651109,0,22,72,0
6,0,18650603,0,22,72,0
6,21,18650620,0,22,72,8
6,0,18650609,0,22,72,0
6,0,18650601,0,22,72,0
6,0,18650620,0,22,72,0
6,6,18650602,0,22,72,3
9,20,18650903,0,22,72,7
5,0,18650527,0,22,72,0
7,21,18650711,0,22,72,8
6,20,18650604,0,22,72,7
5,22,18650503,0,22,72,9
6,0,18650608,0,22,72,0
11,0,18651110,0,22,72,0
10,0,18651028,0,22,72,0
12,1,18651227,0,22,72,1
4,5,18650428,0,22,72,2
10,0,18651012,0,22,72,0
9,5,18650901,0,22,72,2
6,0,18650607,0,22,72,0
6,0,18650606,0,22,72,0
6,5,18650623,0,22,72,2
5,22,18650527,0,22,72,9
9,21,18650926,0,22,72,8
1,3,18650124,0,22,72,1
10,3,18651008,0,22,72,1
9,21,18650927,0,22,72,8
8,20,18650825,0,22,72,7
4,1,18650428,0,22,72,1
11,3,18651113,0,22,72,1
9,27,18650916,0,22,72,12
7,27,18650705,0,22,72,12
4,19,18650428,0,22,72,6
1,4,18650127,0,22,72,1
10,1,18651023,0,22,72,1
5,26,18650522,0,22,72,12
7,6,18650730,0,22,72,3
8,28,18650823,0,22,72,13
2,3,18650221,0,22,72,1
5,13,18650529,0,22,72,4
4,1,18650410,0,22,72,1
12,4,18651208,0,22,72,1
6,13,18650621,0,22,72,4
1,3,18650111,0,22,72,1
4,1,18650404,0,22,72,1
7,16,18650710,0,22,72,4
8,13,18650821,0,22,72,4
5,26,18650523,0,22,72,12
5,16,18650530,0,22,72,4
2,1,18650209,0,22,72,1
9,26,18650906,0,22,72,12
2,4,18650223,0,22,72,1
5,19,18650524,0,22,72,6
1,1,18650116,0,22,72,1
7,26,18650705,0,22,72,12
4,19,18650424,0,22,72,6
3,1,18650307,0,22,72,1
7,20,18650704,0,22,72,7
3,4,18650307,0,22,72,1
7,26,18650714,0,22,72,12
6,26,18650613,0,22,72,12
9,3,18650926,0,22,72,1
10,4,18651004,0,22,72,1
12,4,18651212,0,22,72,1
1,4,18650101,0,22,72,1
6,26,18650626,0,22,72,12
6,6,18650608,0,22,72,3
8,16,18650830,0,22,72,4
7,19,18650723,0,22,72,6
9,6,18650928,0,22,72,3
7,16,18650701,0,22,72,4
8,16,18650827,0,22,72,4
6,2,18650623,0,22,72,1
7,26,18650725,0,22,72,12
7,13,18650708,0,22,72,4
11,4,18651128,0,22,72,1
6,20,18650603,0,22,72,7
4,3,18650416,0,22,72,1
10,28,18651013,0,22,72,13
6,19,18650604,0,22,72,6
2,4,18650206,0,22,72,1
6,26,18650604,0,22,72,12
10,4,18651006,0,22,72,1
9,28,18650923,0,22,72,13
9,26,18650915,0,22,72,12
5,13,18650520,0,22,72,4
4,23,18650418,0,22,72,10
8,22,18650814,0,22,72,9
1,3,18650117,0,22,72,1
5,6,18650507,0,22,72,3
5,22,18650520,0,22,72,9
12,1,18651208,0,22,72,1
10,5,18651001,0,22,72,2
8,5,18650815,0,22,72,2
3,1,18650306,0,22,72,1
9,22,18650927,0,22,72,9
6,5,18650605,0,22,72,2
7,27,18650728,0,22,72,12
12,1,18651206,0,22,72,1
4,5,18650414,0,22,72,2
7,22,18650729,0,22,72,9
10,24,18651003,0,22,72,10
2,1,18650211,0,22,72,1
3,3,18650316,0,22,72,1
9,3,18650916,0,22,72,1
5,23,18650521,0,22,72,10
8,21,18650815,0,22,72,8
3,1,18650309,0,22,72,1
9,23,18650926,0,22,72,10
2,3,18650217,0,22,72,1
12,1,18651212,0,22,72,1
4,23,18650417,0,22,72,10
4,6,18650416,0,22,72,3
11,1,18651105,0,22,72,1
6,21,18650622,0,22,72,8
3,1,18650308,0,22,72,1
5,21,18650503,0,22,72,8
6,27,18650609,0,22,72,12
4,23,18650410,0,22,72,10
8,1,18650826,0,22,72,1
10,1,18651008,0,22,72,1
7,6,18650724,0,22,72,3
4,24,18650412,0,22,72,10
11,1,18651106,0,22,72,1
6,27,18650612,0,22,72,12
8,27,18650831,0,22,72,12
9,1,18650924,0,22,72,1
8,21,18650826,0,22,72,8
6,0,18650617,0,22,72,0
5,0,18650531,0,22,72,0
12,1,18651204,0,22,72,1
9,27,18650917,0,22,72,12
5,0,18650510,0,22,72,0
6,0,18650602,0,22,72,0
5,0,18650529,0,22,72,0
9,27,18650904,0,22,72,12
7,5,18650703,0,22,72,2
5,23,18650512,0,22,72,10
7,21,18650704,0,22,72,8
8,23,18650807,0,22,72,10
9,27,18650925,0,22,72,12
5,23,18650518,0,22,72,10
8,22,18650810,0,22,72,9
9,21,18650911,0,22,72,8
6,5,18650629,0,22,72,2
10,1,18651022,0,23,73,1
7,27,18650720,0,23,73,12
7,6,18650729,0,23,73,3
6,22,18650623,0,23,73,9
11,1,18651115,0,23,73,1
4,1,18650414,0,23,73,1
8,20,18650814,0,23,73,7
5,6,18650509,0,23,73,3
8,5,18650818,0,23,73,2
5,24,18650501,0,23,73,10
9,24,18650930,0,23,73,10
8,6,18650809,0,23,73,3
3,3,18650315,0,23,73,1
6,6,18650601,0,23,73,3
6,6,18650605,0,23,73,3
4,6,18650427,0,23,73,3
7,20,18650710,0,23,73,7
9,20,18650917,0,23,73,7
9,6,18650921,0,23,73,3
4,6,18650419,0,23,73,3
12,3,18651215,0,23,73,1
7,27,18650708,0,23,73,12
9,6,18650920,0,23,73,3
11,1,18651117,0,23,73,1
1,3,18650126,0,23,73,1
7,19,18650703,0,23,73,6
6,26,18650630,0,23,73,12
8,13,18650812,0,23,73,4
3,4,18650321,0,23,73,1
6,21,18650630,0,23,73,8
7,19,18650724,0,23,73,6
8,13,18650829,0,23,73,4
1,1,18650130,0,23,73,1
6,19,18650630,0,23,73,6
8,1,18650821,0,23,73,1
5,16,18650516,0,23,73,4
8,6,18650814,0,23,73,3
9,13,18650928,0,23,73,4
6,26,18650606,0,23,73,12
4,1,18650419,0,23,73,1
8,20,18650815,0,23,73,7
4,19,18650425,0,23,73,6
10,1,18651028,0,23,73,1
7,16,18650717,0,23,73,4
6,5,18650625,0,23,73,2
3,1,18650325,0,23,73,1
9,6,18650926,0,23,73,3
3,4,18650329,0,23,73,1
3,4,18650310,0,23,73,1
12,4,18651231,0,23,73,1
6,6,18650607,0,23,73,3
6,19,18650625,0,23,73,6
12,1,18651226,0,23,73,1
6,19,18650606,0,23,73,6
10,4,18651025,0,23,73,1
10,1,18651031,0,23,73,1
7,16,18650705,0,23,73,4
9,21,18650921,0,23,73,8
7,13,18650710,0,23,73,4
7,22,18650731,0,23,73,9
7,26,18650706,0,23,73,12
9,13,18650922,0,23,73,4
5,21,18650527,0,23,73,8
4,1,18650422,0,23,73,1
12,4,18651226,0,23,73,1
9,28,18650918,0,23,73,13
9,6,18650903,0,23,73,3
9,5,18650903,0,23,73,2
7,21,18650729,0,23,73,8
9,1,18650923,0,23,73,1
12,1,18651207,0,23,73,1
5,13,18650530,0,23,73,4
7,19,18650726,0,23,73,6
7,16,18650709,0,23,73,4
9,16,18650929,0,23,73,4
7,16,18650712,0,23,73,4
9,26,18650905,0,23,73,12
3,4,18650303,0,23,73,1
6,16,18650603,0,23,73,4
5,6,18650503,0,23,73,3
7,27,18650713,0,23,73,12
10,24,18651001,0,23,73,10
8,6,18650820,0,23,73,3
9,21,18650928,0,23,73,8
9,6,18650915,0,23,73,3
9,21,18650922,0,23,73,8
6,6,18650620,0,23,73,3
10,23,18651001,0,23,73,10
2,1,18650202,0,23,73,1
9,0,18650929,0,23,73,0
8,22,18650802,0,23,73,9
5,23,18650501,0,23,73,10
9,27,18650905,0,23,73,12
5,6,18650504,0,23,73,3
10,0,18651019,0,23,73,0
8,22,18650829,0,23,73,9
10,0,18651011,0,23,73,0
4,6,18650418,0,23,73,3
8,20,18650821,0,23,73,7
9,22,18650911,0,23,73,9
10,0,18651018,0,23,73,0
8,5,18650804,0,23,73,2
11,0,18651125,0,23,73,0
6,0,18650612,0,23,73,0
4,6,18650420,0,23,73,3
6,27,18650624,0,23,73,12
7,5,18650712,0,23,73,2
10,0,18651027,0,23,73,0
4,24,18650413,0,23,73,10
8,21,18650816,0,23,73,8
9,6,18650914,0,23,73,3
7,21,18650728,0,23,73,8
7,20,18650711,0,23,73,7
6,0,18650616,0,23,73,0
10,0,18651017,0,23,73,0
6,0,18650615,0,23,73,0
8,27,18650826,0,23,73,12
5,24,18650506,0,23,74,10
8,27,18650808,0,23,74,12
4,6,18650422,0,23,74,3
5,24,18650512,0,23,74,10
11,1,18651118,0,23,74,1
9,1,18650922,0,23,74,1
5,22,18650510,0,23,74,9
4,5,18650425,0,23,74,2
9,24,18650929,0,23,74,10
7,6,18650725,0,23,74,3
10,1,18651011,0,23,74,1
2,1,18650212,0,23,74,1
1,1,18650103,0,23,74,1
1,3,18650128,0,23,74,1
6,0,18650622,0,23,74,0
2,1,18650221,0,23,74,1
2,1,18650208,0,23,74,1
10,3,18651030,0,23,74,1
4,19,18650427,0,23,74,6
4,20,18650414,0,23,74,7
4,20,18650425,0,23,74,7
4,19,18650426,0,23,74,6
3,1,18650311,0,23,74,1
4,4,18650404,0,23,74,1
3,1,18650321,0,23,74,1
3,3,18650321,0,23,74,1
8,16,18650813,0,23,74,4
9,1,18650925,0,23,74,1
9,16,18650916,0,23,74,4
11,4,18651121,0,23,74,1
8,16,18650816,0,23,74,4
6,21,18650623,0,23,74,8
12,4,18651205,0,23,74,1
12,4,18651213,0,23,74,1
6,13,18650608,0,23,74,4
6,16,18650621,0,23,74,4
11,1,18651126,0,23,74,1
9,26,18650902,0,23,74,12
5,16,18650517,0,23,74,4
10,3,18651009,0,23,74,1
12,3,18651220,0,23,74,1
10,28,18651007,0,23,74,13
7,19,18650704,0,23,74,6
10,24,18651002,0,23,74,10
12,4,18651229,0,23,74,1
7,26,18650704,0,23,74,12
9,28,18650920,0,23,74,13
9,5,18650904,0,23,74,2
6,16,18650606,0,23,74,4
11,3,18651108,0,23,74,1
8,16,18650818,0,23,74,4
8,13,18650825,0,23,74,4
7,26,18650702,0,23,74,12
12,3,18651231,0,23,74,1
7,26,18650723,0,23,74,12
7,6,18650723,0,23,74,3
1,3,18650116,0,23,74,1
7,26,18650722,0,23,74,12
7,6,18650722,0,23,74,3
7,20,18650701,0,23,74,7
7,13,18650721,0,23,74,4
2,1,18650213,0,23,74,1
9,13,18650929,0,23,74,4
7,19,18650702,0,23,74,6
3,4,18650309,0,23,74,1
12,4,18651207,0,23,74,1
8,0,18650819,0,23,74,0
8,20,18650824,0,23,74,7
3,3,18650309,0,23,74,1
8,21,18650802,0,23,74,8
12,1,18651205,0,23,74,1
5,27,18650522,0,23,74,12
5,23,18650508,0,23,74,10
4,23,18650411,0,23,74,10
8,5,18650823,0,23,74,2
4,23,18650413,0,23,74,10
10,1,18651024,0,23,74,1
5,23,18650516,0,23,74,10
5,27,18650521,0,23,74,12
5,6,18650526,0,23,74,3
4,6,18650424,0,23,74,3
11,1,18651110,0,23,74,1
5,23,18650507,0,23,74,10
5,6,18650520,0,23,74,3
8,6,18650813,0,23,74,3
11,1,18651107,0,24,74,1
6,0,18650614,0,24,74,0
6,0,18650613,0,24,74,0
1,3,18650125,0,24,74,1
6,27,18650604,0,24,74,12
4,6,18650421,0,24,74,3
10,0,18651005,0,24,74,0
6,0,18650623,0,24,74,0
4,23,18650421,0,24,74,10
5,21,18650508,0,24,74,8
8,24,18650831,0,24,74,10
5,22,18650514,0,24,74,9
5,24,18650514,0,24,74,10
10,0,18651013,0,24,74,0
6,23,18650616,0,24,74,10
8,21,18650801,0,24,74,8
6,0,18650624,0,24,74,0
5,0,18650506,0,24,74,0
10,0,18651007,0,24,74,0
10,0,18651006,0,24,74,0
6,23,18650617,0,24,74,10
9,5,18650905,0,24,74,2
4,27,18650426,0,24,74,12
9,20,18650905,0,24,74,7
7,21,18650731,0,24,74,8
8,22,18650827,0,24,74,9
9,6,18650910,0,24,74,3
8,21,18650810,0,24,74,8
8,20,18650810,0,24,74,7
5,6,18650528,0,24,74,3
9,27,18650910,0,24,74,12
8,20,18650816,0,24,74,7
5,27,18650525,0,24,74,12
6,27,18650614,0,24,74,12
5,20,18650514,0,24,74,7
10,1,18651026,0,24,75,1
7,6,18650731,0,24,75,3
4,1,18650408,0,24,75,1
6,6,18650606,0,24,75,3
12,3,18651201,0,24,75,1
9,6,18650909,0,24,75,3
5,6,18650505,0,24,75,3
9,3,18650901,0,24,75,1
10,3,18651014,0,24,75,1
6,27,18650613,0,24,75,12
11,1,18651109,0,24,75,1
9,21,18650917,0,24,75,8
5,5,18650525,0,24,75,2
8,22,18650816,0,24,75,9
9,27,18650911,0,24,75,12
5,20,18650531,0,24,75,7
8,1,18650827,0,24,75,1
6,5,18650622,0,24,75,2
8,5,18650809,0,24,75,2
6,6,18650622,0,24,75,3
6,27,18650605,0,24,75,12
8,22,18650815,0,24,75,9
5,20,18650508,0,24,75,7
4,23,18650416,0,24,75,10
7,6,18650703,0,24,75,3
10,0,18651023,0,24,75,0
4,24,18650429,0,24,75,10
11,4,18651110,0,24,75,1
8,20,18650827,0,24,75,7
6,16,18650626,0,24,75,4
2,1,18650219,0,24,75,1
7,16,18650729,0,24,75,4
6,19,18650627,0,24,75,6
8,5,18650827,0,24,75,2
8,16,18650801,0,24,75,4
12,4,18651230,0,24,75,1
2,1,18650217,0,24,75,1
7,6,18650709,0,24,75,3
9,26,18650914,0,24,75,12
11,4,18651129,0,24,75,1
7,13,18650701,0,24,75,4
7,16,18650703,0,24,75,4
7,26,18650701,0,24,75,12
9,27,18650902,0,24,75,12
10,4,18651026,0,24,75,1
7,13,18650724,0,24,75,4
4,4,18650407,0,24,75,1
8,13,18650810,0,24,75,4
1,4,18650126,0,24,75,1
8,16,18650804,0,24,75,4
11,1,18651108,0,24,75,1
6,19,18650610,0,24,75,6
6,26,18650616,0,24,75,12
7,16,18650724,0,24,75,4
8,13,18650804,0,24,75,4
2,4,18650227,0,24,75,1
6,19,18650608,0,24,75,6
6,16,18650608,0,24,75,4
6,19,18650623,0,24,75,6
8,16,18650807,0,24,75,4
1,3,18650101,0,24,75,1
9,13,18650915,0,24,75,4
1,1,18650125,0,24,75,1
6,2,18650622,0,24,75,1
4,3,18650427,0,24,75,1
3,1,18650320,0,24,75,1
8,13,18650817,0,24,75,4
6,13,18650613,0,24,75,4
9,13,18650918,0,24,75,4
6,2,18650621,0,24,75,1
4,4,18650405,0,24,75,1
8,13,18650808,0,24,75,4
6,5,18650601,0,24,75,2
5,5,18650527,0,24,75,2
10,0,18651010,0,24,75,0
9,24,18650926,0,24,75,10
7,27,18650701,0,24,75,12
6,23,18650604,0,24,75,10
9,23,18650924,0,24,75,10
4,5,18650415,0,24,75,2
9,5,18650914,0,24,75,2
8,6,18650811,0,24,75,3
5,23,18650506,0,24,75,10
4,6,18650423,0,24,75,3
9,23,18650925,0,24,75,10
2,1,18650210,0,24,75,1
1,1,18650123,0,24,75,1
5,21,18650506,0,24,75,8
6,5,18650621,0,24,75,2
12,1,18651224,0,24,75,1
6,27,18650626,0,24,75,12
8,5,18650824,0,24,75,2
2,3,18650218,0,24,75,1
1,1,18650106,0,24,75,1
1,1,18650124,0,24,75,1
5,23,18650524,0,24,75,10
5,5,18650513,0,24,75,2
7,6,18650713,0,24,76,3
4,24,18650411,0,24,76,10
8,6,18650812,0,24,76,3
7,6,18650707,0,24,76,3
5,20,18650506,0,24,76,7
7,27,18650702,0,24,76,12
9,27,18650919,0,24,76,12
3,1,18650319,0,24,76,1
1,1,18650118,0,24,76,1
1,1,18650104,0,24,76,1
9,27,18650912,0,24,76,12
9,6,18650916,0,24,76,3
8,5,18650808,0,24,76,2
9,3,18650920,0,24,76,1
4,1,18650416,0,24,76,1
1,3,18650110,0,24,76,1
5,5,18650507,0,24,76,2
9,0,18650928,0,24,76,0
9,27,18650906,0,24,76,12
7,5,18650704,0,24,76,2
9,6,18650904,0,24,76,3
11,3,18651116,0,24,76,1
4,23,18650419,0,24,76,10
5,20,18650527,0,24,76,7
4,24,18650428,0,24,76,10
5,22,18650529,0,24,76,9
12,1,18651213,0,24,76,1
8,1,18650822,0,24,76,1
9,27,18650901,0,24,76,12
4,3,18650417,0,24,76,1
8,16,18650821,0,24,76,4
7,13,18650725,0,24,76,4
1,1,18650120,0,24,76,1
8,16,18650808,0,24,76,4
7,6,18650726,0,24,76,3
8,13,18650818,0,24,76,4
8,13,18650807,0,24,76,4
