country_code,station,datetime,obs_type,obs_value,TMAX_F,month
ASN,4,680709,1,21,70,9
GM,22,680707,1,21,70,9
ITE,24,680712,1,21,70,9
AU,6,680694,1,21,70,9
UK,28,680610,1,21,70,6
ITE,25,680576,1,21,70,5
ASN,4,680571,1,21,70,5
UK,28,680556,1,21,70,4
ASN,4,680570,1,21,70,5
ITE,24,680582,1,21,70,5
ASN,2,680504,1,21,70,2
UK,27,680671,1,21,70,8
ASN,4,680482,1,21,70,2
UK,28,680697,1,21,70,9
AU,6,680619,1,21,70,6
ASN,4,680769,1,21,70,11
UK,28,680659,1,21,71,7
GM,22,680651,1,21,71,7
ASN,4,680447,1,21,71,1
ASN,2,680558,1,21,71,4
GME,23,680585,1,21,71,5
ASN,2,680771,1,21,71,11
AGE,1,680731,1,22,71,10
BE,7,680652,1,22,71,7
ASN,4,680794,1,22,71,12
GME,23,680563,1,22,71,4
EZE,21,680680,1,22,71,8
GME,23,680586,1,22,71,5
GM,22,680644,1,22,71,7
AU,6,680634,1,22,71,7
AGE,1,680730,1,22,71,10
AGE,1,680741,1,22,71,10
AGE,1,680553,1,22,71,4
BE,7,680621,1,22,71,6
GM,22,680563,1,22,71,4
ITE,25,680561,1,22,71,4
BE,7,680688,1,22,71,8
EZE,21,680579,1,22,71,5
AGE,1,680544,1,22,71,4
AGE,1,680581,1,22,71,5
EZE,21,680632,1,22,71,7
AU,6,680590,1,22,71,5
ASN,2,680775,1,22,71,11
AU,6,680633,1,22,71,7
EZE,21,680582,1,22,71,5
GME,23,680658,1,22,71,7
ASN,2,680776,1,22,71,11
ASN,2,680752,1,22,71,11
GME,23,680588,1,22,71,5
BE,7,680698,1,22,71,9
ITE,25,680598,1,22,71,5
GME,23,680666,1,22,71,8
ASN,2,680717,1,22,71,9
ASN,2,680798,1,22,71,12
ASN,2,680545,1,22,71,4
ASN,2,680510,1,22,71,3
EIE,20,680607,1,22,71,6
EZE,21,680598,1,22,71,5
ASN,2,680560,1,22,71,4
CA,17,680693,1,22,71,9
CA,17,680612,1,22,71,6
CA,17,680691,1,22,71,9
ASN,4,680805,1,22,71,12
CA,17,680694,1,22,71,9
ASN,4,680512,1,22,71,3
CA,17,680607,1,22,71,6
ASN,4,680481,1,22,71,2
ASN,4,680496,1,22,71,2
BE,7,680620,1,22,71,6
ITE,25,680613,1,22,71,6
ASN,2,680533,1,22,71,3
EIE,20,680593,1,22,71,5
CA,17,680677,1,22,71,8
UK,27,680583,1,22,71,5
ASN,2,680795,1,22,71,12
ASN,5,680548,1,22,71,4
CA,17,680625,1,22,71,6
CA,17,680573,1,22,71,5
ASN,2,680687,1,22,71,8
EZE,21,680669,1,22,71,8
ASN,2,680573,1,22,71,5
EIE,20,680636,1,22,71,7
EIE,20,680567,1,22,71,4
ASN,4,680474,1,22,71,1
ITE,25,680703,1,22,71,9
CA,17,680635,1,22,71,7
ASN,2,680552,1,22,71,4
ASN,4,680479,1,22,71,2
BE,7,680612,1,22,71,6
UK,27,680672,1,22,71,8
GM,22,680701,1,22,71,9
ASN,2,680532,1,22,71,3
ITE,25,680608,1,22,71,6
BE,7,680615,1,22,71,6
UK,28,680605,1,22,71,6
BE,7,680668,1,22,71,8
ASN,2,680787,1,22,71,12
ASN,4,680715,1,22,71,9
ASN,4,680764,1,22,71,11
ASN,2,680712,1,22,71,9
GME,23,680674,1,22,71,8
ASN,2,680492,1,22,71,2
UK,28,680673,1,22,71,8
UK,27,680648,1,22,71,7
GM,22,680689,1,22,71,8
ASN,2,680575,1,22,71,5
GME,23,680651,1,22,71,7
AU,6,680597,1,22,71,5
EZE,21,680586,1,22,71,5
ASN,4,680451,1,22,71,1
GME,23,680631,1,22,71,7
GME,23,680645,1,22,71,7
UK,28,680639,1,22,71,7
EZE,21,680644,1,22,71,7
ASN,4,680716,1,22,71,9
ASN,2,680744,1,22,71,10
ASN,2,680574,1,22,71,5
AU,6,680713,1,22,71,9
BE,7,680705,1,22,71,9
ASN,2,680811,1,22,71,12
AGE,1,680612,1,22,72,6
ASN,2,680511,1,22,72,3
AGE,1,680576,1,22,72,5
GME,23,680640,1,22,72,7
BE,7,680580,1,22,72,5
AU,6,680693,1,22,72,9
BE,7,680598,1,22,72,5
GM,22,680675,1,22,72,8
BE,7,680587,1,22,72,5
AGE,1,680586,1,22,72,5
ASN,2,680797,1,22,72,12
ASN,4,680490,1,22,72,2
ASN,4,680741,1,22,72,10
ASN,2,680789,1,22,72,12
ASN,4,680546,1,22,72,4
ASN,4,680450,1,22,72,1
ASN,4,680533,1,22,72,3
AU,6,680649,1,22,72,7
ITE,24,680687,1,22,72,8
BE,7,680630,1,22,72,7
AU,6,680747,1,22,72,10
ASN,4,680504,1,22,72,2
ASN,2,680512,1,22,72,3
GM,22,680613,1,22,72,6
AU,6,680647,1,22,72,7
ASN,2,680802,1,22,72,12
EZE,21,680603,1,22,72,6
ITE,24,680626,1,22,72,6
AU,6,680712,1,22,72,9
EZE,21,680661,1,22,72,8
ITE,24,680703,1,22,72,9
ASN,2,680453,1,22,72,1
EIE,20,680628,1,22,72,6
ASN,4,680461,1,22,72,1
ASN,4,680476,1,22,72,1
EZE,21,680585,1,22,72,5
CA,17,680678,1,22,72,8
ASN,2,680806,1,22,72,12
ASN,2,680549,1,22,72,4
ASN,5,680782,1,22,72,12
ASN,5,680540,1,22,72,4
ASN,2,680559,1,22,72,4
ASN,2,680534,1,22,72,3
ITE,25,680595,1,22,72,5
EIE,20,680649,1,22,72,7
EIE,20,680635,1,22,72,7
CA,17,680591,1,22,72,5
EIE,20,680625,1,22,72,6
EIE,20,680637,1,22,72,7
ASN,2,680719,1,22,72,9
ASN,4,680499,1,22,72,2
EIE,20,680632,1,22,72,7
ASN,2,680507,1,22,72,3
EIE,20,680631,1,22,72,7
UK,28,680661,1,22,72,8
ASN,2,680812,1,22,72,12
UK,28,680617,1,22,72,6
AU,6,680616,1,22,72,6
ITE,25,680704,1,22,72,9
GME,23,680609,1,22,72,6
UK,28,680603,1,22,72,6
UK,27,680584,1,22,72,5
ASN,4,680766,1,22,72,11
GM,22,680619,1,22,72,6
GME,23,680608,1,22,72,6
UK,28,680652,1,22,72,7
AU,6,680638,1,22,72,7
ITE,24,680592,1,22,72,5
AU,6,680585,1,22,72,5
BE,7,680609,1,22,72,6
ASN,2,680746,1,22,72,10
ITE,25,680562,1,22,72,4
GM,22,680631,1,22,72,7
UK,27,680674,1,22,72,8
GM,22,680586,1,22,72,5
ASN,2,680788,1,22,72,12
ITE,25,680702,1,22,72,9
AGE,1,680719,1,22,72,9
ITE,24,680716,1,22,72,9
AGE,1,680541,1,22,72,4
BE,7,680706,1,22,72,9
GME,23,680707,1,22,72,9
ITE,24,680720,1,22,72,9
AGE,1,680717,1,22,72,9
AGE,1,680584,1,22,72,5
BE,7,680643,1,22,72,7
BE,7,680654,1,22,72,7
ITE,25,680687,1,23,73,8
ITE,24,680693,1,23,73,9
UK,28,680640,1,23,73,7
BE,7,680607,1,23,73,6
GME,23,680699,1,23,73,9
GM,22,680604,1,23,73,6
BE,7,680641,1,23,73,7
UK,28,680698,1,23,73,9
BE,7,680583,1,23,73,5
ASN,2,680513,1,23,73,3
ASN,2,680502,1,23,73,2
ASN,2,680804,1,23,73,12
ASN,4,680460,1,23,73,1
BE,7,680646,1,23,73,7
ASN,4,680708,1,23,73,9
ASN,4,680773,1,23,73,11
ASN,4,680797,1,23,73,12
ASN,4,680559,1,23,73,4
EZE,21,680654,1,23,73,7
ASN,2,680801,1,23,73,12
CA,17,680632,1,23,73,7
GM,22,680646,1,23,73,7
GM,22,680598,1,23,73,5
GM,22,680699,1,23,73,9
CA,17,680699,1,23,73,9
GME,23,680612,1,23,73,6
EIE,20,680624,1,23,73,6
BE,7,680605,1,23,73,6
UK,28,680687,1,23,73,8
ITE,24,680686,1,23,73,8
ASN,4,680535,1,23,73,3
CA,17,680682,1,23,73,8
GME,23,680583,1,23,73,5
ASN,2,680476,1,23,73,1
GM,22,680610,1,23,73,6
GM,22,680582,1,23,73,5
GME,23,680613,1,23,73,6
EZE,21,680651,1,23,73,7
CA,17,680653,1,23,73,7
ASN,4,680506,1,23,73,2
AU,6,680662,1,23,73,8
ASN,4,680558,1,23,73,4
ASN,2,680516,1,23,73,3
EIE,20,680650,1,23,73,7
EIE,20,680656,1,23,73,7
ASN,2,680535,1,23,73,3
GME,23,680656,1,23,73,7
ASN,2,680523,1,23,73,3
ASN,2,680791,1,23,73,12
BE,7,680619,1,23,73,6
ITE,24,680589,1,23,73,5
UK,28,680655,1,23,73,7
ITE,24,680565,1,23,73,4
GM,22,680656,1,23,73,7
GM,22,680606,1,23,73,6
ASN,2,680536,1,23,73,3
ASN,2,680732,1,23,73,10
ITE,25,680720,1,23,73,9
EZE,21,680605,1,23,73,6
AGE,1,680727,1,23,73,10
EZE,21,680600,1,23,73,6
ASN,4,680498,1,23,73,2
BE,7,680674,1,23,73,8
AGE,1,680579,1,23,73,5
BE,7,680647,1,23,73,7
ASN,2,680481,1,23,73,2
GM,22,680643,1,23,73,7
AGE,1,680588,1,23,73,5
AGE,1,680720,1,23,73,9
AU,6,680695,1,23,73,9
EZE,21,680628,1,23,73,6
ASN,2,680762,1,23,73,11
EZE,21,680588,1,23,73,5
AU,6,680589,1,23,73,5
ASN,4,680803,1,23,73,12
ITE,24,680705,1,23,73,9
AGE,1,680592,1,23,73,5
AGE,1,680712,1,23,73,9
BE,7,680618,1,23,73,6
AGE,1,680738,1,23,73,10
GM,22,680602,1,23,73,6
GM,22,680664,1,23,73,8
GM,22,680658,1,23,74,7
ASN,2,680742,1,23,74,10
ASN,2,680740,1,23,74,10
UK,27,680644,1,23,74,7
BE,7,680644,1,23,74,7
AU,6,680632,1,23,74,7
GM,22,680585,1,23,74,5
UK,28,680604,1,23,74,6
ASN,4,680483,1,23,74,2
ITE,24,680695,1,23,74,9
ITE,25,680563,1,23,74,4
ASN,2,680803,1,23,74,12
GM,22,680666,1,23,74,8
ASN,4,680467,1,23,74,1
BE,7,680638,1,23,74,7
EZE,21,680663,1,23,74,8
AGE,1,680713,1,23,74,9
EZE,21,680563,1,23,74,4
ASN,2,680713,1,23,74,9
UK,28,680653,1,23,74,7
ASN,2,680703,1,23,74,9
EZE,21,680656,1,23,74,7
AU,6,680655,1,23,74,7
GM,22,680690,1,23,74,8
ITE,24,680562,1,23,74,4
ASN,4,680505,1,23,74,2
CA,17,680638,1,23,74,7
ASN,4,680532,1,23,74,3
AU,6,680588,1,23,74,5
ASN,5,680542,1,23,74,4
UK,28,680638,1,23,74,7
ASN,2,680529,1,23,74,3
ASN,2,680768,1,23,74,11
ASN,5,680766,1,23,74,11
AU,6,680609,1,23,74,6
GM,22,680609,1,23,74,6
ASN,4,680800,1,23,74,12
EIE,20,680671,1,23,74,8
ITE,24,680570,1,23,74,5
GME,23,680606,1,23,74,6
ASN,5,680550,1,23,74,4
EIE,20,680673,1,23,74,8
CA,17,680584,1,23,74,5
EIE,20,680648,1,23,74,7
CA,17,680613,1,23,74,6
ASN,4,680491,1,23,74,2
ASN,4,680742,1,23,74,10
AU,6,680676,1,23,74,8
CA,17,680685,1,23,74,8
GM,22,680583,1,23,74,5
ITE,24,680583,1,23,74,5
EIE,20,680586,1,23,74,5
EIE,20,680633,1,23,74,7
ASN,2,680454,1,23,74,1
CA,17,680594,1,23,74,5
ITE,25,680626,1,23,74,6
BE,7,680699,1,23,74,9
EZE,21,680620,1,23,74,6
ITE,24,680704,1,23,74,9
CA,17,680631,1,23,74,7
AU,6,680623,1,23,74,6
BE,7,680662,1,23,74,8
ASN,2,680459,1,23,74,1
ASN,2,680724,1,23,74,10
GME,23,680679,1,23,74,8
ITE,24,680715,1,23,74,9
UK,28,680580,1,23,74,5
EZE,21,680622,1,23,74,6
UK,27,680673,1,23,74,8
BE,7,680650,1,23,74,7
AU,6,680697,1,23,74,9
ASN,4,680812,1,23,74,12
ASN,2,680537,1,23,74,3
EZE,21,680652,1,23,74,7
AU,6,680564,1,23,74,4
ASN,4,680448,1,23,74,1
ITE,24,680593,1,23,74,5
UK,28,680656,1,23,74,7
GME,23,680690,1,23,74,8
ITE,24,680714,1,23,74,9
ITE,24,680563,1,23,74,4
UK,28,680637,1,23,74,7
ASN,2,680714,1,23,74,9
ITE,24,680608,1,23,74,6
AGE,1,680745,1,24,74,10
ITE,25,680678,1,24,74,8
EZE,21,680699,1,24,74,9
ITE,25,680708,1,24,74,9
AU,6,680563,1,24,74,4
ITE,25,680711,1,24,74,9
AGE,1,680578,1,24,74,5
EZE,21,680606,1,24,74,6
AGE,1,680710,1,24,74,9
AGE,1,680711,1,24,74,9
ASN,4,680484,1,24,74,2
AGE,1,680714,1,24,74,9
AGE,1,680591,1,24,74,5
AGE,1,680577,1,24,74,5
BE,7,680586,1,24,74,5
AU,6,680624,1,24,74,6
AGE,1,680718,1,24,74,9
UK,28,680650,1,24,74,7
GM,22,680599,1,24,74,6
ASN,4,680470,1,24,74,1
ASN,2,680808,1,24,74,12
ITE,25,680705,1,24,74,9
ASN,2,680514,1,24,74,3
EZE,21,680666,1,24,74,8
UK,28,680582,1,24,74,5
ITE,25,680596,1,24,74,5
AU,6,680663,1,24,74,8
GM,22,680652,1,24,74,7
GM,22,680679,1,24,74,8
ITE,25,680688,1,24,75,8
ASN,2,680782,1,24,75,12
ASN,2,680460,1,24,75,1
ASN,4,680767,1,24,75,11
ITE,25,680593,1,24,75,5
ITE,24,680598,1,24,75,5
ITE,25,680706,1,24,75,9
ASN,2,680515,1,24,75,3
ASN,2,680733,1,24,75,10
GME,23,680652,1,24,75,7
BE,7,680689,1,24,75,8
ITE,24,680590,1,24,75,5
EZE,21,680681,1,24,75,8
ASN,2,680482,1,24,75,2
ITE,24,680612,1,24,75,6
ASN,2,680805,1,24,75,12
AU,6,680690,1,24,75,8
ASN,2,680508,1,24,75,3
EZE,21,680599,1,24,75,6
GM,22,680668,1,24,75,8
EIE,20,680634,1,24,75,7
ASN,2,680452,1,24,75,1
CA,17,680661,1,24,75,8
ASN,2,680540,1,24,75,4
ASN,2,680538,1,24,75,4
ASN,4,680534,1,24,75,3
EIE,20,680638,1,24,75,7
ASN,2,680539,1,24,75,4
ASN,4,680552,1,24,75,4
CA,17,680629,1,24,75,7
EZE,21,680607,1,24,75,6
EZE,21,680692,1,24,75,9
ASN,2,680548,1,24,75,4
ASN,4,680711,1,24,75,9
ASN,2,680530,1,24,75,3
ASN,5,680538,1,24,75,4
ASN,4,680799,1,24,75,12
BE,7,680657,1,24,75,7
ASN,5,680798,1,24,75,12
ASN,4,680457,1,24,75,1
EZE,21,680675,1,24,75,8
EIE,20,680647,1,24,75,7
ASN,4,680760,1,24,75,11
EIE,20,680645,1,24,75,7
ASN,4,680783,1,24,75,12
EZE,21,680643,1,24,75,7
ASN,5,680812,1,24,75,12
ASN,2,680493,1,24,75,2
CA,17,680598,1,24,75,5
CA,17,680650,1,24,75,7
ASN,2,680759,1,24,75,11
GM,22,680621,1,24,75,6
AGE,1,680511,1,24,75,3
GME,23,680664,1,24,75,8
AGE,1,680613,1,24,75,6
AGE,1,680618,1,24,75,6
ITE,25,680709,1,24,75,9
AGE,1,680726,1,24,75,10
AGE,1,680614,1,24,75,6
ASN,4,680515,1,24,75,3
UK,28,680657,1,24,75,7
ITE,25,680627,1,24,75,6
ASN,2,680541,1,24,75,4
GME,23,680667,1,24,75,8
BE,7,680645,1,24,75,7
AU,6,680679,1,24,75,8
GM,22,680650,1,24,75,7
AGE,1,680704,1,24,75,9
GM,22,680667,1,24,75,8
GME,23,680668,1,24,75,8
ITE,25,680712,1,24,75,9
GME,23,680700,1,24,75,9
AGE,1,680688,1,24,75,8
AGE,1,680616,1,24,75,6
ASN,2,680810,1,24,75,12
ASN,2,680531,1,24,75,3
UK,28,680581,1,24,75,5
EZE,21,680646,1,24,75,7
AU,6,680607,1,24,75,6
ASN,2,680457,1,24,75,1
AU,6,680617,1,24,75,6
BE,7,680642,1,24,75,7
BE,7,680651,1,24,75,7
GME,23,680621,1,24,75,6
ITE,25,680564,1,24,76,4
BE,7,680663,1,24,76,8
BE,7,680611,1,24,76,6
BE,7,680610,1,24,76,6
EZE,21,680690,1,24,76,8
ITE,25,680686,1,24,76,8
EZE,21,680658,1,24,76,7
ITE,25,680628,1,24,76,6
UK,28,680674,1,24,76,8
ASN,4,680513,1,24,76,3
ITE,25,680583,1,24,76,5
ASN,4,680453,1,24,76,1
ASN,2,680486,1,24,76,2
ITE,25,680568,1,24,76,5
ITE,24,680688,1,24,76,8
GME,23,680610,1,24,76,6
ASN,2,680784,1,24,76,12
ITE,25,680565,1,24,76,4
UK,28,680643,1,24,76,7
ASN,4,680788,1,24,76,12
ASN,5,680570,1,24,76,5
EIE,20,680646,1,24,76,7
ITE,25,680578,1,24,76,5
UK,27,680586,1,24,76,5
CA,17,680616,1,24,76,6
ITE,24,680627,1,24,76,6
ASN,5,680791,1,24,76,12
ASN,2,680547,1,24,76,4
GM,22,680588,1,24,76,5
EIE,20,680585,1,24,76,5
UK,28,680645,1,24,76,7
CA,17,680641,1,24,76,7
ASN,2,680447,1,24,76,1
CA,17,680662,1,24,76,8
ASN,2,680503,1,24,76,2
EIE,20,680672,1,24,76,8
CA,17,680663,1,24,76,8
ASN,4,680763,1,24,76,11
EIE,20,680674,1,24,76,8
ITE,24,680689,1,24,76,8
GM,22,680612,1,24,76,6
UK,28,680654,1,24,76,7
AGE,1,680602,1,24,76,6
AGE,1,680615,1,24,76,6
AGE,1,680604,1,24,76,6
AU,6,680602,1,24,76,6
ASN,4,680518,1,24,76,3
AGE,1,680619,1,24,76,6
BE,7,680665,1,24,76,8
EZE,21,680604,1,24,76,6
UK,28,680651,1,24,76,7
AGE,1,680716,1,24,76,9
AGE,1,680606,1,24,76,6
GM,22,680645,1,24,76,7
AGE,1,680724,1,24,76,10
ITE,24,680584,1,24,76,5
UK,28,680641,1,24,76,7
BE,7,680640,1,24,76,7
ASN,4,680762,1,24,76,11
BE,7,680660,1,25,76,8
UK,28,680665,1,25,76,8
AU,6,680656,1,25,76,7
ITE,24,680585,1,25,76,5
UK,28,680648,1,25,76,7
BE,7,680667,1,25,76,8
ITE,24,680706,1,25,76,9
ASN,2,680449,1,25,76,1
BE,7,680658,1,25,76,7
ITE,25,680713,1,25,76,9
ITE,25,680694,1,25,76,9
EZE,21,680602,1,25,76,6
ASN,2,680495,1,25,76,2
ASN,2,680794,1,25,76,12
BE,7,680655,1,25,76,7
ASN,2,680551,1,25,76,4
ITE,25,680716,1,25,76,9
ITE,24,680597,1,25,77,5
AU,6,680584,1,25,77,5
ASN,2,680704,1,25,77,9
ITE,24,680613,1,25,77,6
GM,22,680607,1,25,77,6
ASN,2,680550,1,25,77,4
ASN,2,680524,1,25,77,3
EZE,21,680679,1,25,77,8
ITE,24,680709,1,25,77,9
EZE,21,680609,1,25,77,6
EZE,21,680583,1,25,77,5
CA,17,680684,1,25,77,8
AGE,1,680607,1,25,77,6
UK,28,680658,1,25,77,7
AGE,1,680593,1,25,77,5
AU,6,680692,1,25,77,9
CA,17,680633,1,25,77,7
AGE,1,680605,1,25,77,6
ITE,24,680673,1,25,77,8
AGE,1,680689,1,25,77,8
AU,6,680583,1,25,77,5
ITE,24,680672,1,25,77,8
AGE,1,680628,1,25,77,6
AGE,1,680744,1,25,77,10
AGE,1,680608,1,25,77,6
ASN,4,680466,1,25,77,1
EZE,21,680639,1,25,77,7
AGE,1,680627,1,25,77,6
AGE,1,680590,1,25,77,5
AGE,1,680625,1,25,77,6
AGE,1,680562,1,25,77,4
AGE,1,680626,1,25,77,6
EZE,21,680667,1,25,77,8
BE,7,680666,1,25,77,8
GME,23,680607,1,25,77,6
UK,27,680585,1,25,77,5
ASN,4,680739,1,25,77,10
UK,28,680666,1,25,77,8
GME,23,680650,1,25,77,7
GM,22,680700,1,25,77,9
AU,6,680598,1,25,77,5
ASN,4,680791,1,25,77,12
ASN,2,680546,1,25,77,4
ASN,4,680462,1,25,77,1
ITE,24,680564,1,25,77,4
BE,7,680690,1,25,77,8
ASN,2,680494,1,25,77,2
EZE,21,680682,1,25,77,8
AU,6,680699,1,25,78,9
ASN,2,680467,1,25,78,1
ASN,4,680757,1,25,78,11
ITE,25,680707,1,25,78,9
UK,28,680583,1,25,78,5
BE,7,680656,1,25,78,7
ASN,4,680550,1,25,78,4
ITE,24,680642,1,25,78,7
AU,6,680642,1,25,78,7
ITE,24,680707,1,25,78,9
BE,7,680584,1,25,78,5
ASN,2,680517,1,25,78,3
AU,6,680606,1,25,78,6
ITE,25,680612,1,25,78,6
ITE,25,680570,1,25,78,5
EZE,21,680613,1,25,78,6
ASN,2,680519,1,25,78,3
ASN,2,680464,1,26,78,1
AGE,1,680721,1,26,78,10
ASN,2,680473,1,26,78,1
AGE,1,680686,1,26,78,8
AGE,1,680725,1,26,78,10
EZE,21,680610,1,26,78,6
AGE,1,680623,1,26,78,6
AGE,1,680595,1,26,78,5
GM,22,680640,1,26,78,7
AGE,1,680699,1,26,78,9
ITE,24,680631,1,26,78,7
AU,6,680641,1,26,78,7
GM,22,680639,1,26,78,7
ITE,25,680715,1,26,78,9
GME,23,680657,1,26,78,7
BE,7,680648,1,26,78,7
GM,22,680659,1,26,78,7
ASN,2,680772,1,26,78,11
ASN,4,680516,1,26,78,3
ASN,2,680773,1,26,78,11
GME,23,680659,1,26,78,7
ASN,4,680492,1,26,78,2
CA,17,680683,1,26,78,8
UK,28,680586,1,26,78,5
CA,17,680640,1,26,78,7
ASN,5,680805,1,26,78,12
ASN,2,680497,1,26,78,2
ASN,5,680543,1,26,78,4
ASN,2,680518,1,26,78,3
BE,7,680649,1,26,78,7
ASN,2,680790,1,26,78,12
ITE,25,680589,1,26,78,5
AU,6,680652,1,26,78,7
ASN,2,680455,1,26,78,1
CA,17,680630,1,26,78,7
CA,17,680652,1,26,78,7
UK,28,680664,1,26,78,8
AGE,1,680705,1,26,78,9
ASN,2,680468,1,26,78,1
ASN,2,680474,1,26,78,1
ASN,2,680498,1,26,78,2
UK,28,680671,1,26,78,8
UK,28,680662,1,26,78,8
ITE,25,680693,1,26,78,9
ASN,2,680499,1,26,78,2
GME,23,680639,1,26,78,7
AU,6,680604,1,26,78,6
ITE,25,680714,1,26,78,9
UK,28,680688,1,26,78,8
ITE,25,680689,1,26,78,8
AU,6,680621,1,26,78,6
ASN,2,680509,1,26,78,3
GM,22,680653,1,26,79,7
ASN,2,680755,1,26,79,11
ITE,24,680632,1,26,79,7
BE,7,680585,1,26,79,5
GM,22,680657,1,26,79,7
AGE,1,680587,1,26,79,5
EZE,21,680657,1,26,79,7
AGE,1,680672,1,26,79,8
EZE,21,680621,1,26,79,6
ITE,25,680591,1,26,79,5
ITE,24,680575,1,26,79,5
ITE,25,680679,1,26,79,8
AGE,1,680629,1,26,79,7
AGE,1,680510,1,26,79,3
AU,6,680643,1,26,79,7
AGE,1,680709,1,26,79,9
EZE,21,680691,1,26,79,9
AU,6,680586,1,26,79,5
ITE,25,680673,1,26,79,8
ITE,24,680609,1,26,79,6
AGE,1,680698,1,26,79,9
AGE,1,680630,1,26,79,7
AGE,1,680609,1,26,79,6
ASN,4,680507,1,26,79,3
CA,17,680636,1,26,79,7
ITE,24,680615,1,26,79,6
EZE,21,680645,1,26,79,7
ASN,4,680710,1,26,79,9
ASN,4,680548,1,26,79,4
ASN,2,680799,1,26,79,12
EZE,21,680700,1,26,79,9
CA,17,680588,1,26,79,5
CA,17,680654,1,26,79,7
ASN,4,680540,1,26,79,4
ASN,2,680544,1,26,79,4
CA,17,680619,1,26,79,6
ASN,4,680730,1,26,79,10
ASN,4,680478,1,26,79,2
CA,17,680615,1,26,79,6
CA,17,680676,1,26,79,8
EIE,20,680644,1,26,79,7
CA,17,680664,1,26,79,8
ASN,4,680468,1,26,79,1
ITE,25,680611,1,26,79,6
UK,28,680672,1,26,79,8
UK,28,680642,1,26,79,7
AU,6,680610,1,26,79,6
ITE,25,680670,1,26,79,8
ITE,24,680623,1,26,79,6
GME,23,680653,1,26,79,7
ITE,24,680678,1,26,79,8
ITE,25,680696,1,26,79,9
AU,6,680620,1,26,79,6
AU,6,680653,1,26,79,7
AU,6,680691,1,26,79,9
ASN,2,680483,1,26,79,2
ITE,25,680695,1,26,80,9
ITE,24,680614,1,26,80,6
ITE,24,680588,1,26,80,5
AU,6,680608,1,26,80,6
EZE,21,680608,1,26,80,6
ITE,25,680684,1,26,80,8
GME,23,680665,1,26,80,8
AGE,1,680692,1,26,80,9
AGE,1,680640,1,26,80,7
BE,7,680659,1,26,80,7
EZE,21,680659,1,26,80,7
AGE,1,680685,1,26,80,8
AGE,1,680697,1,26,80,9
AGE,1,680695,1,26,80,9
ITE,24,680586,1,26,80,5
AGE,1,680728,1,26,80,10
AU,6,680644,1,26,80,7
AU,6,680622,1,26,80,6
AGE,1,680622,1,26,80,6
AGE,1,680723,1,26,80,10
AGE,1,680594,1,26,80,5
AGE,1,680706,1,26,80,9
AGE,1,680691,1,26,80,9
ASN,4,680761,1,26,80,11
AGE,1,680690,1,26,80,8
ITE,24,680638,1,26,80,7
ASN,2,680448,1,27,80,1
ASN,2,680477,1,27,80,1
ITE,25,680588,1,27,80,5
ITE,24,680671,1,27,80,8
EZE,21,680612,1,27,80,6
EZE,21,680701,1,27,80,9
EZE,21,680650,1,27,80,7
EZE,21,680664,1,27,80,8
CA,17,680665,1,27,80,8
EIE,20,680639,1,27,80,7
CA,17,680618,1,27,80,6
ASN,2,680478,1,27,80,2
ASN,2,680753,1,27,80,11
ASN,4,680752,1,27,80,11
ASN,2,680471,1,27,80,1
BE,7,680639,1,27,80,7
CA,17,680671,1,27,80,8
ASN,2,680484,1,27,80,2
ASN,4,680551,1,27,80,4
ITE,25,680692,1,27,80,9
CA,17,680674,1,27,80,8
ASN,4,680514,1,27,80,3
CA,17,680657,1,27,80,7
BE,7,680664,1,27,80,8
ITE,24,680702,1,27,80,9
ITE,24,680708,1,27,80,9
AU,6,680658,1,27,80,7
ASN,2,680763,1,27,80,11
ITE,24,680690,1,27,80,8
ASN,2,680465,1,27,80,1
ITE,24,680696,1,27,80,9
EZE,21,680668,1,27,80,8
ITE,25,680584,1,27,80,5
ASN,2,680461,1,27,80,1
UK,28,680584,1,27,80,5
AU,6,680646,1,27,80,7
ITE,25,680614,1,27,80,6
ITE,25,680597,1,27,80,5
AGE,1,680601,1,27,81,6
AGE,1,680634,1,27,81,7
AGE,1,680700,1,27,81,9
AGE,1,680668,1,27,81,8
AGE,1,680664,1,27,81,8
ITE,24,680602,1,27,81,6
AGE,1,680663,1,27,81,8
ITE,24,680587,1,27,81,5
AGE,1,680693,1,27,81,9
AGE,1,680653,1,27,81,7
AGE,1,680641,1,27,81,7
AGE,1,680597,1,27,81,5
AGE,1,680650,1,27,81,7
AGE,1,680667,1,27,81,8
AGE,1,680696,1,27,81,9
AU,6,680599,1,27,81,6
GM,22,680611,1,27,81,6
ASN,2,680520,1,27,81,3
ITE,25,680590,1,27,81,5
AU,6,680639,1,27,81,7
ITE,24,680624,1,27,81,6
EZE,21,680640,1,27,81,7
ITE,24,680630,1,27,81,7
EIE,20,680643,1,27,81,7
EIE,20,680640,1,27,81,7
CA,17,680658,1,27,81,7
EIE,20,680675,1,27,81,8
CA,17,680675,1,27,81,8
ASN,2,680774,1,27,81,11
ITE,25,680585,1,27,81,5
ASN,4,680471,1,27,81,1
ASN,2,680475,1,27,81,1
CA,17,680645,1,27,81,7
EZE,21,680653,1,27,81,7
CA,17,680617,1,27,81,6
ITE,25,680602,1,27,81,6
ITE,25,680691,1,27,81,9
AU,6,680700,1,27,81,9
AU,6,680664,1,27,81,8
ITE,24,680605,1,27,81,6
