station,datetime,obs_type,obs_value,TMAX_F,month,country_code
EZE00100082,716,1315,27,80,7,8
CA006139520,818,1315,27,80,8,5
CA006153192,1008,1315,27,80,10,5
CA006106362,728,1315,27,80,7,5
AGE00135039,905,1315,27,80,9,1
CA006158350,705,1315,27,80,7,5
ASN00090015,124,1315,27,80,1,2
CA006137735,904,1315,27,80,9,5
CA006153192,704,1315,27,80,7,5
EZE00100082,827,1315,27,80,8,8
CA006137735,511,1315,27,80,5,5
USC00288878,812,1315,27,80,8,14
CA006139520,703,1315,27,80,7,5
ASN00086071,1122,1315,27,80,11,2
USC00288878,608,1315,27,80,6,14
AU000005901,820,1315,27,80,8,3
GME00125218,701,1315,27,80,7,10
ASN00066062,422,1315,27,80,4,2
UK000056225,713,1315,27,80,7,13
ITE00100554,618,1315,27,80,6,11
AU000005901,804,1315,27,80,8,3
ITE00100550,618,1315,27,80,6,11
ITE00100554,815,1315,27,80,8,11
AU000005901,926,1315,27,80,9,3
UK000056225,709,1315,27,80,7,13
AU000005901,622,1315,27,80,6,3
UK000056225,625,1315,27,80,6,13
AU000005901,605,1315,27,80,6,3
EZE00100082,701,1315,27,80,7,8
ASN00066062,1216,1315,27,80,12,2
ASN00086071,206,1315,27,80,2,2
AU000005901,626,1315,27,80,6,3
ASN00086071,219,1315,27,80,2,2
BE000006447,715,1315,27,80,7,4
ITE00100550,910,1315,27,80,9,11
ASN00086071,202,1315,27,80,2,2
GME00125218,923,1315,27,80,9,10
AGE00135039,906,1315,27,81,9,1
AU000005901,907,1315,27,81,9,3
ITE00100554,906,1315,27,81,9,11
ASN00066062,303,1315,27,81,3,2
AGE00135039,830,1315,27,81,8,1
AGE00135039,904,1315,27,81,9,1
AGE00135039,912,1315,27,81,9,1
AGE00135039,901,1315,27,81,9,1
AU000005901,610,1315,27,81,6,3
AGE00135039,707,1315,27,81,7,1
AGE00135039,812,1315,27,81,8,1
AGE00135039,727,1315,27,81,7,1
AGE00135039,807,1315,27,81,8,1
AGE00135039,614,1315,27,81,6,1
ITE00100550,924,1315,27,81,9,11
GM000004204,924,1315,27,81,9,9
GME00125218,924,1315,27,81,9,10
AGE00135039,806,1315,27,81,8,1
AGE00135039,923,1315,27,81,9,1
AGE00135039,822,1315,27,81,8,1
ITE00100550,625,1315,27,81,6,11
AGE00135039,823,1315,27,81,8,1
ITE00100554,909,1315,27,81,9,11
AU000005901,705,1315,27,81,7,3
GME00125218,610,1315,27,81,6,10
AU000005901,628,1315,27,81,6,3
GM000004204,713,1315,27,81,7,9
ITE00100554,626,1315,27,81,6,11
ASN00066062,1105,1315,27,81,11,2
GM000004204,908,1315,27,81,9,9
ASN00066062,1009,1315,27,81,10,2
ASN00066062,216,1315,27,81,2,2
CA006139520,718,1315,27,81,7,5
ITE00100550,831,1315,27,81,8,11
CA006106362,723,1315,27,81,7,5
CA006166416,622,1315,27,81,6,5
CA006110549,725,1315,27,81,7,5
CA006158350,725,1315,27,81,7,5
ASN00086071,318,1315,27,81,3,2
CA006158350,727,1315,27,81,7,5
ITE00100554,807,1315,27,81,8,11
CA006137735,622,1315,27,81,6,5
CA006110549,622,1315,27,81,6,5
ASN00066062,1212,1315,27,81,12,2
CA006153192,818,1315,27,81,8,5
CA006150689,730,1315,27,81,7,5
CA006106362,730,1315,27,81,7,5
ASN00086071,316,1315,27,81,3,2
ASN00090015,502,1315,27,81,5,2
ASN00090015,411,1315,27,81,4,2
CA006150689,709,1315,27,81,7,5
USC00288878,616,1315,27,81,6,14
CA006139520,709,1315,27,81,7,5
CA006166416,626,1315,27,81,6,5
USC00288878,921,1315,27,81,9,14
ASN00090015,1028,1315,27,81,10,2
ASN00066062,115,1315,27,81,1,2
EZE00100082,630,1315,27,81,6,8
EIE00101859,628,1315,27,81,6,7
CA006153192,420,1315,27,81,4,5
CA006153192,627,1315,27,81,6,5
CA006110549,420,1315,27,81,4,5
ITE00100550,914,1315,27,81,9,11
ASN00066062,211,1315,27,81,2,2
USC00288878,513,1315,27,81,5,14
CA006148100,707,1315,27,81,7,5
CA006106362,1008,1315,27,81,10,5
CA006137735,901,1315,27,81,9,5
UK000056225,714,1315,27,81,7,13
CA006139520,704,1315,27,81,7,5
ASN00086071,503,1315,27,81,5,2
CA006137735,903,1315,27,81,9,5
CA006148100,713,1315,27,81,7,5
ASN00066062,210,1315,27,81,2,2
ASN00090015,511,1315,27,81,5,2
USC00288878,831,1315,27,81,8,14
CA006110549,512,1315,27,81,5,5
GME00125218,630,1315,27,81,6,10
ASN00086071,204,1315,27,81,2,2
GM000004204,626,1315,27,81,6,9
AU000005901,908,1315,27,81,9,3
EZE00100082,713,1315,27,81,7,8
AU000005901,827,1315,27,81,8,3
GM000004204,611,1315,27,81,6,9
ITE00100554,625,1315,27,81,6,11
ITE00100554,630,1315,27,81,6,11
ITE00100550,617,1315,27,81,6,11
UK000056225,629,1315,27,81,6,13
ITE00100554,912,1315,27,81,9,11
UK000056225,710,1315,27,81,7,13
ITE00100550,915,1315,28,82,9,11
GM000004204,826,1315,28,82,8,9
ITE00100550,925,1315,28,82,9,11
AU000005901,623,1315,28,82,6,3
ITE00100550,904,1315,28,82,9,11
ITE00100554,809,1315,28,82,8,11
ITE00100550,812,1315,28,82,8,11
ITE00100554,602,1315,28,82,6,11
GME00125218,713,1315,28,82,7,10
GM000004204,622,1315,28,82,6,9
BE000006447,610,1315,28,82,6,4
AGE00135039,824,1315,28,82,8,1
ASN00086071,1016,1315,28,82,10,2
ASN00066062,906,1315,28,82,9,2
UK000056225,627,1315,28,82,6,13
ITE00100554,817,1315,28,82,8,11
ITE00100554,814,1315,28,82,8,11
BE000006447,609,1315,28,82,6,4
ASN00066062,118,1315,28,82,1,2
ASN00086071,302,1315,28,82,3,2
CA006137735,521,1315,28,82,5,5
CA006153192,814,1315,28,82,8,5
CA006139520,814,1315,28,82,8,5
CA006139520,813,1315,28,82,8,5
CA006148100,626,1315,28,82,6,5
CA006106362,622,1315,28,82,6,5
GM000004204,629,1315,28,82,6,9
CA006110549,801,1315,28,82,8,5
CA006153192,807,1315,28,82,8,5
CA006106362,801,1315,28,82,8,5
CA006106362,1016,1315,28,82,10,5
ASN00086071,501,1315,28,82,5,2
USC00288878,731,1315,28,82,7,14
CA006110549,608,1315,28,82,6,5
USC00288878,803,1315,28,82,8,14
CA006153192,512,1315,28,82,5,5
ITE00100550,811,1315,28,82,8,11
USC00288878,808,1315,28,82,8,14
USC00288878,606,1315,28,82,6,14
CA006139520,627,1315,28,82,6,5
CA006148100,625,1315,28,82,6,5
CA006110549,1015,1315,28,82,10,5
CA006137735,709,1315,28,82,7,5
CA006110549,710,1315,28,82,7,5
CA006166416,621,1315,28,82,6,5
AGE00135039,825,1315,28,82,8,1
USC00288878,804,1315,28,82,8,14
AGE00135039,911,1315,28,82,9,1
CA006139520,615,1315,28,82,6,5
CA006106362,721,1315,28,82,7,5
CA006110549,720,1315,28,82,7,5
CA006150689,712,1315,28,82,7,5
CA006139520,828,1315,28,82,8,5
USC00288878,905,1315,28,82,9,14
ITE00100550,903,1315,28,82,9,11
CA006150689,713,1315,28,82,7,5
USC00288878,720,1315,28,82,7,14
ASN00090015,218,1315,28,82,2,2
EIE00101859,722,1315,28,82,7,7
CA006150689,726,1315,28,82,7,5
USC00288878,702,1315,28,82,7,14
CA006110549,703,1315,28,82,7,5
CA006137735,703,1315,28,82,7,5
CA006150689,703,1315,28,82,7,5
CA006153192,611,1315,28,82,6,5
CA006137735,621,1315,28,82,6,5
ASN00090015,217,1315,28,82,2,2
CA006106362,706,1315,28,82,7,5
CA006148100,728,1315,28,82,7,5
CA006148100,727,1315,28,82,7,5
CA006139520,614,1315,28,82,6,5
ASN00090015,210,1315,28,82,2,2
CA006158350,707,1315,28,82,7,5
ASN00066062,112,1315,28,82,1,2
EZE00100082,605,1315,28,82,6,8
AU000005901,828,1315,28,82,8,3
GM000004204,827,1315,28,82,8,9
AU000005901,531,1315,28,82,5,3
ITE00100554,908,1315,28,82,9,11
AGE00135039,827,1315,28,82,8,1
ITE00100550,806,1315,28,82,8,11
ITE00100550,619,1315,28,82,6,11
ITE00100554,619,1315,28,82,6,11
ITE00100550,606,1315,28,82,6,11
AGE00135039,701,1315,28,82,7,1
ITE00100550,909,1315,28,82,9,11
AGE00135039,725,1315,28,82,7,1
AU000005901,602,1315,28,82,6,3
AGE00135039,924,1315,28,82,9,1
ASN00066062,915,1315,28,82,9,2
AGE00135039,706,1315,28,82,7,1
EZE00100082,628,1315,28,83,6,8
UK000056225,626,1315,28,83,6,13
ASN00066062,421,1315,28,83,4,2
GME00125218,827,1315,28,83,8,10
AU000005901,606,1315,28,83,6,3
BE000006447,714,1315,28,83,7,4
EZE00100082,908,1315,28,83,9,8
ITE00100550,905,1315,28,83,9,11
EZE00100082,612,1315,28,83,6,8
ASN00086071,203,1315,28,83,2,2
ITE00100550,917,1315,28,83,9,11
CA006166416,714,1315,28,83,7,5
CA006106362,707,1315,28,83,7,5
CA006153192,723,1315,28,83,7,5
ITE00100554,816,1315,28,83,8,11
CA006137735,613,1315,28,83,6,5
CA006137735,609,1315,28,83,6,5
CA006166416,705,1315,28,83,7,5
USC00288878,623,1315,28,83,6,14
USC00288878,729,1315,28,83,7,14
CA006150689,725,1315,28,83,7,5
ITE00100554,616,1315,28,83,6,11
CA006139520,702,1315,28,83,7,5
CA006150689,728,1315,28,83,7,5
CA006153192,726,1315,28,83,7,5
CA006153192,620,1315,28,83,6,5
CA006150689,706,1315,28,83,7,5
ASN00090015,1016,1315,28,83,10,2
CA006153192,703,1315,28,83,7,5
CA006166416,613,1315,28,83,6,5
CA006106362,720,1315,28,83,7,5
GME00125218,826,1315,28,83,8,10
CA006158350,706,1315,28,83,7,5
CA006166416,726,1315,28,83,7,5
USC00288878,919,1315,28,83,9,14
ASN00090015,1031,1315,28,83,10,2
ASN00090015,1216,1315,28,83,12,2
CA006153192,731,1315,28,83,7,5
USC00288878,621,1315,28,83,6,14
BE000006447,713,1315,28,83,7,4
CA006137735,705,1315,28,83,7,5
CA006106362,702,1315,28,83,7,5
USC00288878,711,1315,28,83,7,14
USC00288878,901,1315,28,83,9,14
CA006148100,712,1315,28,83,7,5
CA006106362,620,1315,28,83,6,5
CA006139520,801,1315,28,83,8,5
USC00288878,801,1315,28,83,8,14
ASN00066062,307,1315,28,83,3,2
ITE00100554,617,1315,28,83,6,11
AU000005901,601,1315,28,83,6,3
AU000005901,701,1315,28,83,7,3
ITE00100554,810,1315,28,83,8,11
ITE00100554,822,1315,28,83,8,11
AGE00135039,718,1315,28,83,7,1
AGE00135039,723,1315,28,83,7,1
EZE00100082,604,1315,28,83,6,8
ITE00100554,802,1315,29,83,8,11
ITE00100554,801,1315,29,83,8,11
ITE00100550,626,1315,29,83,6,11
ITE00100554,606,1315,29,83,6,11
ASN00086071,122,1315,29,83,1,2
ITE00100554,820,1315,29,83,8,11
ITE00100554,725,1315,29,84,7,11
ITE00100550,807,1315,29,84,8,11
ASN00086071,226,1315,29,84,2,2
ASN00066062,1123,1315,29,84,11,2
ITE00100550,916,1315,29,84,9,11
ITE00100554,720,1315,29,84,7,11
EZE00100082,826,1315,29,84,8,8
AU000005901,611,1315,29,84,6,3
ITE00100554,824,1315,29,84,8,11
EZE00100082,602,1315,29,84,6,8
GME00125218,626,1315,29,84,6,10
ITE00100550,725,1315,29,84,7,11
ITE00100554,808,1315,29,84,8,11
ITE00100550,608,1315,29,84,6,11
ITE00100550,828,1315,29,84,8,11
ITE00100554,819,1315,29,84,8,11
GME00125218,629,1315,29,84,6,10
GM000004204,714,1315,29,84,7,9
EZE00100082,611,1315,29,84,6,8
ASN00086071,401,1315,29,84,4,2
CA006106362,725,1315,29,84,7,5
USC00288878,723,1315,29,84,7,14
GME00125218,603,1315,29,84,6,10
GM000004204,627,1315,29,84,6,9
ASN00086071,227,1315,29,84,2,2
CA006106362,1018,1315,29,84,10,5
CA006137735,711,1315,29,84,7,5
USC00288878,902,1315,29,84,9,14
CA006110549,702,1315,29,84,7,5
CA006153192,702,1315,29,84,7,5
CA006137735,710,1315,29,84,7,5
CA006153192,714,1315,29,84,7,5
ASN00066062,116,1315,29,84,1,2
GM000004204,604,1315,29,84,6,9
ASN00090015,312,1315,29,84,3,2
ASN00090015,317,1315,29,84,3,2
AU000005901,614,1315,29,84,6,3
ASN00086071,107,1315,29,84,1,2
ASN00090015,1225,1315,29,84,12,2
CA006106362,703,1315,29,84,7,5
EZE00100082,715,1315,29,84,7,8
ASN00090015,212,1315,29,84,2,2
CA006139520,609,1315,29,84,6,5
CA006106362,626,1315,29,84,6,5
USC00288878,726,1315,29,84,7,14
CA006106362,727,1315,29,84,7,5
CA006166416,728,1315,29,84,7,5
CA006139520,731,1315,29,84,7,5
CA006110549,726,1315,29,84,7,5
CA006110549,705,1315,29,84,7,5
CA006148100,706,1315,29,84,7,5
USC00288878,725,1315,29,84,7,14
CA006110549,623,1315,29,84,6,5
CA006166416,725,1315,29,84,7,5
CA006110549,621,1315,29,84,6,5
GME00125218,611,1315,29,84,6,10
AGE00135039,826,1315,29,84,8,1
ITE00100554,825,1315,29,84,8,11
ITE00100550,616,1315,29,84,6,11
AGE00135039,722,1315,29,84,7,1
AGE00135039,916,1315,29,84,9,1
AGE00135039,719,1315,29,84,7,1
AGE00135039,613,1315,29,84,6,1
AGE00135039,729,1315,29,84,7,1
AU000005901,604,1315,29,84,6,3
AGE00135039,805,1315,29,84,8,1
ITE00100550,906,1315,29,84,9,11
AGE00135039,907,1315,29,84,9,1
AGE00135039,705,1315,29,84,7,1
ASN00066062,1128,1315,29,84,11,2
ASN00086071,1029,1315,29,84,10,2
ITE00100550,602,1315,29,85,6,11
ITE00100554,818,1315,29,85,8,11
ASN00066062,1018,1315,29,85,10,2
ITE00100554,609,1315,29,85,6,11
ASN00066062,212,1315,29,85,2,2
ITE00100550,809,1315,29,85,8,11
EZE00100082,603,1315,29,85,6,8
GME00125218,622,1315,29,85,6,10
ASN00066062,1117,1315,29,85,11,2
ASN00086071,317,1315,29,85,3,2
ASN00086071,1128,1315,29,85,11,2
CA006110549,620,1315,29,85,6,5
CA006106362,710,1315,29,85,7,5
ASN00090015,1104,1315,29,85,11,2
CA006139520,629,1315,29,85,6,5
AU000005901,617,1315,29,85,6,3
ITE00100554,614,1315,29,85,6,11
ASN00086071,423,1315,29,85,4,2
CA006106362,704,1315,29,85,7,5
USC00288878,730,1315,29,85,7,14
CA006153192,621,1315,29,85,6,5
CA006153192,801,1315,29,85,8,5
USC00288878,622,1315,29,85,6,14
CA006153192,730,1315,29,85,7,5
USC00288878,728,1315,29,85,7,14
USC00288878,904,1315,29,85,9,14
CA006153192,521,1315,29,85,5,5
CA006153192,622,1315,29,85,6,5
CA006166416,703,1315,29,85,7,5
CA006110549,626,1315,29,85,6,5
CA006137735,707,1315,29,85,7,5
CA006166416,711,1315,29,85,7,5
CA006166416,724,1315,29,85,7,5
ASN00090015,209,1315,29,85,2,2
CA006150689,727,1315,29,85,7,5
ASN00086071,209,1315,29,85,2,2
CA006150689,625,1315,29,85,6,5
CA006110549,707,1315,29,85,7,5
ASN00066062,1225,1315,29,85,12,2
CA006106362,705,1315,29,85,7,5
AGE00135039,829,1315,30,85,8,1
AGE00135039,724,1315,30,85,7,1
AGE00135039,704,1315,30,85,7,1
GM000004204,715,1315,30,85,7,9
AU000005901,627,1315,30,85,6,3
AGE00135039,909,1315,30,85,9,1
ASN00066062,117,1315,30,85,1,2
AU000005901,603,1315,30,85,6,3
AGE00135039,801,1315,30,85,8,1
AU000005901,713,1315,30,85,7,3
ITE00100550,802,1315,30,85,8,11
GME00125218,604,1315,30,85,6,10
GM000004204,628,1315,30,85,6,9
ITE00100554,603,1315,30,85,6,11
UK000056225,711,1315,30,85,7,13
ASN00066062,1226,1315,30,85,12,2
ITE00100554,703,1315,30,86,7,11
ITE00100554,613,1315,30,86,6,11
ITE00100554,727,1315,30,86,7,11
ITE00100554,627,1315,30,86,6,11
ITE00100554,708,1315,30,86,7,11
ITE00100550,907,1315,30,86,9,11
ITE00100550,816,1315,30,86,8,11
ASN00066062,218,1315,30,86,2,2
ITE00100550,704,1315,30,86,7,11
CA006139520,901,1315,30,86,9,5
CA006139520,604,1315,30,86,6,5
AGE00135039,730,1315,30,86,7,1
ITE00100550,901,1315,30,86,9,11
ITE00100550,803,1315,30,86,8,11
ITE00100550,814,1315,30,86,8,11
ITE00100550,808,1315,30,86,8,11
CA006153192,705,1315,30,86,7,5
ITE00100554,731,1315,30,86,7,11
USC00288878,802,1315,30,86,8,14
CA006153192,711,1315,30,86,7,5
CA006153192,903,1315,30,86,9,5
AGE00135039,903,1315,30,86,9,1
AGE00135039,910,1315,30,86,9,1
AGE00135039,702,1315,30,86,7,1
ITE00100550,801,1315,30,86,8,11
AGE00135039,821,1315,30,86,8,1
ASN00086071,324,1315,30,86,3,2
ASN00090015,423,1315,30,86,4,2
CA006106362,709,1315,30,86,7,5
CA006110549,728,1315,30,86,7,5
USC00288878,727,1315,30,86,7,14
CA006166416,727,1315,30,86,7,5
ITE00100554,707,1315,30,86,7,11
USC00288878,719,1315,30,86,7,14
CA006110549,727,1315,30,86,7,5
CA006153192,623,1315,30,86,6,5
CA006139520,723,1315,30,86,7,5
CA006139520,726,1315,30,86,7,5
CA006166416,623,1315,30,86,6,5
CA006106362,724,1315,30,86,7,5
CA006110549,724,1315,30,86,7,5
ITE00100550,620,1315,30,86,6,11
CA006148100,717,1315,30,86,7,5
CA006158350,728,1315,30,86,7,5
ITE00100554,907,1315,30,86,9,11
CA006139520,621,1315,30,86,6,5
EZE00100082,629,1315,30,86,6,8
CA006153192,817,1315,30,86,8,5
CA006139520,725,1315,30,86,7,5
CA006153192,709,1315,30,86,7,5
ITE00100550,603,1315,30,86,6,11
ASN00066062,128,1315,30,86,1,2
GME00125218,715,1315,30,86,7,10
ASN00086071,1104,1315,30,86,11,2
EZE00100082,714,1315,30,86,7,8
ITE00100550,703,1315,30,86,7,11
ITE00100550,817,1315,30,86,8,11
ITE00100550,613,1315,30,86,6,11
ITE00100550,818,1315,30,86,8,11
ITE00100554,709,1315,30,86,7,11
EZE00100082,613,1315,30,87,6,8
ITE00100554,826,1315,30,87,8,11
ITE00100554,607,1315,30,87,6,11
ITE00100554,823,1315,30,87,8,11
ASN00086071,313,1315,30,87,3,2
ITE00100554,705,1315,30,87,7,11
ITE00100554,827,1315,30,87,8,11
ITE00100554,728,1315,30,87,7,11
ITE00100550,822,1315,30,87,8,11
ASN00086071,1222,1315,30,87,12,2
AGE00135039,817,1315,30,87,8,1
AGE00135039,908,1315,30,87,9,1
ITE00100554,723,1315,30,87,7,11
GME00125218,628,1315,30,87,6,10
ITE00100550,720,1315,30,87,7,11
ITE00100550,824,1315,30,87,8,11
ITE00100550,825,1315,30,87,8,11
GME00125218,714,1315,30,87,7,10
AU000005901,717,1315,30,87,7,3
ASN00086071,221,1315,30,87,2,2
USC00288878,705,1315,31,87,7,14
CA006110549,609,1315,31,87,6,5
ITE00100550,702,1315,31,87,7,11
CA006139520,711,1315,31,87,7,5
CA006139520,707,1315,31,87,7,5
CA006137735,626,1315,31,87,6,5
CA006106362,711,1315,31,87,7,5
ITE00100554,608,1315,31,87,6,11
CA006137735,706,1315,31,87,7,5
CA006153192,613,1315,31,87,6,5
CA006139520,728,1315,31,87,7,5
GME00125218,627,1315,31,87,6,10
CA006106362,521,1315,31,87,5,5
ASN00090015,1106,1315,31,87,11,2
USC00288878,724,1315,31,87,7,14
CA006153192,725,1315,31,87,7,5
CA006106362,726,1315,31,87,7,5
ITE00100554,726,1315,31,87,7,11
CA006150689,717,1315,31,87,7,5
CA006106362,717,1315,31,87,7,5
CA006139520,724,1315,31,87,7,5
CA006150689,716,1315,31,87,7,5
AU000005901,716,1315,31,87,7,3
CA006139520,730,1315,31,87,7,5
CA006153192,724,1315,31,87,7,5
CA006137735,712,1315,31,87,7,5
USC00288878,903,1315,31,87,9,14
ITE00100550,610,1315,31,87,6,11
ITE00100554,620,1315,31,87,6,11
ITE00100554,721,1315,31,87,7,11
ASN00086071,1031,1315,31,87,10,2
ITE00100554,610,1315,31,87,6,11
ITE00100554,803,1315,31,87,8,11
AU000005901,630,1315,31,88,6,3
ASN00086071,1208,1315,31,88,12,2
AU000005901,719,1315,31,88,7,3
ITE00100554,805,1315,31,88,8,11
AU000005901,629,1315,31,88,6,3
ITE00100550,708,1315,31,88,7,11
ITE00100550,826,1315,31,88,8,11
AGE00135039,828,1315,31,88,8,1
ITE00100554,719,1315,31,88,7,11
AGE00135039,703,1315,31,88,7,1
AGE00135039,731,1315,31,88,7,1
ASN00090015,208,1315,31,88,2,2
ITE00100554,706,1315,31,88,7,11
CA006158350,712,1315,31,88,7,5
USC00288878,704,1315,31,88,7,14
CA006153192,727,1315,31,88,7,5
CA006139520,712,1315,31,88,7,5
ITE00100554,704,1315,31,88,7,11
CA006153192,728,1315,31,88,7,5
CA006106362,621,1315,31,88,6,5
USC00288878,703,1315,31,88,7,14
USC00288878,712,1315,31,88,7,14
CA006106362,713,1315,31,88,7,5
CA006139520,605,1315,31,88,6,5
CA006110549,714,1315,31,88,7,5
CA006148100,714,1315,31,88,7,5
CA006110549,625,1315,31,88,6,5
USC00288878,709,1315,31,88,7,14
CA006139520,620,1315,31,88,6,5
ITE00100550,810,1315,31,88,8,11
ITE00100550,723,1315,31,88,7,11
ITE00100550,823,1315,31,88,8,11
ITE00100550,721,1315,31,88,7,11
ITE00100550,821,1315,31,88,8,11
ITE00100550,820,1315,31,88,8,11
ITE00100550,727,1315,31,88,7,11
ITE00100554,701,1315,31,88,7,11
ITE00100550,629,1315,31,88,6,11
ASN00066062,102,1315,31,88,1,2
ITE00100550,729,1315,32,89,7,11
AGE00135039,820,1315,32,89,8,1
ITE00100554,804,1315,32,89,8,11
ITE00100554,729,1315,32,89,7,11
ITE00100550,726,1315,32,89,7,11
ITE00100550,731,1315,32,89,7,11
ITE00100550,827,1315,32,89,8,11
ITE00100554,611,1315,32,89,6,11
ITE00100554,730,1315,32,89,7,11
ITE00100550,908,1315,32,89,9,11
ITE00100550,628,1315,32,89,6,11
CA006139520,705,1315,32,89,7,5
CA006110549,712,1315,32,89,7,5
CA006148100,716,1315,32,89,7,5
CA006166416,713,1315,32,89,7,5
ITE00100550,701,1315,32,89,7,11
ASN00086071,307,1315,32,89,3,2
CA006137735,625,1315,32,89,6,5
CA006139520,613,1315,32,89,6,5
CA006110549,711,1315,32,89,7,5
ITE00100550,614,1315,32,89,6,11
CA006106362,609,1315,32,89,6,5
CA006158350,717,1315,32,89,7,5
CA006153192,707,1315,32,89,7,5
CA006166416,707,1315,32,89,7,5
ITE00100550,630,1315,32,89,6,11
ITE00100550,819,1315,32,89,8,11
ITE00100550,705,1315,32,89,7,11
ITE00100554,624,1315,32,89,6,11
ITE00100554,621,1315,32,89,6,11
AGE00135039,902,1315,32,90,9,1
AGE00135039,818,1315,32,90,8,1
ITE00100554,722,1315,32,90,7,11
ASN00086071,410,1315,32,90,4,2
AGE00135039,819,1315,32,90,8,1
ITE00100550,706,1315,32,90,7,11
AU000005901,718,1315,32,90,7,3
AU000005901,714,1315,32,90,7,3
ASN00086071,1030,1315,32,90,10,2
ASN00066062,308,1315,32,90,3,2
ITE00100550,621,1315,32,90,6,11
CA006106362,712,1315,32,90,7,5
ITE00100550,622,1315,32,90,6,11
ITE00100550,804,1315,32,90,8,11
ITE00100550,709,1315,32,90,7,11
CA006166416,712,1315,32,90,7,5
CA006139520,706,1315,32,90,7,5
CA006166416,717,1315,32,90,7,5
ASN00086071,325,1315,32,90,3,2
CA006139520,727,1315,32,90,7,5
USC00288878,627,1315,32,90,6,14
CA006153192,626,1315,32,90,6,5
AU000005901,715,1315,32,90,7,3
ITE00100554,702,1315,32,90,7,11
ASN00086071,217,1315,32,90,2,2
ITE00100550,805,1315,32,90,8,11
ASN00066062,1129,1315,32,90,11,2
ITE00100550,730,1315,32,90,7,11
ITE00100550,707,1315,32,90,7,11
ASN00090015,325,1315,32,90,3,2
ITE00100554,622,1315,33,91,6,11
ITE00100554,724,1315,33,91,7,11
ASN00086071,411,1315,33,91,4,2
ASN00086071,212,1315,33,91,2,2
CA006158350,625,1315,33,91,6,5
CA006106362,714,1315,33,91,7,5
CA006139520,625,1315,33,91,6,5
CA006158350,715,1315,33,91,7,5
USC00288878,625,1315,33,91,6,14
CA006166416,716,1315,33,91,7,5
CA006106362,625,1315,33,91,6,5
ITE00100554,710,1315,33,91,7,11
CA006110549,717,1315,33,91,7,5
USC00288878,624,1315,33,91,6,14
CA006139520,608,1315,33,91,6,5
ITE00100554,612,1315,33,91,6,11
CA006166416,706,1315,33,91,7,5
CA006139520,626,1315,33,91,6,5
CA006139520,612,1315,33,91,6,5
ITE00100550,722,1315,33,91,7,11
ITE00100550,728,1315,33,91,7,11
AU000005901,612,1315,33,92,6,3
ASN00086071,1223,1315,33,92,12,2
ASN00086071,105,1315,33,92,1,2
CA006158350,716,1315,33,92,7,5
CA006110549,716,1315,33,92,7,5
CA006139520,622,1315,33,92,6,5
ASN00086071,1211,1315,33,92,12,2
CA006137735,713,1315,33,92,7,5
CA006153192,712,1315,33,92,7,5
ITE00100550,624,1315,33,92,6,11
CA006110549,713,1315,33,92,7,5
CA006153192,706,1315,33,92,7,5
AU000005901,613,1315,33,92,6,3
ASN00066062,1217,1315,33,92,12,2
ITE00100550,612,1315,34,92,6,11
ITE00100554,711,1315,34,92,7,11
ITE00100554,628,1315,34,93,6,11
ITE00100550,719,1315,34,93,7,11
ITE00100554,623,1315,34,93,6,11
CA006139520,717,1315,34,93,7,5
ASN00066062,108,1315,34,93,1,2
CA006106362,716,1315,34,93,7,5
ASN00086071,124,1315,34,93,1,2
ASN00090015,116,1315,34,93,1,2
CA006166416,625,1315,34,93,6,5
USC00288878,626,1315,34,93,6,14
CA006110549,706,1315,34,93,7,5
ITE00100550,627,1315,34,93,6,11
ITE00100550,712,1315,34,93,7,11
ITE00100554,712,1315,34,93,7,11
ASN00066062,222,1315,34,93,2,2
ITE00100550,611,1315,34,93,6,11
ITE00100550,711,1315,34,93,7,11
ITE00100550,623,1315,34,93,6,11
ITE00100550,710,1315,34,94,7,11
CA006139520,713,1315,34,94,7,5
ASN00086071,1216,1315,34,94,12,2
ITE00100554,713,1315,34,94,7,11
CA006153192,625,1315,34,94,6,5
CA006158350,713,1315,34,94,7,5
USC00288878,715,1315,34,94,7,14
CA006137735,714,1315,34,94,7,5
USC00288878,706,1315,34,94,7,14
USC00288878,713,1315,34,94,7,14
ASN00066062,113,1315,34,94,1,2
ITE00100550,713,1315,34,94,7,11
ITE00100554,718,1315,35,94,7,11
ASN00066062,125,1315,35,94,1,2
ASN00066062,114,1315,35,95,1,2
ITE00100554,714,1315,35,95,7,11
USC00288878,707,1315,35,95,7,14
ASN00086071,101,1315,35,95,1,2
CA006153192,713,1315,35,95,7,5
CA006139520,714,1315,35,95,7,5
ITE00100550,714,1315,35,95,7,11
CA006153192,717,1315,35,95,7,5
USC00288878,714,1315,35,95,7,14
CA006139520,716,1315,35,95,7,5
CA006137735,716,1315,35,95,7,5
ITE00100550,716,1315,35,95,7,11
ASN00086071,1106,1315,35,95,11,2
ASN00086071,222,1315,35,95,2,2
ITE00100554,717,1315,35,96,7,11
ASN00086071,312,1315,36,96,3,2
ITE00100550,724,1315,36,96,7,11
ITE00100554,715,1315,36,96,7,11
USC00288878,708,1315,36,96,7,14
CA006153192,716,1315,36,96,7,5
ITE00100550,715,1315,36,96,7,11
ITE00100550,717,1315,36,97,7,11
USC00288878,718,1315,36,97,7,14
ASN00086071,106,1315,36,97,1,2
ASN00086071,1225,1315,36,97,12,2
