IsInitiator,WarID,PolityID,StartYear,StartMonth,StartDay,EndYear,EndMonth,EndDay,Side,Outcome,Deaths,PolityName
0,55,273,1866,6,15,1866,7,26,55,2,100,-1
0,55,269,1866,6,15,1866,7,26,55,2,600,-1
0,55,267,1866,6,15,1866,7,26,55,2,100,-1
0,55,240,1866,6,15,1866,6,29,55,2,500,-1
0,58,271,1870,7,19,1870,11,25,58,1,976,-1
0,58,267,1870,7,19,1870,11,22,58,1,956,-1
0,58,255,1870,7,19,1871,2,26,58,1,44781,-1
0,58,245,1870,7,19,1870,11,15,58,1,5600,-1
1,58,220,1870,7,19,1871,2,26,58,2,152000,-1
1,60,90,1876,3,27,1876,4,25,60,1,2000,-1
0,60,92,1876,3,27,1876,4,25,60,2,2000,-1
0,61,640,1877,4,24,1878,1,31,61,2,165000,-1
1,61,365,1877,4,24,1878,1,31,61,1,120000,-1
1,64,155,1879,2,14,1883,12,11,64,1,3276,-1
0,64,135,1879,4,5,1883,10,23,64,2,9672,-1
0,64,145,1879,2,14,1883,12,11,64,2,920,-1
0,65,651,1882,7,11,1882,9,15,65,2,10000,-1
1,65,200,1882,7,11,1882,9,15,65,1,79,-1
1,67,220,1884,6,15,1885,6,9,67,1,2100,-1
0,67,710,1884,6,15,1885,6,9,67,2,10000,-1
0,70,92,1885,3,28,1885,4,15,70,1,200,-1
1,70,90,1885,3,28,1885,4,15,70,2,800,-1
0,73,710,1894,7,25,1895,3,30,73,2,10000,-1
1,73,740,1894,7,25,1895,3,30,73,1,5000,-1
1,76,350,1897,2,15,1897,5,19,76,2,600,-1
0,76,640,1897,2,15,1897,5,19,76,1,1400,-1
0,79,230,1898,4,22,1898,8,12,79,2,775,-1
1,79,2,1898,4,22,1898,8,12,79,1,2910,-1
1,82,365,1900,6,17,1900,8,14,82,1,302,-1
1,82,740,1900,6,17,1900,8,14,82,1,622,-1
1,82,2,1900,6,17,1900,8,14,82,1,21,-1
0,82,710,1900,6,17,1900,8,14,82,2,2000,-1
1,82,200,1900,6,17,1900,8,14,82,1,34,-1
1,82,220,1900,6,17,1900,8,14,82,1,24,-1
1,83,365,1900,7,17,1900,10,10,83,1,242,-1
0,83,710,1900,7,17,1900,10,10,83,2,3758,-1
1,85,740,1904,2,8,1905,9,15,85,1,80378,-1
0,85,365,1904,2,8,1905,9,15,85,2,71453,-1
0,88,91,1906,5,27,1906,7,20,88,2,300,-1
0,88,92,1906,5,27,1906,7,20,88,2,300,-1
1,88,90,1906,5,27,1906,7,20,88,1,400,-1
1,91,93,1907,2,19,1907,4,23,91,1,400,-1
0,91,92,1907,2,19,1907,4,23,91,2,300,-1
0,91,91,1907,2,19,1907,4,23,91,2,300,-1
1,94,230,1909,7,7,1910,3,23,94,1,2000,-1
0,94,600,1909,7,7,1910,3,23,94,2,8000,-1
1,97,325,1911,9,29,1912,10,18,97,1,6000,-1
0,97,640,1911,9,29,1912,10,18,97,2,14000,-1
0,100,640,1912,10,17,1913,4,19,100,2,30000,-1
0,100,350,1912,10,17,1913,4,19,100,1,5000,-1
0,100,355,1912,10,17,1912,12,3,100,1,32000,-1
1,100,345,1912,10,17,1912,12,3,100,1,15000,-1
0,103,640,1913,7,15,1913,7,30,103,1,20000,-1
0,103,345,1913,6,30,1913,7,30,103,1,18500,-1
0,103,350,1913,6,30,1913,7,30,103,1,2500,-1
1,103,355,1913,6,30,1913,7,30,103,2,18000,-1
0,103,360,1913,7,11,1913,7,30,103,1,1500,-1
0,106,345,1914,7,29,1918,11,11,106,1,70000,-1
0,106,365,1914,8,1,1917,12,5,106,1,1700000,-1
0,106,355,1915,10,12,1918,9,29,106,2,87500,-1
0,106,200,1914,8,5,1918,11,11,106,1,908371,-1
0,106,740,1914,8,23,1918,11,11,106,1,300,-1
0,106,235,1916,3,1,1918,11,11,106,1,7222,-1
0,106,640,1914,10,28,1918,10,30,106,2,325000,-1
0,106,211,1914,8,4,1918,11,11,106,1,13716,-1
0,106,255,1914,8,1,1918,11,11,106,2,1773700,-1
0,106,350,1917,6,29,1918,11,11,106,1,5000,-1
0,106,360,1916,8,27,1917,12,9,106,1,335706,-1
1,106,300,1914,7,29,1918,11,3,106,2,1200000,-1
0,106,220,1914,8,3,1918,11,11,106,1,1385000,-1
0,106,325,1915,5,23,1918,11,11,106,1,650000,-1
0,106,2,1917,4,17,1918,11,11,106,1,116516,-1
0,107,366,1918,11,22,1920,1,3,107,1,3600,-1
0,107,375,1918,12,30,1920,1,3,107,1,150,-1
1,107,365,1918,11,22,1920,1,3,107,2,8000,-1
0,108,255,1918,12,7,1919,4,15,108,8,450,-1
1,108,365,1918,12,2,1920,2,1,108,2,8000,-1
0,108,255,1919,4,16,1919,7,13,108,2,750,-1
0,108,366,1919,1,1,1920,1,3,108,1,1000,-1
0,108,367,1918,12,2,1920,2,1,108,1,3046,-1
1,109,365,1919,2,14,1920,10,18,109,2,60000,-1
0,109,290,1919,2,14,1920,10,18,109,1,40000,-1
0,112,310,1919,4,16,1919,8,4,112,2,6000,-1
0,112,315,1919,4,26,1919,8,4,112,1,2000,-1
1,112,360,1919,4,16,1919,8,4,112,1,3000,-1
0,115,640,1919,5,5,1922,10,11,115,1,20000,-1
1,115,350,1919,5,5,1922,10,11,115,2,30000,-1
0,116,640,1919,11,1,1921,10,20,116,3,35000,-1
1,116,220,1919,11,1,1921,10,20,116,3,5000,-1
0,117,368,1920,7,15,1920,12,1,117,2,500,-1
1,117,290,1920,7,15,1920,12,1,117,1,500,-1
1,118,365,1929,8,17,1929,12,3,118,1,200,-1
0,118,710,1929,8,17,1929,12,3,118,2,3000,-1
1,121,740,1931,12,19,1933,5,22,121,1,10000,-1
0,121,710,1931,12,19,1933,5,22,121,2,50000,-1
1,124,145,1932,6,15,1935,6,12,124,2,56661,-1
0,124,150,1932,6,15,1935,6,12,124,1,36000,-1
1,125,670,1934,3,20,1934,5,13,125,1,100,-1
0,125,678,1934,3,20,1934,5,13,125,2,2000,-1
1,127,325,1935,10,3,1936,5,9,127,1,4000,-1
0,127,530,1935,10,3,1936,5,9,127,2,16000,-1
0,130,710,1937,7,7,1941,12,6,130,2,750000,-1
1,130,740,1937,7,7,1941,12,6,130,1,250000,-1
0,133,365,1938,7,29,1938,8,11,133,1,1200,-1
1,133,740,1938,7,29,1938,8,11,133,2,526,-1
0,136,365,1939,5,11,1939,9,16,136,1,5000,-1
0,136,712,1939,5,11,1939,9,16,136,1,3000,-1
1,136,740,1939,5,11,1939,9,16,136,2,20000,-1
0,139,310,1941,6,27,1945,1,20,139,2,136000,-1
0,139,211,1940,5,10,1940,5,28,139,1,9600,-1
0,139,220,1940,7,7,1941,7,14,139,2,2500,-1
0,139,345,1941,4,6,1941,4,17,139,1,305000,-1
0,139,375,1941,6,25,1944,9,19,139,2,65000,-1
0,139,385,1940,4,9,1940,6,9,139,1,3000,-1
0,139,20,1939,9,10,1945,8,14,139,1,41992,-1
0,139,2,1941,12,7,1945,8,14,139,1,405400,-1
0,139,200,1939,9,3,1945,8,14,139,1,418765,-1
0,139,210,1940,5,10,1940,5,14,139,1,7900,-1
0,139,325,1940,6,10,1943,9,2,139,2,174500,-1
0,139,360,1944,9,9,1945,5,7,139,1,10000,-1
0,139,360,1941,6,22,1944,8,23,139,2,290000,-1
0,139,355,1941,12,13,1944,9,8,139,2,9000,-1
0,139,355,1944,9,9,1945,5,7,139,1,1000,-1
0,139,350,1940,10,25,1941,4,23,139,1,18300,-1
0,139,140,1944,7,6,1945,5,7,139,1,1000,-1
0,139,325,1943,10,18,1945,5,7,139,1,52400,-1
0,139,900,1939,9,3,1945,8,14,139,1,33826,-1
0,139,920,1939,9,3,1945,8,14,139,1,12200,-1
0,139,365,1941,6,22,1945,5,7,139,1,7500000,-1
1,139,255,1939,9,1,1945,5,7,139,2,3500000,-1
0,139,290,1939,9,1,1939,9,27,139,1,320000,-1
0,139,220,1939,9,3,1940,6,22,139,1,210824,-1
0,139,740,1941,12,7,1945,8,14,139,2,1740000,-1
0,139,712,1945,8,10,1945,8,14,139,1,3000,-1
0,139,710,1941,12,7,1945,8,14,139,1,1350000,-1
0,139,560,1939,9,6,1945,8,14,139,1,8700,-1
0,139,530,1941,1,24,1941,7,3,139,1,5000,-1
0,142,375,1939,11,30,1940,3,12,142,2,24923,-1
1,142,365,1939,11,30,1940,3,12,142,1,126875,-1
0,145,220,1940,12,1,1941,1,28,145,2,700,-1
1,145,800,1940,12,1,1941,1,28,145,1,700,-1
1,147,750,1947,10,26,1949,1,1,147,6,2500,-1
0,147,770,1947,10,26,1949,1,1,147,6,1000,-1
0,148,666,1948,5,15,1948,7,18,148,1,3000,-1
0,148,651,1948,5,15,1948,7,18,148,2,2000,-1
0,148,652,1948,5,15,1948,7,18,148,2,1000,-1
0,148,660,1948,5,15,1948,7,18,148,2,500,-1
1,148,663,1948,5,15,1948,7,18,148,2,1000,-1
0,148,645,1948,5,15,1948,7,18,148,2,500,-1
0,151,710,1950,10,27,1953,7,27,151,6,422612,-1
0,151,211,1951,1,20,1953,7,27,151,6,97,-1
0,151,20,1950,12,19,1953,7,27,151,6,309,-1
0,151,100,1951,6,6,1953,7,27,151,6,140,-1
0,151,200,1950,8,29,1953,7,27,151,6,710,-1
0,151,210,1951,1,20,1953,7,27,151,6,111,-1
0,151,350,1951,1,20,1953,7,27,151,6,169,-1
0,151,220,1951,1,1,1953,7,27,151,6,288,-1
0,151,640,1950,10,18,1953,7,27,151,6,717,-1
0,151,840,1950,9,16,1953,7,27,151,6,92,-1
0,151,800,1951,1,20,1953,7,27,151,6,114,-1
1,151,731,1950,6,24,1953,7,27,151,6,316579,-1
0,151,530,1951,5,1,1953,7,27,151,6,120,-1
0,151,900,1950,12,10,1953,7,27,151,6,291,-1
0,151,732,1950,6,24,1953,7,27,151,6,113248,-1
0,151,2,1950,6,27,1953,7,27,151,6,54487,-1
1,153,710,1954,9,3,1955,4,23,153,1,1003,-1
0,153,713,1954,9,3,1955,4,23,153,2,1367,-1
0,155,220,1956,10,31,1956,11,6,155,1,10,-1
1,155,666,1956,10,29,1956,11,6,155,1,189,-1
0,155,651,1956,10,29,1956,11,6,155,2,3000,-1
0,155,200,1956,10,31,1956,11,6,155,1,22,-1
0,156,310,1956,11,4,1956,11,14,156,2,926,-1
1,156,365,1956,11,4,1956,11,14,156,1,1500,-1
0,158,220,1958,2,10,1958,4,10,158,1,0,-1
0,158,230,1957,11,21,1958,4,10,158,1,122,-1
1,158,600,1957,11,21,1958,4,10,158,2,1000,-1
1,159,710,1958,8,23,1958,11,23,159,6,300,-1
0,159,713,1958,8,23,1958,11,23,159,6,1500,-1
0,160,750,1962,10,20,1962,11,22,160,2,1353,-1
1,160,710,1962,10,20,1962,11,22,160,1,500,-1
1,163,2,1965,2,7,1973,1,27,163,2,58153,-1
0,163,811,1970,3,1,1975,4,17,163,2,2500,-1
0,163,732,1965,5,1,1973,1,28,163,2,4687,-1
0,163,840,1966,10,1,1973,1,28,163,2,1000,-1
0,163,817,1965,2,7,1975,4,30,163,2,254257,-1
0,163,816,1965,2,7,1975,4,30,163,1,700000,-1
0,163,800,1967,10,1,1973,1,28,163,2,351,-1
0,163,900,1965,2,7,1972,12,20,163,2,494,-1
0,166,750,1965,8,5,1965,9,23,166,2,3261,-1
1,166,770,1965,8,5,1965,9,23,166,1,3800,-1
1,169,666,1967,6,5,1967,6,10,169,1,1000,-1
0,169,651,1967,6,5,1967,6,10,169,2,10000,-1
0,169,663,1967,6,5,1967,6,10,169,2,6100,-1
0,169,652,1967,6,5,1967,6,10,169,2,2500,-1
0,170,2,1968,1,13,1973,4,17,170,2,375,-1
0,170,800,1970,3,17,1973,4,17,170,2,0,-1
0,170,812,1968,1,13,1973,4,17,170,2,11250,-1
1,170,816,1968,1,13,1973,4,17,170,1,2250,-1
1,172,651,1969,3,6,1970,8,7,172,6,5000,-1
0,172,666,1969,3,6,1970,8,7,172,6,368,-1
0,175,91,1969,7,14,1969,7,18,175,2,1200,-1
1,175,92,1969,7,14,1969,7,18,175,1,700,-1
1,176,816,1970,3,23,1971,7,2,176,4,400,-1
0,176,2,1970,5,1,1971,7,2,176,4,125,-1
0,176,811,1970,3,23,1971,7,2,176,4,5000,-1
0,176,817,1970,5,1,1971,7,2,176,4,1000,-1
0,178,750,1971,12,3,1971,12,17,178,1,3241,-1
1,178,770,1971,12,3,1971,12,17,178,2,7982,-1
1,181,651,1973,10,6,1973,10,24,181,2,7700,-1
0,181,670,1973,10,10,1973,10,24,181,2,100,-1
0,181,666,1973,10,6,1973,10,24,181,1,2838,-1
0,181,663,1973,10,10,1973,10,24,181,2,23,-1
1,181,652,1973,10,6,1973,10,24,181,2,3500,-1
0,181,645,1973,10,6,1973,10,24,181,2,278,-1
1,184,640,1974,7,20,1974,7,29,184,1,1000,-1
0,184,352,1974,7,20,1974,7,29,184,2,500,-1
0,186,40,1975,10,23,1976,2,12,186,4,1500,-1
1,186,560,1975,10,23,1976,2,12,186,4,100,-1
0,186,490,1975,10,23,1976,2,12,186,4,100,-1
0,186,540,1975,11,11,1976,2,12,186,4,1000,-1
0,187,530,1977,7,23,1978,3,9,187,4,1800,-1
0,187,40,1977,11,23,1978,3,9,187,4,700,-1
1,187,520,1977,7,23,1978,3,9,187,4,8000,-1
0,189,816,1977,9,24,1979,1,8,189,4,3000,-1
1,189,811,1977,9,24,1979,1,8,189,4,5000,-1
1,190,500,1978,10,28,1979,4,11,190,2,1500,-1
0,190,510,1978,10,28,1979,4,11,190,1,1000,-1
0,190,620,1979,2,1,1979,4,11,190,2,500,-1
1,193,710,1979,2,17,1979,3,16,193,1,13000,-1
0,193,816,1979,2,17,1979,3,16,193,2,8000,-1
1,199,645,1980,9,22,1988,8,20,199,6,500000,-1
0,199,630,1980,9,22,1988,8,20,199,6,750000,-1
0,202,200,1982,3,25,1982,6,15,202,1,255,-1
1,202,160,1982,3,25,1982,6,15,202,2,746,-1
1,205,666,1982,4,21,1982,9,15,205,6,455,-1
0,205,652,1982,4,21,1982,9,15,205,6,1200,-1
1,207,483,1986,11,15,1987,9,11,207,1,1000,-1
0,207,620,1986,11,15,1987,9,11,207,2,7000,-1
0,208,816,1987,1,5,1987,2,6,208,6,2200,-1
1,208,710,1987,1,5,1987,2,6,208,6,1800,-1
0,211,690,1990,8,2,1991,4,11,211,1,1000,-1
0,211,2,1991,1,16,1991,4,11,211,1,376,-1
0,211,20,1991,1,16,1991,4,11,211,1,0,-1
0,211,200,1991,1,16,1991,4,11,211,1,24,-1
0,211,325,1991,1,16,1991,4,11,211,1,0,-1
0,211,600,1991,1,16,1991,4,11,211,1,0,-1
1,211,645,1990,8,2,1991,4,11,211,2,40000,-1
0,211,651,1991,1,16,1991,4,11,211,1,14,-1
0,211,698,1991,1,16,1991,4,11,211,1,0,-1
0,211,220,1991,1,16,1991,4,11,211,1,2,-1
0,211,696,1991,1,16,1991,4,11,211,1,6,-1
0,211,694,1991,1,16,1991,4,11,211,1,0,-1
0,211,670,1991,1,16,1991,4,11,211,1,44,-1
0,211,652,1991,1,16,1991,4,11,211,1,0,-1
0,215,344,1992,4,7,1992,5,13,215,4,500,-1
0,215,346,1992,4,7,1992,5,13,215,4,2850,-1
1,215,345,1992,4,7,1992,5,13,215,4,1890,-1
0,216,373,1993,2,6,1994,5,12,216,2,8500,-1
1,216,371,1993,2,6,1994,5,12,216,1,5500,-1
1,217,130,1995,1,9,1995,2,27,217,3,550,-1
0,217,135,1995,1,9,1995,2,27,217,3,950,-1
1,219,531,1998,5,6,2000,12,12,219,6,50000,-1
0,219,530,1998,5,6,2000,12,12,219,6,70000,-1
1,221,640,1999,3,24,1999,6,10,221,1,0,-1
1,221,325,1999,3,24,1999,6,10,221,1,0,-1
1,221,200,1999,3,24,1999,6,10,221,1,0,-1
1,221,2,1999,3,24,1999,6,10,221,1,2,-1
1,221,210,1999,3,24,1999,6,10,221,1,0,-1
1,221,220,1999,3,24,1999,6,10,221,1,0,-1
0,221,345,1999,3,24,1999,6,10,221,2,5000,-1
1,221,255,1999,3,24,1999,6,10,221,1,0,-1
0,223,750,1999,5,8,1999,7,17,223,1,474,-1
1,223,770,1999,5,8,1999,7,17,223,2,698,-1
0,225,20,2001,11,15,2001,12,22,225,4,0,-1
0,225,220,2001,10,21,2001,12,22,225,4,0,-1
1,225,200,2001,10,7,2001,12,22,225,4,0,-1
1,225,2,2001,10,7,2001,12,22,225,4,2,-1
0,225,900,2001,10,17,2001,12,22,225,4,0,-1
0,225,700,2001,10,7,2001,12,22,225,4,4000,-1
1,227,900,2003,3,19,2003,5,2,227,4,0,-1
1,227,200,2003,3,19,2003,5,2,227,4,33,-1
1,227,2,2003,3,19,2003,5,2,227,4,140,-1
0,227,645,2003,3,19,2003,5,2,227,4,7000,-1
1,10,325,1849,3,12,1849,3,30,10,2,3400,-1
0,10,300,1849,3,12,1849,3,30,10,1,3927,-1
1,13,255,1849,3,25,1849,7,10,13,1,2500,-1
0,13,390,1849,3,25,1849,7,10,13,2,3500,-1
1,46,255,1864,6,25,1864,7,20,46,1,1048,-1
0,46,390,1864,6,25,1864,7,20,46,2,2933,-1
0,46,300,1864,6,25,1864,7,20,46,1,500,-1
0,100,355,1913,2,3,1913,4,19,100,1,32000,-1
1,100,345,1913,2,3,1913,4,19,100,1,15000,-1
0,139,365,1945,8,8,1945,8,14,139,1,7500000,-1
0,139,220,1944,10,23,1945,8,14,139,1,210824,-1
0,148,666,1948,10,15,1949,1,7,148,1,3000,-1
0,148,651,1948,10,15,1949,1,7,148,2,2000,-1
0,148,652,1948,10,15,1948,10,31,148,2,1000,-1
0,148,660,1948,10,15,1948,10,31,148,2,500,-1
1,148,663,1948,10,15,1948,10,31,148,2,1000,-1
0,148,645,1948,10,15,1948,10,31,148,2,500,-1
1,184,640,1974,8,14,1974,8,16,184,1,1000,-1
0,184,352,1974,8,14,1974,8,16,184,2,500,-1
